country,year,variant,gender,freq,agebroad,percentagetotaldeaths
728,1950,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1950,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1950,estimates,female,5yearly,0_4,53.7972286434458
728,1950,estimates,male,5yearly,0_4,53.2759063832361
728,1950,estimates,female,5yearly,0_14,64.025040595193
728,1950,estimates,male,5yearly,0_14,62.2769949502585
728,1950,estimates,female,5yearly,0_19,66.9052314470173
728,1950,estimates,male,5yearly,0_19,64.9458740286051
728,1950,estimates,female,5yearly,0_24,69.7958703914117
728,1950,estimates,male,5yearly,0_24,68.0010432100632
728,1950,estimates,female,5yearly,5_14,10.2278119517472
728,1950,estimates,male,5yearly,5_14,9.00108856702247
728,1950,estimates,female,5yearly,15plus,35.974959404807
728,1950,estimates,male,5yearly,15plus,37.7230050497415
728,1950,estimates,female,5yearly,15_24,5.77082979621866
728,1950,estimates,male,5yearly,15_24,5.72404825980466
728,1950,estimates,female,5yearly,15_49,18.503136604457
728,1950,estimates,male,5yearly,15_49,18.8197363248768
728,1950,estimates,female,5yearly,15_59,22.8565085086654
728,1950,estimates,male,5yearly,15_59,23.9382691784343
728,1950,estimates,female,5yearly,15_64,25.5225134628026
728,1950,estimates,male,5yearly,15_64,26.8698406458831
728,1950,estimates,female,5yearly,20plus,33.0947685529827
728,1950,estimates,male,5yearly,20plus,35.0541259713949
728,1950,estimates,female,5yearly,20_64,22.6423226109783
728,1950,estimates,male,5yearly,20_64,24.2009615675365
728,1950,estimates,female,5yearly,20_69,25.6152402843623
728,1950,estimates,male,5yearly,20_69,27.3294578331469
728,1950,estimates,female,5yearly,25plus,30.2041296085883
728,1950,estimates,male,5yearly,25plus,31.9989567899368
728,1950,estimates,female,5yearly,25_69,22.7246013399679
728,1950,estimates,male,5yearly,25_69,24.2742886516888
728,1950,estimates,female,5yearly,40plus,21.9671146286356
728,1950,estimates,male,5yearly,40plus,23.9099210788909
728,1950,estimates,female,5yearly,50plus,17.47182280035
728,1950,estimates,male,5yearly,50plus,18.9032687248647
728,1950,estimates,female,5yearly,60plus,13.1184508961416
728,1950,estimates,male,5yearly,60plus,13.7847358713072
728,1950,estimates,female,5yearly,65plus,10.4524459420044
728,1950,estimates,male,5yearly,65plus,10.8531644038584
728,1950,estimates,female,5yearly,70plus,7.47952826862046
728,1950,estimates,male,5yearly,70plus,7.72466813824801
728,1950,estimates,female,5yearly,80plus,2.03128333050364
728,1950,estimates,male,5yearly,80plus,2.03766139518007
728,1950,estimates,female,5yearly,90plus,0.160204086074869
728,1950,estimates,male,5yearly,90plus,0.151567838892081
728,1955,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1955,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1955,estimates,female,5yearly,0_4,54.4023331427755
728,1955,estimates,male,5yearly,0_4,54.4517157181796
728,1955,estimates,female,5yearly,0_14,64.2279727025868
728,1955,estimates,male,5yearly,0_14,63.1117632904552
728,1955,estimates,female,5yearly,0_19,67.1796841503502
728,1955,estimates,male,5yearly,0_19,65.9302036614085
728,1955,estimates,female,5yearly,0_24,70.1912426754323
728,1955,estimates,male,5yearly,0_24,69.1596748044448
728,1955,estimates,female,5yearly,5_14,9.82563955981135
728,1955,estimates,male,5yearly,5_14,8.66004757227554
728,1955,estimates,female,5yearly,15plus,35.7720272974132
728,1955,estimates,male,5yearly,15plus,36.8882367095448
728,1955,estimates,female,5yearly,15_24,5.96326997284551
728,1955,estimates,male,5yearly,15_24,6.04791151398964
728,1955,estimates,female,5yearly,15_49,19.1966199799914
728,1955,estimates,male,5yearly,15_49,19.6647850766639
728,1955,estimates,female,5yearly,15_59,23.6306631413463
728,1955,estimates,male,5yearly,15_59,24.750206107081
728,1955,estimates,female,5yearly,15_64,26.2072138059168
728,1955,estimates,male,5yearly,15_64,27.479103305997
728,1955,estimates,female,5yearly,20plus,32.8203158496499
728,1955,estimates,male,5yearly,20plus,34.0697963385915
728,1955,estimates,female,5yearly,20_64,23.2555023581535
728,1955,estimates,male,5yearly,20_64,24.6606629350437
728,1955,estimates,female,5yearly,20_69,26.0888595112191
728,1955,estimates,male,5yearly,20_69,27.5718021845378
728,1955,estimates,female,5yearly,25plus,29.8087573245677
728,1955,estimates,male,5yearly,25plus,30.8403251955552
728,1955,estimates,female,5yearly,25_69,23.0773009861369
728,1955,estimates,male,5yearly,25_69,24.3423310415015
728,1955,estimates,female,5yearly,40plus,21.2269544090324
728,1955,estimates,male,5yearly,40plus,22.3968379820835
728,1955,estimates,female,5yearly,50plus,16.5754073174218
728,1955,estimates,male,5yearly,50plus,17.2234516328809
728,1955,estimates,female,5yearly,60plus,12.1413641560669
728,1955,estimates,male,5yearly,60plus,12.1380306024638
728,1955,estimates,female,5yearly,65plus,9.56481349149636
728,1955,estimates,male,5yearly,65plus,9.4091334035478
728,1955,estimates,female,5yearly,70plus,6.73145633843076
728,1955,estimates,male,5yearly,70plus,6.4979941540537
728,1955,estimates,female,5yearly,80plus,1.81729669858511
728,1955,estimates,male,5yearly,80plus,1.59126500439827
728,1955,estimates,female,5yearly,90plus,0.111208375017865
728,1955,estimates,male,5yearly,90plus,0.0733701762067619
728,1960,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1960,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1960,estimates,female,5yearly,0_4,55.4627614990076
728,1960,estimates,male,5yearly,0_4,55.9903618931222
728,1960,estimates,female,5yearly,0_14,64.6641390781685
728,1960,estimates,male,5yearly,0_14,64.020312735683
728,1960,estimates,female,5yearly,0_19,67.556968457259
728,1960,estimates,male,5yearly,0_19,66.8080926062725
728,1960,estimates,female,5yearly,0_24,70.554896876995
728,1960,estimates,male,5yearly,0_24,70.0897674400616
728,1960,estimates,female,5yearly,5_14,9.20137757916086
728,1960,estimates,male,5yearly,5_14,8.02995084256083
728,1960,estimates,female,5yearly,15plus,35.3358609218315
728,1960,estimates,male,5yearly,15plus,35.9796872643169
728,1960,estimates,female,5yearly,15_24,5.89075779882654
728,1960,estimates,male,5yearly,15_24,6.06945470437853
728,1960,estimates,female,5yearly,15_49,19.2661307484181
728,1960,estimates,male,5yearly,15_49,19.7809380523444
728,1960,estimates,female,5yearly,15_59,23.768452047477
728,1960,estimates,male,5yearly,15_59,24.8618293064972
728,1960,estimates,female,5yearly,15_64,26.2925661971953
728,1960,estimates,male,5yearly,15_64,27.4326357437625
728,1960,estimates,female,5yearly,20plus,32.443031542741
728,1960,estimates,male,5yearly,20plus,33.1919073937275
728,1960,estimates,female,5yearly,20_64,23.3997368181048
728,1960,estimates,male,5yearly,20_64,24.644855873173
728,1960,estimates,female,5yearly,20_69,26.1027799130544
728,1960,estimates,male,5yearly,20_69,27.3053910743086
728,1960,estimates,female,5yearly,25plus,29.445103123005
728,1960,estimates,male,5yearly,25plus,29.9102325599384
728,1960,estimates,female,5yearly,25_69,23.1048514933184
728,1960,estimates,male,5yearly,25_69,24.0237162405195
728,1960,estimates,female,5yearly,40plus,20.7231856300948
728,1960,estimates,male,5yearly,40plus,21.3945087543559
728,1960,estimates,female,5yearly,50plus,16.0697301734134
728,1960,estimates,male,5yearly,50plus,16.1987492119726
728,1960,estimates,female,5yearly,60plus,11.5674088743545
728,1960,estimates,male,5yearly,60plus,11.1178579578197
728,1960,estimates,female,5yearly,65plus,9.04329472463617
728,1960,estimates,male,5yearly,65plus,8.54705152055446
728,1960,estimates,female,5yearly,70plus,6.34025162968657
728,1960,estimates,male,5yearly,70plus,5.88651631941893
728,1960,estimates,female,5yearly,80plus,1.70851085082451
728,1960,estimates,male,5yearly,80plus,1.40665307843145
728,1960,estimates,female,5yearly,90plus,0.103796159976374
728,1960,estimates,male,5yearly,90plus,0.0587878108115425
728,1965,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1965,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1965,estimates,female,5yearly,0_4,55.6410772378173
728,1965,estimates,male,5yearly,0_4,56.5038100853654
728,1965,estimates,female,5yearly,0_14,64.9109568367039
728,1965,estimates,male,5yearly,0_14,64.6441353979277
728,1965,estimates,female,5yearly,0_19,67.5684173458094
728,1965,estimates,male,5yearly,0_19,67.184067120597
728,1965,estimates,female,5yearly,0_24,70.497534963276
728,1965,estimates,male,5yearly,0_24,70.4094010898835
728,1965,estimates,female,5yearly,5_14,9.26987959888654
728,1965,estimates,male,5yearly,5_14,8.1403253125622
728,1965,estimates,female,5yearly,15plus,35.0890431632961
728,1965,estimates,male,5yearly,15plus,35.3558646020724
728,1965,estimates,female,5yearly,15_24,5.58657812657209
728,1965,estimates,male,5yearly,15_24,5.76526569195582
728,1965,estimates,female,5yearly,15_49,19.0457624844887
728,1965,estimates,male,5yearly,15_49,19.5450431333962
728,1965,estimates,female,5yearly,15_59,23.6044035281886
728,1965,estimates,male,5yearly,15_59,24.651195979975
728,1965,estimates,female,5yearly,15_64,26.1755039071671
728,1965,estimates,male,5yearly,15_64,27.2331907446285
728,1965,estimates,female,5yearly,20plus,32.4315826541906
728,1965,estimates,male,5yearly,20plus,32.815932879403
728,1965,estimates,female,5yearly,20_64,23.5180433980615
728,1965,estimates,male,5yearly,20_64,24.6932590219592
728,1965,estimates,female,5yearly,20_69,26.1998188952611
728,1965,estimates,male,5yearly,20_69,27.2328151817537
728,1965,estimates,female,5yearly,25plus,29.502465036724
728,1965,estimates,male,5yearly,25plus,29.5905989101165
728,1965,estimates,female,5yearly,25_69,23.2707012777945
728,1965,estimates,male,5yearly,25_69,24.0074812124672
728,1965,estimates,female,5yearly,40plus,20.7352349330919
728,1965,estimates,male,5yearly,40plus,21.0225074830903
728,1965,estimates,female,5yearly,50plus,16.0432806788074
728,1965,estimates,male,5yearly,50plus,15.8108214686762
728,1965,estimates,female,5yearly,60plus,11.4846396351075
728,1965,estimates,male,5yearly,60plus,10.7046686220974
728,1965,estimates,female,5yearly,65plus,8.91353925612905
728,1965,estimates,male,5yearly,65plus,8.12267385744384
728,1965,estimates,female,5yearly,70plus,6.23176375892947
728,1965,estimates,male,5yearly,70plus,5.58311769764935
728,1965,estimates,female,5yearly,80plus,1.6965992554583
728,1965,estimates,male,5yearly,80plus,1.35991316986333
728,1965,estimates,female,5yearly,90plus,0.111932790019117
728,1965,estimates,male,5yearly,90plus,0.0612167486019672
728,1970,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1970,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1970,estimates,female,5yearly,0_4,55.1480303988853
728,1970,estimates,male,5yearly,0_4,56.2968653631829
728,1970,estimates,female,5yearly,0_14,64.7165520168491
728,1970,estimates,male,5yearly,0_14,64.7936751822317
728,1970,estimates,female,5yearly,0_19,67.2879645720052
728,1970,estimates,male,5yearly,0_19,67.2260754462466
728,1970,estimates,female,5yearly,0_24,69.9955154436908
728,1970,estimates,male,5yearly,0_24,70.1746033463537
728,1970,estimates,female,5yearly,5_14,9.56852161796385
728,1970,estimates,male,5yearly,5_14,8.49680981904875
728,1970,estimates,female,5yearly,15plus,35.2834479831509
728,1970,estimates,male,5yearly,15plus,35.2063248177683
728,1970,estimates,female,5yearly,15_24,5.27896342684167
728,1970,estimates,male,5yearly,15_24,5.3809281641221
728,1970,estimates,female,5yearly,15_49,18.8463478894557
728,1970,estimates,male,5yearly,15_49,19.2420750422893
728,1970,estimates,female,5yearly,15_59,23.4638392606889
728,1970,estimates,male,5yearly,15_59,24.4444684895242
728,1970,estimates,female,5yearly,15_64,26.1197376534559
728,1970,estimates,male,5yearly,15_64,27.0857002708678
728,1970,estimates,female,5yearly,20plus,32.7120354279948
728,1970,estimates,male,5yearly,20plus,32.7739245537534
728,1970,estimates,female,5yearly,20_64,23.5483250982999
728,1970,estimates,male,5yearly,20_64,24.6533000068529
728,1970,estimates,female,5yearly,20_69,26.3319532645167
728,1970,estimates,male,5yearly,20_69,27.2563001114489
728,1970,estimates,female,5yearly,25plus,30.0044845563092
728,1970,estimates,male,5yearly,25plus,29.8253966536463
728,1970,estimates,female,5yearly,25_69,23.6244023928311
728,1970,estimates,male,5yearly,25_69,24.3077722113418
728,1970,estimates,female,5yearly,40plus,21.2704107373091
728,1970,estimates,male,5yearly,40plus,21.2156951853335
728,1970,estimates,female,5yearly,50plus,16.4371000936952
728,1970,estimates,male,5yearly,50plus,15.9642497754791
728,1970,estimates,female,5yearly,60plus,11.819608722462
728,1970,estimates,male,5yearly,60plus,10.7618563282442
728,1970,estimates,female,5yearly,65plus,9.16371032969497
728,1970,estimates,male,5yearly,65plus,8.12062454690053
728,1970,estimates,female,5yearly,70plus,6.38008216347809
728,1970,estimates,male,5yearly,70plus,5.51762444230443
728,1970,estimates,female,5yearly,80plus,1.77460299664459
728,1970,estimates,male,5yearly,80plus,1.39653822987337
728,1970,estimates,female,5yearly,90plus,0.121323264436668
728,1970,estimates,male,5yearly,90plus,0.06564306762318
728,1975,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1975,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1975,estimates,female,5yearly,0_4,54.3210914832046
728,1975,estimates,male,5yearly,0_4,55.7252382282646
728,1975,estimates,female,5yearly,0_14,64.02715710523
728,1975,estimates,male,5yearly,0_14,64.4231996220077
728,1975,estimates,female,5yearly,0_19,66.7394271165836
728,1975,estimates,male,5yearly,0_19,67.0284494383573
728,1975,estimates,female,5yearly,0_24,69.3767704299493
728,1975,estimates,male,5yearly,0_24,69.875462574969
728,1975,estimates,female,5yearly,5_14,9.70606562202539
728,1975,estimates,male,5yearly,5_14,8.69796139374312
728,1975,estimates,female,5yearly,15plus,35.97284289477
728,1975,estimates,male,5yearly,15plus,35.5768003779923
728,1975,estimates,female,5yearly,15_24,5.34961332471931
728,1975,estimates,male,5yearly,15_24,5.45226295296134
728,1975,estimates,female,5yearly,15_49,18.7867226832933
728,1975,estimates,male,5yearly,15_49,19.1230992609147
728,1975,estimates,female,5yearly,15_59,23.5288945636093
728,1975,estimates,male,5yearly,15_59,24.4408576562408
728,1975,estimates,female,5yearly,15_64,26.2549266215323
728,1975,estimates,male,5yearly,15_64,27.1592292543964
728,1975,estimates,female,5yearly,20plus,33.2605728834164
728,1975,estimates,male,5yearly,20plus,32.9715505616428
728,1975,estimates,female,5yearly,20_64,23.5426566101786
728,1975,estimates,male,5yearly,20_64,24.5539794380469
728,1975,estimates,female,5yearly,20_69,26.4667092270699
728,1975,estimates,male,5yearly,20_69,27.2575210465144
728,1975,estimates,female,5yearly,25plus,30.6232295700507
728,1975,estimates,male,5yearly,25plus,30.124537425031
728,1975,estimates,female,5yearly,25_69,23.8293659137043
728,1975,estimates,male,5yearly,25_69,24.4105079099026
728,1975,estimates,female,5yearly,40plus,22.160335488113
728,1975,estimates,male,5yearly,40plus,21.7814611333561
728,1975,estimates,female,5yearly,50plus,17.1861202114768
728,1975,estimates,male,5yearly,50plus,16.4537011170776
728,1975,estimates,female,5yearly,60plus,12.4439483311607
728,1975,estimates,male,5yearly,60plus,11.1359427217515
728,1975,estimates,female,5yearly,65plus,9.71791627323779
728,1975,estimates,male,5yearly,65plus,8.41757112359589
728,1975,estimates,female,5yearly,70plus,6.79386365634641
728,1975,estimates,male,5yearly,70plus,5.71402951512831
728,1975,estimates,female,5yearly,80plus,1.9113953568384
728,1975,estimates,male,5yearly,80plus,1.45333898942242
728,1975,estimates,female,5yearly,90plus,0.1383850238351
728,1975,estimates,male,5yearly,90plus,0.0744948319210355
728,1980,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1980,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1980,estimates,female,5yearly,0_4,53.4802098301146
728,1980,estimates,male,5yearly,0_4,54.9747816382895
728,1980,estimates,female,5yearly,0_14,63.2346975957539
728,1980,estimates,male,5yearly,0_14,63.7622429067513
728,1980,estimates,female,5yearly,0_19,66.063141539075
728,1980,estimates,male,5yearly,0_19,66.5050904307383
728,1980,estimates,female,5yearly,0_24,68.8554908525895
728,1980,estimates,male,5yearly,0_24,69.5540495888378
728,1980,estimates,female,5yearly,5_14,9.75448776563929
728,1980,estimates,male,5yearly,5_14,8.78746126846177
728,1980,estimates,female,5yearly,15plus,36.7653024042461
728,1980,estimates,male,5yearly,15plus,36.2377570932487
728,1980,estimates,female,5yearly,15_24,5.62079325683564
728,1980,estimates,male,5yearly,15_24,5.79180668208655
728,1980,estimates,female,5yearly,15_49,18.8059896459976
728,1980,estimates,male,5yearly,15_49,19.1952568282845
728,1980,estimates,female,5yearly,15_59,23.7286096348598
728,1980,estimates,male,5yearly,15_59,24.6142432309428
728,1980,estimates,female,5yearly,15_64,26.5065210964517
728,1980,estimates,male,5yearly,15_64,27.4241111228873
728,1980,estimates,female,5yearly,20plus,33.936858460925
728,1980,estimates,male,5yearly,20plus,33.4949095692617
728,1980,estimates,female,5yearly,20_64,23.6780771531306
728,1980,estimates,male,5yearly,20_64,24.6812635989002
728,1980,estimates,female,5yearly,20_69,26.6859629703474
728,1980,estimates,male,5yearly,20_69,27.4805329210282
728,1980,estimates,female,5yearly,25plus,31.1445091474105
728,1980,estimates,male,5yearly,25plus,30.4459504111622
728,1980,estimates,female,5yearly,25_69,23.8936136568329
728,1980,estimates,male,5yearly,25_69,24.4315737629287
728,1980,estimates,female,5yearly,40plus,22.9964042873545
728,1980,estimates,male,5yearly,40plus,22.4677211204559
728,1980,estimates,female,5yearly,50plus,17.9593127582485
728,1980,estimates,male,5yearly,50plus,17.0425002649642
728,1980,estimates,female,5yearly,60plus,13.0366927693863
728,1980,estimates,male,5yearly,60plus,11.6235138623059
728,1980,estimates,female,5yearly,65plus,10.2587813077944
728,1980,estimates,male,5yearly,65plus,8.81364597036141
728,1980,estimates,female,5yearly,70plus,7.25089549057758
728,1980,estimates,male,5yearly,70plus,6.01437664823347
728,1980,estimates,female,5yearly,80plus,2.06151899952561
728,1980,estimates,male,5yearly,80plus,1.5277526667872
728,1980,estimates,female,5yearly,90plus,0.155378787357942
728,1980,estimates,male,5yearly,90plus,0.0847885585321604
728,1985,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1985,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1985,estimates,female,5yearly,0_4,52.5520276940136
728,1985,estimates,male,5yearly,0_4,54.1052793124616
728,1985,estimates,female,5yearly,0_14,62.122892185366
728,1985,estimates,male,5yearly,0_14,62.7701043585021
728,1985,estimates,female,5yearly,0_19,64.9926978675069
728,1985,estimates,male,5yearly,0_19,65.5887047268263
728,1985,estimates,female,5yearly,0_24,67.8983380887344
728,1985,estimates,male,5yearly,0_24,68.7995702885206
728,1985,estimates,female,5yearly,5_14,9.57086449135238
728,1985,estimates,male,5yearly,5_14,8.66482504604052
728,1985,estimates,female,5yearly,15plus,37.877107814634
728,1985,estimates,male,5yearly,15plus,37.2298956414979
728,1985,estimates,female,5yearly,15_24,5.77544590336845
728,1985,estimates,male,5yearly,15_24,6.02946593001842
728,1985,estimates,female,5yearly,15_49,18.8056956633447
728,1985,estimates,male,5yearly,15_49,19.3072437077962
728,1985,estimates,female,5yearly,15_59,23.9357818014631
728,1985,estimates,male,5yearly,15_59,24.8674033149171
728,1985,estimates,female,5yearly,15_64,26.8464929480332
728,1985,estimates,male,5yearly,15_64,27.7780847145488
728,1985,estimates,female,5yearly,20plus,35.0073021324931
728,1985,estimates,male,5yearly,20plus,34.4112952731737
728,1985,estimates,female,5yearly,20_64,23.9766872658923
728,1985,estimates,male,5yearly,20_64,24.9594843462247
728,1985,estimates,female,5yearly,20_69,27.1017295236035
728,1985,estimates,male,5yearly,20_69,27.9066912216084
728,1985,estimates,female,5yearly,25plus,32.1016619112656
728,1985,estimates,male,5yearly,25plus,31.2004297114794
728,1985,estimates,female,5yearly,25_69,24.1960893023759
728,1985,estimates,male,5yearly,25_69,24.6958256599141
728,1985,estimates,female,5yearly,40plus,24.0990655974902
728,1985,estimates,male,5yearly,40plus,23.3591160220994
728,1985,estimates,female,5yearly,50plus,19.0714121512894
728,1985,estimates,male,5yearly,50plus,17.9226519337017
728,1985,estimates,female,5yearly,60plus,13.9413260131709
728,1985,estimates,male,5yearly,60plus,12.3624923265807
728,1985,estimates,female,5yearly,65plus,11.0306148666009
728,1985,estimates,male,5yearly,65plus,9.45181092694905
728,1985,estimates,female,5yearly,70plus,7.90557260888967
728,1985,estimates,male,5yearly,70plus,6.50460405156538
728,1985,estimates,female,5yearly,80plus,2.33972495300943
728,1985,estimates,male,5yearly,80plus,1.70718232044199
728,1985,estimates,female,5yearly,90plus,0.183905559086422
728,1985,estimates,male,5yearly,90plus,0.0985267034990792
728,1990,estimates,female,5yearly,"Region, subregion, country or area *",South Sudan
728,1990,estimates,male,5yearly,"Region, subregion, country or area *",South Sudan
728,1990,estimates,female,5yearly,0_4,50.5249399819267
728,1990,estimates,male,5yearly,0_4,52.1667644916519
728,1990,estimates,female,5yearly,0_14,59.9040486505145
728,1990,estimates,male,5yearly,0_14,60.7450728030041
