continent,variant,freq,year,lifeexpectancyat60
905,estimates,5yearly,1950,17.4804888867929
905,estimates,5yearly,1955,17.7303891684639
905,estimates,5yearly,1960,17.9320057145014
905,estimates,5yearly,1965,18.1736692598642
905,estimates,5yearly,1970,18.7501507318503
905,estimates,5yearly,1975,19.742773580281
905,estimates,5yearly,1980,20.2173958045763
905,estimates,5yearly,1985,20.5715255100261
905,estimates,5yearly,1990,21.1396740193539
905,estimates,5yearly,1995,21.4229524097357
905,estimates,5yearly,2000,21.9893939610824
905,estimates,5yearly,2005,22.8999298504599
905,estimates,5yearly,2010,23.4665619016132
905,medium_variant,5yearly,2015,23.9758873188747
905,medium_variant,5yearly,2020,24.5152132035759
905,medium_variant,5yearly,2025,25.0396355638594
905,medium_variant,5yearly,2030,25.5758732955867
905,medium_variant,5yearly,2035,26.1172207958471
905,medium_variant,5yearly,2040,26.6418170803797
905,medium_variant,5yearly,2045,27.1466066810272
905,medium_variant,5yearly,2050,27.6120463569709
905,medium_variant,5yearly,2055,28.0562079218816
905,medium_variant,5yearly,2060,28.4531385179984
905,medium_variant,5yearly,2065,28.8732735726121
905,medium_variant,5yearly,2070,29.2791310496608
905,medium_variant,5yearly,2075,29.6909411640184
905,medium_variant,5yearly,2080,30.102395328553
905,medium_variant,5yearly,2085,30.5047332270931
905,medium_variant,5yearly,2090,30.9231932478863
905,medium_variant,5yearly,2095,31.3286727549805
905,estimates,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,5yearly,Regi,NORTHERN AMERICA
