continent,variant,freq,year,lifeexpectancyat60
904,estimates,5yearly,1950,15.1268942947325
904,estimates,5yearly,1955,15.8323750471506
904,estimates,5yearly,1960,16.3111756034328
904,estimates,5yearly,1965,16.6383044626455
904,estimates,5yearly,1970,17.0010135333001
904,estimates,5yearly,1975,17.2840266490308
904,estimates,5yearly,1980,17.6490910272514
904,estimates,5yearly,1985,18.0196974744971
904,estimates,5yearly,1990,18.6096844199613
904,estimates,5yearly,1995,19.7172034618232
904,estimates,5yearly,2000,20.484314772593
904,estimates,5yearly,2005,21.1070072989072
904,estimates,5yearly,2010,21.8284854432278
904,medium_variant,5yearly,2015,22.3804910044046
904,medium_variant,5yearly,2020,22.8630187895854
904,medium_variant,5yearly,2025,23.3592013925477
904,medium_variant,5yearly,2030,23.8587964694337
904,medium_variant,5yearly,2035,24.3613380051445
904,medium_variant,5yearly,2040,24.8472743151527
904,medium_variant,5yearly,2045,25.3537299615172
904,medium_variant,5yearly,2050,25.865503458296
904,medium_variant,5yearly,2055,26.3443790912007
904,medium_variant,5yearly,2060,26.7880615997479
904,medium_variant,5yearly,2065,27.2100149980896
904,medium_variant,5yearly,2070,27.6212843996157
904,medium_variant,5yearly,2075,28.02474013017
904,medium_variant,5yearly,2080,28.4242574298443
904,medium_variant,5yearly,2085,28.8248084273962
904,medium_variant,5yearly,2090,29.2319330161564
904,medium_variant,5yearly,2095,29.6402052909777
904,estimates,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,medium_variant,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
