continent,variant,freq,year,lifeexpectancyat60
909,estimates,5yearly,1950,16.4683994371679
909,estimates,5yearly,1955,16.9335958511301
909,estimates,5yearly,1960,17.1233402136583
909,estimates,5yearly,1965,17.0829336799223
909,estimates,5yearly,1970,17.5982595102127
909,estimates,5yearly,1975,18.5638118454432
909,estimates,5yearly,1980,19.2766137047883
909,estimates,5yearly,1985,19.8196144192475
909,estimates,5yearly,1990,20.6962644319583
909,estimates,5yearly,1995,21.4820258978592
909,estimates,5yearly,2000,22.4455034598469
909,estimates,5yearly,2005,23.2791959708728
909,estimates,5yearly,2010,23.8846986786247
909,medium_variant,5yearly,2015,24.2754959851699
909,medium_variant,5yearly,2020,24.7762238126899
909,medium_variant,5yearly,2025,25.1795943104904
909,medium_variant,5yearly,2030,25.5367937224465
909,medium_variant,5yearly,2035,25.8441252645186
909,medium_variant,5yearly,2040,26.1426499285833
909,medium_variant,5yearly,2045,26.4485515610822
909,medium_variant,5yearly,2050,26.7745548702746
909,medium_variant,5yearly,2055,27.0819310681621
909,medium_variant,5yearly,2060,27.3422486535943
909,medium_variant,5yearly,2065,27.6129846842329
909,medium_variant,5yearly,2070,27.9256611059404
909,medium_variant,5yearly,2075,28.2366309305419
909,medium_variant,5yearly,2080,28.6166827629423
909,medium_variant,5yearly,2085,28.9894620365922
909,medium_variant,5yearly,2090,29.3761799498917
909,medium_variant,5yearly,2095,29.7812502768751
