continent,variant,freq,year,lifeexpectancyat60
908,estimates,5yearly,1950,16.7886811975974
908,estimates,5yearly,1955,17.2117811640325
908,estimates,5yearly,1960,17.5506898921537
908,estimates,5yearly,1965,17.6832807100994
908,estimates,5yearly,1970,17.946142131391
908,estimates,5yearly,1975,18.2971489416556
908,estimates,5yearly,1980,18.637455426406
908,estimates,5yearly,1985,19.1226612678113
908,estimates,5yearly,1990,19.2561800257538
908,estimates,5yearly,1995,19.5322473124333
908,estimates,5yearly,2000,20.0816365279731
908,estimates,5yearly,2005,21.0811385569709
908,estimates,5yearly,2010,22.0450556084592
908,medium_variant,5yearly,2015,22.5669115739539
908,medium_variant,5yearly,2020,23.1107181441153
908,medium_variant,5yearly,2025,23.6903754631539
908,medium_variant,5yearly,2030,24.2525284271368
908,medium_variant,5yearly,2035,24.7576605140329
908,medium_variant,5yearly,2040,25.2607644664759
908,medium_variant,5yearly,2045,25.7297240697248
908,medium_variant,5yearly,2050,26.171725810788
908,medium_variant,5yearly,2055,26.6685528241208
908,medium_variant,5yearly,2060,27.1851481257932
908,medium_variant,5yearly,2065,27.7044620826963
908,medium_variant,5yearly,2070,28.2161916937698
908,medium_variant,5yearly,2075,28.7471817736822
908,medium_variant,5yearly,2080,29.2524704967618
908,medium_variant,5yearly,2085,29.7259748996867
908,medium_variant,5yearly,2090,30.1894944349461
908,medium_variant,5yearly,2095,30.6576071964127
908,estimates,5yearly,Regi,EUROPE
908,medium_variant,5yearly,Regi,EUROPE
