continent,variant,freq,year,lifeexpectancyat60
935,estimates,5yearly,1950,12.2038480644797
935,estimates,5yearly,1955,12.2913250826942
935,estimates,5yearly,1960,12.8725329366372
935,estimates,5yearly,1965,14.6667737906012
935,estimates,5yearly,1970,15.2781279751564
935,estimates,5yearly,1975,16.0184839950156
935,estimates,5yearly,1980,16.5032598713951
935,estimates,5yearly,1985,16.9371600725109
935,estimates,5yearly,1990,17.382061916738
935,estimates,5yearly,1995,17.9010741712512
935,estimates,5yearly,2000,18.5314451813751
935,estimates,5yearly,2005,19.022489391004
935,estimates,5yearly,2010,19.474516981093
935,medium_variant,5yearly,2015,19.9028239638873
935,medium_variant,5yearly,2020,20.2947250980283
935,medium_variant,5yearly,2025,20.6805474309686
935,medium_variant,5yearly,2030,21.0909679981669
935,medium_variant,5yearly,2035,21.4596358078183
935,medium_variant,5yearly,2040,21.8296717278344
935,medium_variant,5yearly,2045,22.2333063572962
935,medium_variant,5yearly,2050,22.642464143942
935,medium_variant,5yearly,2055,23.0125972225966
935,medium_variant,5yearly,2060,23.3416153515891
935,medium_variant,5yearly,2065,23.6889561770444
935,medium_variant,5yearly,2070,24.0538751643382
935,medium_variant,5yearly,2075,24.4254512194648
935,medium_variant,5yearly,2080,24.8045875947261
935,medium_variant,5yearly,2085,25.2024118602162
935,medium_variant,5yearly,2090,25.6235995648865
935,medium_variant,5yearly,2095,26.0560852932509
