continent,variant,gender,year,population
903,estimates,female,1950,115084.487
903,estimates,male,1950,113585.519
903,estimates,female,1951,117408.998
903,estimates,male,1951,115868.05
903,estimates,female,1952,119847.37
903,estimates,male,1952,118265.726
903,estimates,female,1953,122397.606
903,estimates,male,1953,120780.202
903,estimates,female,1954,125058.742
903,estimates,male,1954,123412.764
903,estimates,female,1955,127830.828
903,estimates,male,1955,126164.255
903,estimates,female,1956,130715.139
903,estimates,male,1956,129035.036
903,estimates,female,1957,133714.03
903,estimates,male,1957,132025.227
903,estimates,female,1958,136830.585
903,estimates,male,1958,135134.603
903,estimates,female,1959,140068.791
903,estimates,male,1959,138362.793
903,estimates,female,1960,143432.159
903,estimates,male,1960,141709.816
903,estimates,female,1961,146923.437
903,estimates,male,1961,145176.687
903,estimates,female,1962,150543.526
903,estimates,male,1962,148765.658
903,estimates,female,1963,154291.223
903,estimates,male,1963,152480.865
903,estimates,female,1964,158164.186
903,estimates,male,1964,156327.178
903,estimates,female,1965,162161.523
903,estimates,male,1965,160309.102
903,estimates,female,1966,166287.462
903,estimates,male,1966,164433.011
903,estimates,female,1967,170546.443
903,estimates,male,1967,168701.505
903,estimates,female,1968,174938.624
903,estimates,male,1968,173111.23
903,estimates,female,1969,179463.566
903,estimates,male,1969,177656.163
903,estimates,female,1970,184123.808
903,estimates,male,1970,182335.104
903,estimates,female,1971,188920.841
903,estimates,male,1971,187146.378
903,estimates,female,1972,193864.15
903,estimates,male,1972,192100.969
903,estimates,female,1973,198973.916
903,estimates,male,1973,197224.996
903,estimates,female,1974,204275.611
903,estimates,male,1974,202552.615
903,estimates,female,1975,209789.182
903,estimates,male,1975,208108.888
903,estimates,female,1976,215521.079
903,estimates,male,1976,213903.622
903,estimates,female,1977,221471.953
903,estimates,male,1977,219932.187
903,estimates,female,1978,227648.107
903,estimates,male,1978,226186.646
903,estimates,female,1979,234054.676
903,estimates,male,1979,232652.562
903,estimates,female,1980,240693.865
903,estimates,male,1980,239318.319
903,estimates,female,1981,247567.446
903,estimates,male,1981,246180.231
903,estimates,female,1982,254671.48
903,estimates,male,1982,253238.989
903,estimates,female,1983,261993.81
903,estimates,male,1983,260491.736
903,estimates,female,1984,269517.606
903,estimates,male,1984,267936.059
903,estimates,female,1985,277228.341
903,estimates,male,1985,275567.926
903,estimates,female,1986,285120.232
903,estimates,male,1986,283385.378
903,estimates,female,1987,293188.39
903,estimates,male,1987,291380.838
903,estimates,female,1988,301419.091
903,estimates,male,1988,299537.611
903,estimates,female,1989,309796.974
903,estimates,male,1989,307834.97
903,estimates,female,1990,318309.736
903,estimates,male,1990,316257.341
903,estimates,female,1991,326958.388
903,estimates,male,1991,324804.72
903,estimates,female,1992,335741.693
903,estimates,male,1992,333479.636
903,estimates,female,1993,344643.389
903,estimates,male,1993,342273.52
903,estimates,female,1994,353643.784
903,estimates,male,1994,351176.958
903,estimates,female,1995,362733.796
903,estimates,male,1995,360188.16
903,estimates,female,1996,371911.645
903,estimates,male,1996,369308.826
903,estimates,female,1997,381196.963
903,estimates,male,1997,378555.917
903,estimates,female,1998,390629.182
903,estimates,male,1998,387963.027
903,estimates,female,1999,400261.831
903,estimates,male,1999,397574.175
903,estimates,female,2000,410139.082
903,estimates,male,2000,407426.911
903,estimates,female,2001,420280.074
903,estimates,male,2001,417540.769
903,estimates,female,2002,430694.402
903,estimates,male,2002,427928.226
903,estimates,female,2003,441405.227
903,estimates,male,2003,438611.67
903,estimates,female,2004,452435.279
903,estimates,male,2004,449613.288
903,estimates,female,2005,463804.118
903,estimates,male,2005,460953.559
903,estimates,female,2006,475519.486
903,estimates,male,2006,472636.6
903,estimates,female,2007,487590.741
903,estimates,male,2007,484675.262
903,estimates,female,2008,500038.277
903,estimates,male,2008,497106.415
903,estimates,female,2009,512884.251
903,estimates,male,2009,509974.367
903,estimates,female,2010,526140.763
903,estimates,male,2010,523305.6
903,estimates,female,2011,539817.265
903,estimates,male,2011,537116.503
903,estimates,female,2012,553899.807
903,estimates,male,2012,551385.439
903,estimates,female,2013,568346.521
903,estimates,male,2013,566051.705
903,estimates,female,2014,583099.167
903,estimates,male,2014,581030.62
903,constant_fertility,female,2015,598112.714
903,constant_fertility,male,2015,596257.147
903,constant_mortality,female,2015,598112.714
903,constant_mortality,male,2015,596257.147
903,estimates,female,2015,598112.714
903,estimates,male,2015,596257.147
903,high_variant,female,2015,598112.714
903,high_variant,male,2015,596257.147
903,instant_replacement,female,2015,598112.714
903,instant_replacement,male,2015,596257.147
903,low_variant,female,2015,598112.714
903,low_variant,male,2015,596257.147
903,medium_variant,female,2015,598112.714
903,medium_variant,male,2015,596257.147
903,momentum,female,2015,598112.714
903,momentum,male,2015,596257.147
903,no_change,female,2015,598112.714
903,no_change,male,2015,596257.147
903,zero_migration,female,2015,598112.714
903,zero_migration,male,2015,596257.147
903,constant_fertility,female,2016,614212.559
903,constant_fertility,male,2016,612564.098
903,constant_mortality,female,2016,612983.431
903,constant_mortality,male,2016,611302.791
903,high_variant,female,2016,614080.437
903,high_variant,male,2016,612429.267
903,instant_replacement,female,2016,607215.837
903,instant_replacement,male,2016,605366.161
903,low_variant,female,2016,612755.74
903,low_variant,male,2016,611060.391
903,medium_variant,female,2016,613371.381
903,medium_variant,male,2016,611709.156
903,momentum,female,2016,607172.088
903,momentum,male,2016,605368.814
903,no_change,female,2016,613779.36
903,no_change,male,2016,612124.163
903,zero_migration,female,2016,613634.547
903,zero_migration,male,2016,612026.385
903,constant_fertility,female,2017,630880.302
903,constant_fertility,male,2017,629443.257
903,constant_mortality,female,2017,627940.313
903,constant_mortality,male,2017,626428.873
903,high_variant,female,2017,630523.914
903,high_variant,male,2017,629078.807
903,instant_replacement,female,2017,614000.942
903,instant_replacement,male,2017,612063.85
903,low_variant,female,2017,627342.471
903,low_variant,male,2017,625792.775
903,medium_variant,female,2017,628876.383
903,medium_variant,male,2017,627391.689
903,momentum,female,2017,613890.488
903,momentum,male,2017,612065.481
903,no_change,female,2017,629881.284
903,no_change,male,2017,628430.597
903,zero_migration,female,2017,629370.683
903,zero_migration,male,2017,628003.84
903,constant_fertility,female,2018,648118.881
903,constant_fertility,male,2018,646897.04
903,constant_mortality,female,2018,642990.281
903,constant_mortality,male,2018,641641.934
903,high_variant,female,2018,647411.359
903,high_variant,male,2018,646172.645
903,instant_replacement,female,2018,619294.114
903,instant_replacement,male,2018,617206.157
903,low_variant,female,2018,641922.111
903,low_variant,male,2018,640504.872
