continent,variant,gender,year,population
935,estimates,female,1950,685198.465
935,estimates,male,1950,718863.095
935,estimates,female,1951,700289.816
935,estimates,male,1951,734244.989
935,estimates,female,1952,714462.781
935,estimates,male,1952,748697.061
935,estimates,female,1953,728165.715
935,estimates,male,1953,762670.033
935,estimates,female,1954,741766.591
935,estimates,male,1954,776536.482
935,estimates,female,1955,755552.816
935,estimates,male,1955,790590.426
935,estimates,female,1956,769728.106
935,estimates,male,1956,805044.531
935,estimates,female,1957,784415.678
935,estimates,male,1957,820033.091
935,estimates,female,1958,799667.5
935,estimates,male,1958,835620.876
935,estimates,female,1959,815479.887
935,estimates,male,1959,851817.695
935,estimates,female,1960,831840.119
935,estimates,male,1960,868622.627
935,estimates,female,1961,848776.248
935,estimates,male,1961,886070.825
935,estimates,female,1962,866400.432
935,estimates,male,1962,904275.228
935,estimates,female,1963,884927.763
935,estimates,male,1963,923443.543
935,estimates,female,1964,904623.459
935,estimates,male,1964,943828.626
935,estimates,female,1965,925647.183
935,estimates,male,1965,965581.531
935,estimates,female,1966,948081.373
935,estimates,male,1966,988780.674
935,estimates,female,1967,971791.332
935,estimates,male,1967,1013294.843
935,estimates,female,1968,996442.35
935,estimates,male,1968,1038795.896
935,estimates,female,1969,1021567.08
935,estimates,male,1969,1064826.312
935,estimates,female,1970,1046801.127
935,estimates,male,1970,1091027.205
935,estimates,female,1971,1072066.008
935,estimates,male,1971,1117319.917
935,estimates,female,1972,1097380.931
935,estimates,male,1972,1143715.91
935,estimates,female,1973,1122604.192
935,estimates,male,1973,1170062.19
935,estimates,female,1974,1147597.223
935,estimates,male,1974,1196205.319
935,estimates,female,1975,1172282.816
935,estimates,male,1975,1222055.189
935,estimates,female,1976,1196570.254
935,estimates,male,1976,1247523.711
935,estimates,female,1977,1220521.267
935,estimates,male,1977,1272670.635
935,estimates,female,1978,1244410.161
935,estimates,male,1978,1297747.607
935,estimates,female,1979,1268622.924
935,estimates,male,1979,1323111.917
935,estimates,female,1980,1293450.759
935,estimates,male,1980,1349038.222
935,estimates,female,1981,1318904.482
935,estimates,male,1981,1375519.102
935,estimates,female,1982,1344925.124
935,estimates,male,1982,1402510.294
935,estimates,female,1983,1371638.1
935,estimates,male,1983,1430192.808
935,estimates,female,1984,1399178.056
935,estimates,male,1984,1458778.326
935,estimates,female,1985,1427589.473
935,estimates,male,1985,1488363.926
935,estimates,female,1986,1456965.045
935,estimates,male,1986,1519058.186
935,estimates,female,1987,1487142.204
935,estimates,male,1987,1550673.415
935,estimates,female,1988,1517589.207
935,estimates,male,1988,1582637.939
935,estimates,female,1989,1547590.788
935,estimates,male,1989,1614177.444
935,estimates,female,1990,1576622.111
935,estimates,male,1990,1644719.649
935,estimates,female,1991,1604480.294
935,estimates,male,1991,1674071.061
935,estimates,female,1992,1631266.978
935,estimates,male,1992,1702337.122
935,estimates,female,1993,1657140.497
935,estimates,male,1993,1729619.341
935,estimates,female,1994,1682390.57
935,estimates,male,1994,1756135.816
935,estimates,female,1995,1707238.288
935,estimates,male,1995,1782067.961
935,estimates,female,1996,1731706.137
935,estimates,male,1996,1807394.88
935,estimates,female,1997,1755734.241
935,estimates,male,1997,1832099.313
935,estimates,female,1998,1779374.32
935,estimates,male,1998,1856384.201
935,estimates,female,1999,1802679.423
935,estimates,male,1999,1880510.379
935,estimates,female,2000,1825698.86
935,estimates,male,2000,1904671.842
935,estimates,female,2001,1848468.63
935,estimates,male,2001,1928956.452
935,estimates,female,2002,1871025.757
935,estimates,male,2002,1953343.802
935,estimates,female,2003,1893419.332
935,estimates,male,2003,1977782.44
935,estimates,female,2004,1915700.424
935,estimates,male,2004,2002170.728
935,estimates,female,2005,1937910.075
935,estimates,male,2005,2026432.638
935,estimates,female,2006,1960054.917
935,estimates,male,2006,2050547.768
935,estimates,female,2007,1982144.05
935,estimates,male,2007,2074540.632
935,estimates,female,2008,2004217.69
935,estimates,male,2008,2098425.976
935,estimates,female,2009,2026320.846
935,estimates,male,2009,2122228.972
935,estimates,female,2010,2048471.965
935,estimates,male,2010,2145953.27
935,estimates,female,2011,2070689.653
935,estimates,male,2011,2169591.371
935,estimates,female,2012,2092927.065
935,estimates,male,2012,2193087.622
935,estimates,female,2013,2115053.307
935,estimates,male,2013,2216337.9
935,estimates,female,2014,2136891.784
935,estimates,male,2014,2239207.863
