continent,variant,gender,year,population
905,estimates,female,1950,86372.507
905,estimates,male,1950,86230.104
905,estimates,female,1951,87707.411
905,estimates,male,1951,87362.203
905,estimates,female,1952,89191.44
905,estimates,male,1952,88682.503
905,estimates,female,1953,90794.621
905,estimates,male,1953,90146.043
905,estimates,female,1954,92488.533
905,estimates,male,1954,91712.718
905,estimates,female,1955,94246.248
905,estimates,male,1955,93347.279
905,estimates,female,1956,96042.348
905,estimates,male,1956,95019.523
905,estimates,female,1957,97852.925
905,estimates,male,1957,96704.133
905,estimates,female,1958,99655.822
905,estimates,male,1958,98380.431
905,estimates,female,1959,101430.962
905,estimates,male,1959,100031.931
905,estimates,female,1960,103161.316
905,estimates,male,1960,101645.238
905,estimates,female,1961,104834.08
905,estimates,male,1961,103208.46
905,estimates,female,1962,106441.489
905,estimates,male,1962,104710.252
905,estimates,female,1963,107981.316
905,estimates,male,1963,106139.202
905,estimates,female,1964,109455.656
905,estimates,male,1964,107485.279
905,estimates,female,1965,110867.67
905,estimates,male,1965,108744.032
905,estimates,female,1966,112215.124
905,estimates,male,1966,109906.74
905,estimates,female,1967,113499.786
905,estimates,male,1967,110980.362
905,estimates,female,1968,114734.967
905,estimates,male,1968,111996.351
905,estimates,female,1969,115938.766
905,estimates,male,1969,112998.247
905,estimates,female,1970,117126.306
905,estimates,male,1970,114018.403
905,estimates,female,1971,118301.052
905,estimates,male,1971,115070.406
905,estimates,female,1972,119465.792
905,estimates,male,1972,116149.321
905,estimates,female,1973,120633.908
905,estimates,male,1973,117246.443
905,estimates,female,1974,121820.737
905,estimates,male,1974,118345.407
905,estimates,female,1975,123036.775
905,estimates,male,1975,119435.177
905,estimates,female,1976,124291.784
905,estimates,male,1976,120515.091
905,estimates,female,1977,125583.431
905,estimates,male,1977,121593.85
905,estimates,female,1978,126895.166
905,estimates,male,1978,122680.65
905,estimates,female,1979,128202.485
905,estimates,male,1979,123787.973
905,estimates,female,1980,129488.788
905,estimates,male,1980,124924.85
905,estimates,female,1981,130747.321
905,estimates,male,1981,126096.758
905,estimates,female,1982,131986.852
905,estimates,male,1982,127301.659
905,estimates,female,1983,133224.786
905,estimates,male,1983,128532.079
905,estimates,female,1984,134486.225
905,estimates,male,1984,129776.44
905,estimates,female,1985,135788.843
905,estimates,male,1985,131027.437
905,estimates,female,1986,137142.062
905,estimates,male,1986,132284.188
905,estimates,female,1987,138539.915
905,estimates,male,1987,133552.981
905,estimates,female,1988,139966.255
905,estimates,male,1988,134842.395
905,estimates,female,1989,141397.133
905,estimates,male,1989,136164.314
905,estimates,female,1990,142817.067
905,estimates,male,1990,137528.369
905,estimates,female,1991,144213.168
905,estimates,male,1991,138929.639
905,estimates,female,1992,145594.918
905,estimates,male,1992,140367.548
905,estimates,female,1993,146995.492
905,estimates,male,1993,141860.195
905,estimates,female,1994,148461.175
905,estimates,male,1994,143431.083
905,estimates,female,1995,150021.289
905,estimates,male,1995,145092.442
905,estimates,female,1996,151693.459
905,estimates,male,1996,146857.212
905,estimates,female,1997,153456.87
905,estimates,male,1997,148708.238
905,estimates,female,1998,155255.827
905,estimates,male,1998,150590.653
905,estimates,female,1999,157012.507
905,estimates,male,1999,152429.739
905,estimates,female,2000,158672.285
905,estimates,male,2000,154172.743
905,estimates,female,2001,160209.722
905,estimates,male,2001,155794.318
905,estimates,female,2002,161644.117
905,estimates,male,2002,157311.021
905,estimates,female,2003,163019.928
905,estimates,male,2003,158763.329
905,estimates,female,2004,164403.897
905,estimates,male,2004,160213.037
905,estimates,female,2005,165842.364
905,estimates,male,2005,161703.447
905,estimates,female,2006,167352.198
905,estimates,male,2006,163248.918
905,estimates,female,2007,168912.298
905,estimates,male,2007,164830.889
905,estimates,female,2008,170485.847
905,estimates,male,2008,166420.504
905,estimates,female,2009,172018.69
905,estimates,male,2009,167974.824
905,estimates,female,2010,173473.003
905,estimates,male,2010,169463.928
905,estimates,female,2011,174837.176
905,estimates,male,2011,170879.212
905,estimates,female,2012,176127.646
905,estimates,male,2012,172234.417
905,estimates,female,2013,177368.739
905,estimates,male,2013,173548.909
905,estimates,female,2014,178597.01
905,estimates,male,2014,174851.546
905,constant_fertility,female,2015,179839.661
905,constant_fertility,male,2015,176163.875
905,constant_mortality,female,2015,179839.661
905,constant_mortality,male,2015,176163.875
905,estimates,female,2015,179839.661
905,estimates,male,2015,176163.875
905,high_variant,female,2015,179839.661
905,high_variant,male,2015,176163.875
905,instant_replacement,female,2015,179839.661
905,instant_replacement,male,2015,176163.875
905,low_variant,female,2015,179839.661
905,low_variant,male,2015,176163.875
905,medium_variant,female,2015,179839.661
905,medium_variant,male,2015,176163.875
905,momentum,female,2015,179839.661
905,momentum,male,2015,176163.875
905,no_change,female,2015,179839.661
905,no_change,male,2015,176163.875
905,zero_migration,female,2015,179839.661
905,zero_migration,male,2015,176163.875
905,constant_fertility,female,2016,181097.187
905,constant_fertility,male,2016,177483.82
905,constant_mortality,female,2016,181043.871
905,constant_mortality,male,2016,177418.591
905,high_variant,female,2016,181270.78
905,high_variant,male,2016,177665.924
905,instant_replacement,female,2016,181274.647
905,instant_replacement,male,2016,177670.99
905,low_variant,female,2016,180903.092
905,low_variant,male,2016,177280.589
905,medium_variant,female,2016,181102.918
905,medium_variant,male,2016,177490.868
905,momentum,female,2016,180856.015
905,momentum,male,2016,177240.369
905,no_change,female,2016,181053.521
905,no_change,male,2016,177428.535
905,zero_migration,female,2016,180529.659
905,zero_migration,male,2016,176918.547
905,constant_fertility,female,2017,182372.65
905,constant_fertility,male,2017,178818.267
905,constant_mortality,female,2017,182263.023
905,constant_mortality,male,2017,178677.456
905,high_variant,female,2017,182794.067
905,high_variant,male,2017,179260.225
905,instant_replacement,female,2017,182795.101
905,instant_replacement,male,2017,179262.781
905,low_variant,female,2017,181927.462
905,low_variant,male,2017,178352.066
905,medium_variant,female,2017,182380.22
905,medium_variant,male,2017,178827.59
905,momentum,female,2017,181779.576
905,momentum,male,2017,178217.486
905,no_change,female,2017,182274.209
905,no_change,male,2017,178688.839
905,zero_migration,female,2017,181224.676
905,zero_migration,male,2017,177674.99
905,constant_fertility,female,2018,183659.696
905,constant_fertility,male,2018,180161.34
905,constant_mortality,female,2018,183489.676
905,constant_mortality,male,2018,179933.638
905,high_variant,female,2018,184391.521
905,high_variant,male,2018,180928.715
905,instant_replacement,female,2018,184377.195
905,instant_replacement,male,2018,180914.853
905,low_variant,female,2018,182916.51
905,low_variant,male,2018,179382.987
905,medium_variant,female,2018,183670.712
905,medium_variant,male,2018,180173.797
905,momentum,female,2018,182633.067
905,momentum,male,2018,179116.779
905,no_change,female,2018,183494.841
905,no_change,male,2018,179938.565
905,zero_migration,female,2018,181918.943
905,zero_migration,male,2018,178427.962
905,constant_fertility,female,2019,184952.959
905,constant_fertility,male,2019,181508.053
905,constant_mortality,female,2019,184717.406
905,constant_mortality,male,2019,181181.249
905,high_variant,female,2019,186048.195
905,high_variant,male,2019,182656.424
905,instant_replacement,female,2019,185982.925
905,instant_replacement,male,2019,182588.943
905,low_variant,female,2019,183872.801
905,low_variant,male,2019,180376.771
905,medium_variant,female,2019,184970.171
905,medium_variant,male,2019,181526.605
905,momentum,female,2019,183448.505
905,momentum,male,2019,179969.459
905,no_change,female,2019,184709.611
905,no_change,male,2019,181172.457
905,zero_migration,female,2019,182607.2
905,zero_migration,male,2019,179172.574
905,constant_fertility,female,2020,186247.936
905,constant_fertility,male,2020,182854.32
905,constant_mortality,female,2020,185940.824
905,constant_mortality,male,2020,182415.392
905,high_variant,female,2020,187752.218
905,high_variant,male,2020,184431.488
905,instant_replacement,female,2020,187583.554
905,instant_replacement,male,2020,184256.097
905,low_variant,female,2020,184797.893
905,low_variant,male,2020,181335.532
905,medium_variant,female,2020,186275.057
905,medium_variant,male,2020,182883.513
905,momentum,female,2020,184249
905,momentum,male,2020,180798.032
905,no_change,female,2020,185913.739
905,no_change,male,2020,182386.254
905,zero_migration,female,2020,183284.709
905,zero_migration,male,2020,179904.393
905,constant_fertility,female,2021,187541.13
905,constant_fertility,male,2021,184196.858
905,constant_mortality,female,2021,187155.613
905,constant_mortality,male,2021,183632.175
905,high_variant,female,2021,189494.867
905,high_variant,male,2021,186245.201
905,instant_replacement,female,2021,189172.329
905,instant_replacement,male,2021,185909.3
905,low_variant,female,2021,185692.06
905,low_variant,male,2021,182260.02
905,medium_variant,female,2021,187585.958
905,medium_variant,male,2021,184245.206
905,momentum,female,2021,185042.235
905,momentum,male,2021,181609.51
905,no_change,female,2021,187103.518
905,no_change,male,2021,183576.693
905,zero_migration,female,2021,183947.198
905,zero_migration,male,2021,180619.364
905,constant_fertility,female,2022,188830.01
905,constant_fertility,male,2022,185533.283
905,constant_mortality,female,2022,188358.478
905,constant_mortality,male,2022,184828.629
905,high_variant,female,2022,191270.572
905,high_variant,male,2022,188091.99
905,instant_replacement,female,2022,190755.385
905,instant_replacement,male,2022,187554.575
905,low_variant,female,2022,186554.554
905,low_variant,male,2022,183149.687
905,medium_variant,female,2022,188903.692
905,medium_variant,male,2022,185612.091
905,momentum,female,2022,185821.423
905,momentum,male,2022,182396.965
905,no_change,female,2022,188276.277
905,no_change,male,2022,184741.476
905,zero_migration,female,2022,184590.937
905,zero_migration,male,2022,181313.824
905,constant_fertility,female,2023,190112.837
905,constant_fertility,male,2023,186861.93
905,constant_mortality,female,2023,189547.054
905,constant_mortality,male,2023,186002.672
905,high_variant,female,2023,193076.326
905,high_variant,male,2023,189968.88
905,instant_replacement,female,2023,192331.632
905,instant_replacement,male,2023,189190.981
905,low_variant,female,2023,187383.647
905,low_variant,male,2023,184002.915
905,medium_variant,female,2023,190224.24
