variant,country,year,oldagedependencyratio2064
estimates,12,1950,7.837
estimates,12,1951,7.825
estimates,12,1952,7.822
estimates,12,1953,7.807
estimates,12,1954,7.751
estimates,12,1955,7.648
estimates,12,1956,7.628
estimates,12,1957,7.555
estimates,12,1958,7.48
estimates,12,1959,7.466
estimates,12,1960,7.541
estimates,12,1961,7.805
estimates,12,1962,8.129
estimates,12,1963,8.461
estimates,12,1964,8.734
estimates,12,1965,8.916
estimates,12,1966,9.063
estimates,12,1967,9.118
estimates,12,1968,9.118
estimates,12,1969,9.105
estimates,12,1970,9.1
estimates,12,1971,9.203
estimates,12,1972,9.289
estimates,12,1973,9.343
estimates,12,1974,9.344
estimates,12,1975,9.292
estimates,12,1976,9.249
estimates,12,1977,9.155
estimates,12,1978,9.033
estimates,12,1979,8.906
estimates,12,1980,8.789
estimates,12,1981,8.737
estimates,12,1982,8.685
estimates,12,1983,8.621
estimates,12,1984,8.53
estimates,12,1985,8.408
estimates,12,1986,8.334
estimates,12,1987,8.238
estimates,12,1988,8.14
estimates,12,1989,8.063
estimates,12,1990,8.019
estimates,12,1991,8.016
estimates,12,1992,8.027
estimates,12,1993,8.049
estimates,12,1994,8.082
estimates,12,1995,8.125
estimates,12,1996,8.241
estimates,12,1997,8.372
estimates,12,1998,8.513
estimates,12,1999,8.655
estimates,12,2000,8.797
estimates,12,2001,8.89
estimates,12,2002,8.975
estimates,12,2003,9.055
estimates,12,2004,9.13
estimates,12,2005,9.205
estimates,12,2006,9.289
estimates,12,2007,9.377
estimates,12,2008,9.473
estimates,12,2009,9.582
estimates,12,2010,9.708
estimates,12,2011,9.741
estimates,12,2012,9.783
estimates,12,2013,9.859
estimates,12,2014,10.008
estimates,12,2015,10.25
medium_variant,12,2015,10.25
medium_variant,12,2016,10.531
medium_variant,12,2017,10.888
medium_variant,12,2018,11.299
medium_variant,12,2019,11.73
medium_variant,12,2020,12.159
medium_variant,12,2021,12.563
medium_variant,12,2022,12.967
medium_variant,12,2023,13.377
medium_variant,12,2024,13.801
medium_variant,12,2025,14.241
medium_variant,12,2026,14.656
medium_variant,12,2027,15.08
medium_variant,12,2028,15.507
medium_variant,12,2029,15.932
medium_variant,12,2030,16.352
medium_variant,12,2031,16.723
medium_variant,12,2032,17.093
medium_variant,12,2033,17.472
medium_variant,12,2034,17.872
medium_variant,12,2035,18.303
medium_variant,12,2036,18.707
medium_variant,12,2037,19.146
medium_variant,12,2038,19.631
medium_variant,12,2039,20.179
medium_variant,12,2040,20.801
medium_variant,12,2041,21.421
medium_variant,12,2042,22.107
medium_variant,12,2043,22.868
medium_variant,12,2044,23.708
medium_variant,12,2045,24.626
medium_variant,12,2046,25.529
medium_variant,12,2047,26.508
medium_variant,12,2048,27.546
medium_variant,12,2049,28.621
medium_variant,12,2050,29.72
medium_variant,12,2051,30.736
medium_variant,12,2052,31.76
medium_variant,12,2053,32.786
medium_variant,12,2054,33.804
medium_variant,12,2055,34.801
medium_variant,12,2056,35.633
medium_variant,12,2057,36.439
medium_variant,12,2058,37.187
medium_variant,12,2059,37.83
medium_variant,12,2060,38.341
medium_variant,12,2061,38.57
medium_variant,12,2062,38.693
medium_variant,12,2063,38.728
medium_variant,12,2064,38.702
medium_variant,12,2065,38.641
medium_variant,12,2066,38.384
medium_variant,12,2067,38.112
medium_variant,12,2068,37.888
medium_variant,12,2069,37.796
medium_variant,12,2070,37.886
medium_variant,12,2071,37.984
medium_variant,12,2072,38.271
medium_variant,12,2073,38.747
medium_variant,12,2074,39.4
medium_variant,12,2075,40.216
medium_variant,12,2076,41.047
medium_variant,12,2077,42.075
medium_variant,12,2078,43.239
medium_variant,12,2079,44.439
medium_variant,12,2080,45.607
medium_variant,12,2081,46.582
medium_variant,12,2082,47.535
medium_variant,12,2083,48.469
medium_variant,12,2084,49.389
medium_variant,12,2085,50.297
medium_variant,12,2086,50.992
medium_variant,12,2087,51.685
medium_variant,12,2088,52.358
medium_variant,12,2089,53.001
medium_variant,12,2090,53.616
medium_variant,12,2091,53.958
medium_variant,12,2092,54.28
medium_variant,12,2093,54.594
medium_variant,12,2094,54.924
medium_variant,12,2095,55.281
medium_variant,12,2096,55.329
medium_variant,12,2097,55.403
medium_variant,12,2098,55.519
medium_variant,12,2099,55.697
medium_variant,12,2100,55.939
high_variant,12,2015,10.2495736076459
low_variant,12,2015,10.2495736076459
constant_fertility,12,2015,10.2495736076459
instant_replacement,12,2015,10.2495736076459
zero_migration,12,2015,10.2495736076459
constant_mortality,12,2015,10.2495736076459
no_change,12,2015,10.2495736076459
high_variant,12,2020,12.1594980231372
low_variant,12,2020,12.1594980231372
constant_fertility,12,2020,12.1594980231372
instant_replacement,12,2020,12.1594980231372
zero_migration,12,2020,12.1435218865678
constant_mortality,12,2020,12.0395024212048
no_change,12,2020,12.0395024212048
high_variant,12,2025,14.240741249575
low_variant,12,2025,14.240741249575
constant_fertility,12,2025,14.240741249575
instant_replacement,12,2025,14.240741249575
zero_migration,12,2025,14.2042758042717
constant_mortality,12,2025,13.924628282313
no_change,12,2025,13.924628282313
high_variant,12,2030,16.3522114251501
low_variant,12,2030,16.3522114251501
constant_fertility,12,2030,16.3522114251501
instant_replacement,12,2030,16.3522114251501
zero_migration,12,2030,16.2944005960849
constant_mortality,12,2030,15.7615139932478
no_change,12,2030,15.7615139932478
high_variant,12,2035,18.3029847153425
low_variant,12,2035,18.3029847153425
constant_fertility,12,2035,18.3029847153425
instant_replacement,12,2035,18.3029847153425
zero_migration,12,2035,18.2261447948024
constant_mortality,12,2035,17.350175864353
no_change,12,2035,17.350175864353
high_variant,12,2040,20.5336527785813
low_variant,12,2040,21.0756883136748
constant_fertility,12,2040,20.4723081558963
instant_replacement,12,2040,21.3479971963955
zero_migration,12,2040,20.7005540654305
constant_mortality,12,2040,19.369779355979
no_change,12,2040,19.0633551736018
high_variant,12,2045,23.8417485467828
low_variant,12,2045,25.4637289335608
constant_fertility,12,2045,23.6411467345103
instant_replacement,12,2045,25.6456088655668
zero_migration,12,2045,24.4882284620238
constant_mortality,12,2045,22.5316830206279
no_change,12,2045,21.630069927669
high_variant,12,2050,28.1035392810574
low_variant,12,2050,31.5341134973994
constant_fertility,12,2050,27.6643357589416
instant_replacement,12,2050,31.1927210143842
zero_migration,12,2050,29.5303552911104
constant_mortality,12,2050,26.6963259342526
no_change,12,2050,24.8476918659072
high_variant,12,2055,32.1251250504658
low_variant,12,2055,37.9598744843083
constant_fertility,12,2055,31.2228432852895
instant_replacement,12,2055,36.6341948805777
zero_migration,12,2055,34.564214636273
constant_mortality,12,2055,30.562204397506
no_change,12,2055,27.4144328906748
high_variant,12,2060,34.4928954800926
low_variant,12,2060,43.1220912858976
constant_fertility,12,2060,32.9470248186673
instant_replacement,12,2060,40.3862782819429
zero_migration,12,2060,38.0942645946266
constant_mortality,12,2060,32.7013038856209
no_change,12,2060,28.0889089846824
high_variant,12,2065,33.8161660251066
low_variant,12,2065,44.9191477492831
constant_fertility,12,2065,31.6660154017428
instant_replacement,12,2065,40.7101143167818
zero_migration,12,2065,38.4428161277883
constant_mortality,12,2065,31.7391159594403
no_change,12,2065,25.9900629594704
high_variant,12,2070,32.1517093662881
low_variant,12,2070,45.7017769694037
constant_fertility,12,2070,29.4711732157805
instant_replacement,12,2070,39.9459480360944
zero_migration,12,2070,37.7491189971294
constant_mortality,12,2070,29.9296586769677
no_change,12,2070,23.2512616400334
high_variant,12,2075,32.8497167179494
low_variant,12,2075,50.874804229972
constant_fertility,12,2075,29.367254991081
instant_replacement,12,2075,42.5117388754151
zero_migration,12,2075,40.0787394621245
constant_mortality,12,2075,31.1350919753854
no_change,12,2075,22.6949425312603
high_variant,12,2080,35.5663842642597
low_variant,12,2080,61.3734475071654
constant_fertility,12,2080,30.8636676243223
instant_replacement,12,2080,48.2941716017768
zero_migration,12,2080,45.4026854160355
constant_mortality,12,2080,35.1980769322139
no_change,12,2080,23.7728232238282
high_variant,12,2085,38.5880494768663
low_variant,12,2085,69.69706593742
constant_fertility,12,2085,32.6078865132701
instant_replacement,12,2085,49.3903477022157
zero_migration,12,2085,50.0305809965439
constant_mortality,12,2085,38.4930555798583
no_change,12,2085,25.0532162457824
high_variant,12,2090,41.0362848501498
low_variant,12,2090,75.0804295603291
constant_fertility,12,2090,33.8518011427852
instant_replacement,12,2090,50.2749268483271
zero_migration,12,2090,53.3216211905227
constant_mortality,12,2090,40.1957096569382
no_change,12,2090,25.6759929292928
high_variant,12,2095,42.4633659822501
low_variant,12,2095,77.2912244344992
constant_fertility,12,2095,34.2473836531592
instant_replacement,12,2095,50.5517033460144
zero_migration,12,2095,55.0005348041149
constant_mortality,12,2095,40.0692114687897
no_change,12,2095,25.3257891033785
high_variant,12,2100,42.8960287684011
low_variant,12,2100,78.3736133127187
constant_fertility,12,2100,34.1564365288477
instant_replacement,12,2100,50.6960258306866
zero_migration,12,2100,55.6938606096583
constant_mortality,12,2100,39.0119346673079
no_change,12,2100,24.5032797934862
