variant,country,year,oldagedependencyratio2064
estimates,192,1950,8.863
estimates,192,1951,8.968
estimates,192,1952,9.095
estimates,192,1953,9.213
estimates,192,1954,9.279
estimates,192,1955,9.275
estimates,192,1956,9.309
estimates,192,1957,9.286
estimates,192,1958,9.239
estimates,192,1959,9.205
estimates,192,1960,9.207
estimates,192,1961,9.334
estimates,192,1962,9.48
estimates,192,1963,9.657
estimates,192,1964,9.888
estimates,192,1965,10.183
estimates,192,1966,10.579
estimates,192,1967,11.025
estimates,192,1968,11.5
estimates,192,1969,11.97
estimates,192,1970,12.416
estimates,192,1971,12.842
estimates,192,1972,13.223
estimates,192,1973,13.575
estimates,192,1974,13.927
estimates,192,1975,14.294
estimates,192,1976,14.687
estimates,192,1977,15.082
estimates,192,1978,15.451
estimates,192,1979,15.746
estimates,192,1980,15.942
estimates,192,1981,16.057
estimates,192,1982,16.084
estimates,192,1983,16.053
estimates,192,1984,16.007
estimates,192,1985,15.973
estimates,192,1986,15.831
estimates,192,1987,15.696
estimates,192,1988,15.57
estimates,192,1989,15.453
estimates,192,1990,15.345
estimates,192,1991,15.243
estimates,192,1992,15.149
estimates,192,1993,15.077
estimates,192,1994,15.042
estimates,192,1995,15.055
estimates,192,1996,15.161
estimates,192,1997,15.311
estimates,192,1998,15.504
estimates,192,1999,15.734
estimates,192,2000,15.997
estimates,192,2001,16.302
estimates,192,2002,16.636
estimates,192,2003,16.989
estimates,192,2004,17.343
estimates,192,2005,17.686
estimates,192,2006,18.109
estimates,192,2007,18.521
estimates,192,2008,18.926
estimates,192,2009,19.334
estimates,192,2010,19.755
estimates,192,2011,20.126
estimates,192,2012,20.5
estimates,192,2013,20.907
estimates,192,2014,21.385
estimates,192,2015,21.955
medium_variant,192,2015,21.955
medium_variant,192,2016,22.609
medium_variant,192,2017,23.38
medium_variant,192,2018,24.216
medium_variant,192,2019,25.028
medium_variant,192,2020,25.77
medium_variant,192,2021,26.4
medium_variant,192,2022,26.953
medium_variant,192,2023,27.552
medium_variant,192,2024,28.383
medium_variant,192,2025,29.566
medium_variant,192,2026,31.027
medium_variant,192,2027,32.84
medium_variant,192,2028,34.927
medium_variant,192,2029,37.131
medium_variant,192,2030,39.342
medium_variant,192,2031,41.474
medium_variant,192,2032,43.593
medium_variant,192,2033,45.72
medium_variant,192,2034,47.906
medium_variant,192,2035,50.18
medium_variant,192,2036,52.391
medium_variant,192,2037,54.682
medium_variant,192,2038,56.92
medium_variant,192,2039,58.891
medium_variant,192,2040,60.459
medium_variant,192,2041,61.43
medium_variant,192,2042,61.969
medium_variant,192,2043,62.233
medium_variant,192,2044,62.451
medium_variant,192,2045,62.754
medium_variant,192,2046,62.879
medium_variant,192,2047,63.099
medium_variant,192,2048,63.412
medium_variant,192,2049,63.873
medium_variant,192,2050,64.565
medium_variant,192,2051,65.249
medium_variant,192,2052,66.157
