country,variant,freq,year,birthper1000population
440,estimates,5yearly,1950,22.99
440,estimates,5yearly,1955,22.449
440,estimates,5yearly,1960,20.262
440,estimates,5yearly,1965,17.845
440,estimates,5yearly,1970,16.814
440,estimates,5yearly,1975,15.498
440,estimates,5yearly,1980,15.573
440,estimates,5yearly,1985,15.813
440,estimates,5yearly,1990,13.522
440,estimates,5yearly,1995,10.586
440,estimates,5yearly,2000,8.949
440,estimates,5yearly,2005,9.685
440,estimates,5yearly,2010,10.44
440,constant_fertility,5yearly,2015,10.145
440,constant_mortality,5yearly,2015,10.6
440,high_variant,5yearly,2015,12.13
440,instant_replacement,5yearly,2015,13.152
440,low_variant,5yearly,2015,9.027
440,medium_variant,5yearly,2015,10.584
440,momentum,5yearly,2015,13.264
440,no_change,5yearly,2015,10.16
440,zero_migration,5yearly,2015,10.647
440,constant_fertility,5yearly,2020,9.808
440,constant_mortality,5yearly,2020,10.783
440,high_variant,5yearly,2020,13.041
440,instant_replacement,5yearly,2020,12.775
440,low_variant,5yearly,2020,8.331
440,medium_variant,5yearly,2020,10.72
440,momentum,5yearly,2020,13.066
440,no_change,5yearly,2020,9.866
440,zero_migration,5yearly,2020,10.881
440,constant_fertility,5yearly,2025,9.042
440,constant_mortality,5yearly,2025,10.302
440,high_variant,5yearly,2025,12.727
440,instant_replacement,5yearly,2025,11.734
440,low_variant,5yearly,2025,7.472
440,medium_variant,5yearly,2025,10.174
440,momentum,5yearly,2025,12.164
440,no_change,5yearly,2025,9.158
440,zero_migration,5yearly,2025,10.395
440,constant_fertility,5yearly,2030,8.463
440,constant_mortality,5yearly,2030,9.627
440,high_variant,5yearly,2030,11.601
440,instant_replacement,5yearly,2030,10.623
440,low_variant,5yearly,2030,7.065
440,medium_variant,5yearly,2030,9.427
440,momentum,5yearly,2030,11.137
440,no_change,5yearly,2030,8.646
440,zero_migration,5yearly,2030,9.66
440,constant_fertility,5yearly,2035,8.459
440,constant_mortality,5yearly,2035,9.576
440,high_variant,5yearly,2035,11.336
440,instant_replacement,5yearly,2035,10.38
440,low_variant,5yearly,2035,7.033
440,medium_variant,5yearly,2035,9.283
440,momentum,5yearly,2035,10.946
440,no_change,5yearly,2035,8.733
