country,variant,freq,year,birthper1000population
380,estimates,5yearly,1950,18.222
380,estimates,5yearly,1955,17.574
380,estimates,5yearly,1960,18.599
380,estimates,5yearly,1965,17.837
380,estimates,5yearly,1970,16.197
380,estimates,5yearly,1975,13.159
380,estimates,5yearly,1980,10.921
380,estimates,5yearly,1985,10.01
380,estimates,5yearly,1990,9.649
380,estimates,5yearly,1995,9.236
380,estimates,5yearly,2000,9.372
380,estimates,5yearly,2005,9.454
380,estimates,5yearly,2010,8.577
380,constant_fertility,5yearly,2015,7.763
380,constant_mortality,5yearly,2015,8.177
380,high_variant,5yearly,2015,9.496
380,instant_replacement,5yearly,2015,11.268
380,low_variant,5yearly,2015,6.815
380,medium_variant,5yearly,2015,8.16
380,momentum,5yearly,2015,11.244
380,no_change,5yearly,2015,7.779
380,zero_migration,5yearly,2015,8.117
380,constant_fertility,5yearly,2020,7.361
380,constant_mortality,5yearly,2020,8.04
380,high_variant,5yearly,2020,9.933
380,instant_replacement,5yearly,2020,10.496
380,low_variant,5yearly,2020,5.984
380,medium_variant,5yearly,2020,7.982
380,momentum,5yearly,2020,10.397
380,no_change,5yearly,2020,7.415
380,zero_migration,5yearly,2020,7.836
380,constant_fertility,5yearly,2025,7.273
380,constant_mortality,5yearly,2025,8.17
380,high_variant,5yearly,2025,10.35
380,instant_replacement,5yearly,2025,10.17
380,low_variant,5yearly,2025,5.647
380,medium_variant,5yearly,2025,8.054
380,momentum,5yearly,2025,10.0
380,no_change,5yearly,2025,7.378
380,zero_migration,5yearly,2025,7.79
380,constant_fertility,5yearly,2030,7.324
380,constant_mortality,5yearly,2030,8.437
380,high_variant,5yearly,2030,10.423
380,instant_replacement,5yearly,2030,10.087
380,low_variant,5yearly,2030,5.913
380,medium_variant,5yearly,2030,8.248
380,momentum,5yearly,2030,9.892
380,no_change,5yearly,2030,7.494
380,zero_migration,5yearly,2030,7.886
380,constant_fertility,5yearly,2035,7.342
380,constant_mortality,5yearly,2035,8.685
380,high_variant,5yearly,2035,10.538
380,instant_replacement,5yearly,2035,10.164
380,low_variant,5yearly,2035,6.108
380,medium_variant,5yearly,2035,8.409
380,momentum,5yearly,2035,10.022
380,no_change,5yearly,2035,7.587
380,zero_migration,5yearly,2035,7.996
380,constant_fertility,5yearly,2040,7.217
380,constant_mortality,5yearly,2040,8.81
380,high_variant,5yearly,2040,10.679
380,instant_replacement,5yearly,2040,10.413
380,low_variant,5yearly,2040,6.089
380,medium_variant,5yearly,2040,8.441
380,momentum,5yearly,2040,10.394
380,no_change,5yearly,2040,7.541
380,zero_migration,5yearly,2040,8.003
380,constant_fertility,5yearly,2045,6.987
380,constant_mortality,5yearly,2045,8.846
380,high_variant,5yearly,2045,10.956
380,instant_replacement,5yearly,2045,10.84
380,low_variant,5yearly,2045,5.827
380,medium_variant,5yearly,2045,8.381
380,momentum,5yearly,2045,10.986
380,no_change,5yearly,2045,7.389
380,zero_migration,5yearly,2045,7.915
380,constant_fertility,5yearly,2050,6.803
380,constant_mortality,5yearly,2050,8.933
380,high_variant,5yearly,2050,11.421
380,instant_replacement,5yearly,2050,11.262
380,low_variant,5yearly,2050,5.482
380,medium_variant,5yearly,2050,8.369
380,momentum,5yearly,2050,11.567
380,no_change,5yearly,2050,7.282
380,zero_migration,5yearly,2050,7.861
380,constant_fertility,5yearly,2055,6.76
380,constant_mortality,5yearly,2055,9.153
380,high_variant,5yearly,2055,11.905
380,instant_replacement,5yearly,2055,11.392
380,low_variant,5yearly,2055,5.289
380,medium_variant,5yearly,2055,8.49
380,momentum,5yearly,2055,11.79
380,no_change,5yearly,2055,7.32
380,zero_migration,5yearly,2055,7.942
380,constant_fertility,5yearly,2060,6.828
380,constant_mortality,5yearly,2060,9.46
380,high_variant,5yearly,2060,12.241
380,instant_replacement,5yearly,2060,11.318
380,low_variant,5yearly,2060,5.336
380,medium_variant,5yearly,2060,8.709
380,momentum,5yearly,2060,11.751
380,no_change,5yearly,2060,7.461
380,zero_migration,5yearly,2060,8.145
380,constant_fertility,5yearly,2065,6.905
380,constant_mortality,5yearly,2065,9.738
380,high_variant,5yearly,2065,12.405
380,instant_replacement,5yearly,2065,11.284
380,low_variant,5yearly,2065,5.511
380,medium_variant,5yearly,2065,8.922
380,momentum,5yearly,2065,11.759
380,no_change,5yearly,2065,7.596
380,zero_migration,5yearly,2065,8.372
380,constant_fertility,5yearly,2070,6.905
380,constant_mortality,5yearly,2070,9.913
380,high_variant,5yearly,2070,12.482
380,instant_replacement,5yearly,2070,11.342
380,low_variant,5yearly,2070,5.655
380,medium_variant,5yearly,2070,9.049
380,momentum,5yearly,2070,11.9
380,no_change,5yearly,2070,7.639
380,zero_migration,5yearly,2070,8.534
380,constant_fertility,5yearly,2075,6.811
380,constant_mortality,5yearly,2075,9.971
380,high_variant,5yearly,2075,12.546
380,instant_replacement,5yearly,2075,11.447
380,low_variant,5yearly,2075,5.664
380,medium_variant,5yearly,2075,9.063
380,momentum,5yearly,2075,12.119
380,no_change,5yearly,2075,7.584
380,zero_migration,5yearly,2075,8.582
380,constant_fertility,5yearly,2080,6.67
380,constant_mortality,5yearly,2080,9.957
380,high_variant,5yearly,2080,12.623
380,instant_replacement,5yearly,2080,11.52
380,low_variant,5yearly,2080,5.546
380,medium_variant,5yearly,2080,9.0
380,momentum,5yearly,2080,12.307
380,no_change,5yearly,2080,7.489
380,zero_migration,5yearly,2080,8.537
