country,variant,freq,year,birthper1000population
474,estimates,5yearly,1950,41.552
474,estimates,5yearly,1955,39.017
474,estimates,5yearly,1960,35.344
474,estimates,5yearly,1965,31.964
474,estimates,5yearly,1970,25.943
474,estimates,5yearly,1975,18.365
474,estimates,5yearly,1980,17.072
474,estimates,5yearly,1985,18.024
474,estimates,5yearly,1990,16.471
474,estimates,5yearly,1995,15.4
474,estimates,5yearly,2000,14.313
474,estimates,5yearly,2005,13.587
474,estimates,5yearly,2010,12.027
474,constant_fertility,5yearly,2015,11.295
474,constant_mortality,5yearly,2015,10.927
474,high_variant,5yearly,2015,12.313
474,instant_replacement,5yearly,2015,11.945
474,low_variant,5yearly,2015,9.494
474,medium_variant,5yearly,2015,10.908
474,momentum,5yearly,2015,12.034
474,no_change,5yearly,2015,11.314
474,zero_migration,5yearly,2015,10.956
474,constant_fertility,5yearly,2020,10.903
474,constant_mortality,5yearly,2020,10.33
474,high_variant,5yearly,2020,12.344
474,instant_replacement,5yearly,2020,11.419
474,low_variant,5yearly,2020,8.138
474,medium_variant,5yearly,2020,10.267
474,momentum,5yearly,2020,11.667
474,no_change,5yearly,2020,10.971
474,zero_migration,5yearly,2020,10.397
474,constant_fertility,5yearly,2025,10.994
474,constant_mortality,5yearly,2025,10.345
474,high_variant,5yearly,2025,12.704
474,instant_replacement,5yearly,2025,11.409
474,low_variant,5yearly,2025,7.598
474,medium_variant,5yearly,2025,10.215
474,momentum,5yearly,2025,11.794
474,no_change,5yearly,2025,11.134
474,zero_migration,5yearly,2025,10.391
474,constant_fertility,5yearly,2030,11.113
474,constant_mortality,5yearly,2030,10.623
474,high_variant,5yearly,2030,12.803
474,instant_replacement,5yearly,2030,11.627
474,low_variant,5yearly,2030,7.814
474,medium_variant,5yearly,2030,10.402
474,momentum,5yearly,2030,12.105
474,no_change,5yearly,2030,11.347
474,zero_migration,5yearly,2030,10.567
474,constant_fertility,5yearly,2035,10.979
474,constant_mortality,5yearly,2035,10.689
474,high_variant,5yearly,2035,12.723
474,instant_replacement,5yearly,2035,11.612
474,low_variant,5yearly,2035,7.812
474,medium_variant,5yearly,2035,10.366
