country,variant,freq,year,birthper1000population
784,estimates,5yearly,1950,49.059
784,estimates,5yearly,1955,48.293
784,estimates,5yearly,1960,45.46
784,estimates,5yearly,1965,41.177
784,estimates,5yearly,1970,33.24
784,estimates,5yearly,1975,29.504
784,estimates,5yearly,1980,30.543
784,estimates,5yearly,1985,28.517
784,estimates,5yearly,1990,22.941
784,estimates,5yearly,1995,17.886
784,estimates,5yearly,2000,15.415
784,estimates,5yearly,2005,12.73
784,estimates,5yearly,2010,10.761
784,constant_fertility,5yearly,2015,9.809
784,constant_mortality,5yearly,2015,9.216
784,high_variant,5yearly,2015,10.514
784,instant_replacement,5yearly,2015,10.979
784,low_variant,5yearly,2015,7.904
784,medium_variant,5yearly,2015,9.213
784,momentum,5yearly,2015,10.069
784,no_change,5yearly,2015,9.811
784,zero_migration,5yearly,2015,8.431
784,constant_fertility,5yearly,2020,9.412
784,constant_mortality,5yearly,2020,8.529
784,high_variant,5yearly,2020,10.461
784,instant_replacement,5yearly,2020,10.482
784,low_variant,5yearly,2020,6.532
784,medium_variant,5yearly,2020,8.519
784,momentum,5yearly,2020,8.122
784,no_change,5yearly,2020,9.423
784,zero_migration,5yearly,2020,6.564
784,constant_fertility,5yearly,2025,9.522
784,constant_mortality,5yearly,2025,8.524
784,high_variant,5yearly,2025,10.894
784,instant_replacement,5yearly,2025,10.613
784,low_variant,5yearly,2025,5.996
784,medium_variant,5yearly,2025,8.499
784,momentum,5yearly,2025,7.672
784,no_change,5yearly,2025,9.55
784,zero_migration,5yearly,2025,6.078
784,constant_fertility,5yearly,2030,9.757
784,constant_mortality,5yearly,2030,8.743
784,high_variant,5yearly,2030,11.083
784,instant_replacement,5yearly,2030,10.905
784,low_variant,5yearly,2030,6.152
784,medium_variant,5yearly,2030,8.691
784,momentum,5yearly,2030,8.172
784,no_change,5yearly,2030,9.815
784,zero_migration,5yearly,2030,6.381
784,constant_fertility,5yearly,2035,9.719
784,constant_mortality,5yearly,2035,8.784
784,high_variant,5yearly,2035,11.14
784,instant_replacement,5yearly,2035,11.007
784,low_variant,5yearly,2035,6.126
784,medium_variant,5yearly,2035,8.693
784,momentum,5yearly,2035,8.774
784,no_change,5yearly,2035,9.819
784,zero_migration,5yearly,2035,6.672
784,constant_fertility,5yearly,2040,9.429
784,constant_mortality,5yearly,2040,8.573
784,high_variant,5yearly,2040,11.078
784,instant_replacement,5yearly,2040,10.936
784,low_variant,5yearly,2040,5.789
784,medium_variant,5yearly,2040,8.433
784,momentum,5yearly,2040,8.98
784,no_change,5yearly,2040,9.582
784,zero_migration,5yearly,2040,6.474
784,constant_fertility,5yearly,2045,9.176
784,constant_mortality,5yearly,2045,8.361
784,high_variant,5yearly,2045,11.105
784,instant_replacement,5yearly,2045,10.847
784,low_variant,5yearly,2045,5.365
784,medium_variant,5yearly,2045,8.162
784,momentum,5yearly,2045,8.831
784,no_change,5yearly,2045,9.392
784,zero_migration,5yearly,2045,5.97
784,constant_fertility,5yearly,2050,9.093
784,constant_mortality,5yearly,2050,8.343
784,high_variant,5yearly,2050,11.272
784,instant_replacement,5yearly,2050,10.814
784,low_variant,5yearly,2050,5.107
784,medium_variant,5yearly,2050,8.074
784,momentum,5yearly,2050,8.801
784,no_change,5yearly,2050,9.384
784,zero_migration,5yearly,2050,5.668
784,constant_fertility,5yearly,2055,9.108
784,constant_mortality,5yearly,2055,8.474
784,high_variant,5yearly,2055,11.468
784,instant_replacement,5yearly,2055,10.86
784,low_variant,5yearly,2055,5.029
784,medium_variant,5yearly,2055,8.124
784,momentum,5yearly,2055,9.342
784,no_change,5yearly,2055,9.483
784,zero_migration,5yearly,2055,5.821
784,constant_fertility,5yearly,2060,9.106
784,constant_mortality,5yearly,2060,8.664
784,high_variant,5yearly,2060,11.633
784,instant_replacement,5yearly,2060,10.933
784,low_variant,5yearly,2060,5.061
784,medium_variant,5yearly,2060,8.227
784,momentum,5yearly,2060,10.398
784,no_change,5yearly,2060,9.566
784,zero_migration,5yearly,2060,6.348
784,constant_fertility,5yearly,2065,9.036
784,constant_mortality,5yearly,2065,8.806
784,high_variant,5yearly,2065,11.737
784,instant_replacement,5yearly,2065,10.977
784,low_variant,5yearly,2065,5.081
784,medium_variant,5yearly,2065,8.28
784,momentum,5yearly,2065,11.551
784,no_change,5yearly,2065,9.578
784,zero_migration,5yearly,2065,6.966
784,constant_fertility,5yearly,2070,8.936
784,constant_mortality,5yearly,2070,8.909
784,high_variant,5yearly,2070,11.836
784,instant_replacement,5yearly,2070,10.974
784,low_variant,5yearly,2070,5.064
784,medium_variant,5yearly,2070,8.293
784,momentum,5yearly,2070,12.348
784,no_change,5yearly,2070,9.56
784,zero_migration,5yearly,2070,7.471
784,constant_fertility,5yearly,2075,8.866
784,constant_mortality,5yearly,2075,8.985
784,high_variant,5yearly,2075,11.928
784,instant_replacement,5yearly,2075,10.953
784,low_variant,5yearly,2075,5.005
784,medium_variant,5yearly,2075,8.276
784,momentum,5yearly,2075,12.64
784,no_change,5yearly,2075,9.577
784,zero_migration,5yearly,2075,7.782
784,constant_fertility,5yearly,2080,8.843
784,constant_mortality,5yearly,2080,9.119
784,high_variant,5yearly,2080,12.06
784,instant_replacement,5yearly,2080,10.942
784,low_variant,5yearly,2080,4.983
784,medium_variant,5yearly,2080,8.31
784,momentum,5yearly,2080,12.649
784,no_change,5yearly,2080,9.644
784,zero_migration,5yearly,2080,8.025
784,constant_fertility,5yearly,2085,8.836
784,constant_mortality,5yearly,2085,9.293
784,high_variant,5yearly,2085,12.191
784,instant_replacement,5yearly,2085,10.954
784,low_variant,5yearly,2085,5.006
784,medium_variant,5yearly,2085,8.386
784,momentum,5yearly,2085,12.692
784,no_change,5yearly,2085,9.726
784,zero_migration,5yearly,2085,8.284
784,constant_fertility,5yearly,2090,8.814
784,constant_mortality,5yearly,2090,9.481
784,high_variant,5yearly,2090,12.298
784,instant_replacement,5yearly,2090,10.973
784,low_variant,5yearly,2090,5.067
784,medium_variant,5yearly,2090,8.48
784,momentum,5yearly,2090,12.874
784,no_change,5yearly,2090,9.783
784,zero_migration,5yearly,2090,8.561
784,constant_fertility,5yearly,2095,8.772
784,constant_mortality,5yearly,2095,9.642
784,high_variant,5yearly,2095,12.372
784,instant_replacement,5yearly,2095,10.977
784,low_variant,5yearly,2095,5.141
784,medium_variant,5yearly,2095,8.563
784,momentum,5yearly,2095,13.075
784,no_change,5yearly,2095,9.809
784,zero_migration,5yearly,2095,8.781
