country,variant,freq,year,birthper1000population
516,estimates,5yearly,1950,43.373
516,estimates,5yearly,1955,42.712
516,estimates,5yearly,1960,42.31
516,estimates,5yearly,1965,42.426
516,estimates,5yearly,1970,44.229
516,estimates,5yearly,1975,43.828
516,estimates,5yearly,1980,41.273
516,estimates,5yearly,1985,39.221
516,estimates,5yearly,1990,36.895
516,estimates,5yearly,1995,33.262
516,estimates,5yearly,2000,30.522
516,estimates,5yearly,2005,29.531
516,estimates,5yearly,2010,30.351
516,constant_fertility,5yearly,2015,30.468
516,constant_mortality,5yearly,2015,28.392
516,high_variant,5yearly,2015,30.367
516,instant_replacement,5yearly,2015,19.052
516,low_variant,5yearly,2015,26.375
516,medium_variant,5yearly,2015,28.381
516,momentum,5yearly,2015,19.449
516,no_change,5yearly,2015,30.478
516,zero_migration,5yearly,2015,28.382
516,constant_fertility,5yearly,2020,29.774
516,constant_mortality,5yearly,2020,26.326
516,high_variant,5yearly,2020,29.136
516,instant_replacement,5yearly,2020,19.545
516,low_variant,5yearly,2020,23.234
516,medium_variant,5yearly,2020,26.237
516,momentum,5yearly,2020,20.125
516,no_change,5yearly,2020,29.864
516,zero_migration,5yearly,2020,26.238
516,constant_fertility,5yearly,2025,28.722
516,constant_mortality,5yearly,2025,24.445
516,high_variant,5yearly,2025,27.475
516,instant_replacement,5yearly,2025,19.648
516,low_variant,5yearly,2025,20.705
516,medium_variant,5yearly,2025,24.204
516,momentum,5yearly,2025,20.459
516,no_change,5yearly,2025,28.979
516,zero_migration,5yearly,2025,24.2
516,constant_fertility,5yearly,2030,27.857
516,constant_mortality,5yearly,2030,22.952
516,high_variant,5yearly,2030,25.522
516,instant_replacement,5yearly,2030,19.27
516,low_variant,5yearly,2030,19.278
516,medium_variant,5yearly,2030,22.539
516,momentum,5yearly,2030,20.297
516,no_change,5yearly,2030,28.314
516,zero_migration,5yearly,2030,22.527
516,constant_fertility,5yearly,2035,27.379
516,constant_mortality,5yearly,2035,21.789
516,high_variant,5yearly,2035,24.269
516,instant_replacement,5yearly,2035,18.139
