country,variant,freq,year,birthper1000population
702,estimates,5yearly,1950,46.398
702,estimates,5yearly,1955,42.312
702,estimates,5yearly,1960,33.444
702,estimates,5yearly,1965,25.264
702,estimates,5yearly,1970,22.084
702,estimates,5yearly,1975,16.942
702,estimates,5yearly,1980,17.001
702,estimates,5yearly,1985,17.772
702,estimates,5yearly,1990,17.592
702,estimates,5yearly,1995,14.293
702,estimates,5yearly,2000,11.263
702,estimates,5yearly,2005,10.09
702,estimates,5yearly,2010,9.291
702,constant_fertility,5yearly,2015,8.49
702,constant_mortality,5yearly,2015,8.692
702,high_variant,5yearly,2015,10.361
702,instant_replacement,5yearly,2015,14.167
702,low_variant,5yearly,2015,6.989
702,medium_variant,5yearly,2015,8.682
702,momentum,5yearly,2015,14.162
702,no_change,5yearly,2015,8.5
702,zero_migration,5yearly,2015,8.664
702,constant_fertility,5yearly,2020,7.963
702,constant_mortality,5yearly,2020,8.32
702,high_variant,5yearly,2020,10.708
702,instant_replacement,5yearly,2020,12.933
702,low_variant,5yearly,2020,5.786
702,medium_variant,5yearly,2020,8.283
702,momentum,5yearly,2020,12.895
702,no_change,5yearly,2020,7.999
702,zero_migration,5yearly,2020,8.221
702,constant_fertility,5yearly,2025,7.524
702,constant_mortality,5yearly,2025,8.022
702,high_variant,5yearly,2025,10.687
702,instant_replacement,5yearly,2025,11.932
702,low_variant,5yearly,2025,5.039
702,medium_variant,5yearly,2025,7.942
702,momentum,5yearly,2025,11.898
702,no_change,5yearly,2025,7.6
702,zero_migration,5yearly,2025,7.846
702,constant_fertility,5yearly,2030,7.03
702,constant_mortality,5yearly,2030,7.646
702,high_variant,5yearly,2030,9.946
702,instant_replacement,5yearly,2030,10.947
702,low_variant,5yearly,2030,4.871
702,medium_variant,5yearly,2030,7.512
702,momentum,5yearly,2030,10.88
702,no_change,5yearly,2030,7.157
702,zero_migration,5yearly,2030,7.346
702,constant_fertility,5yearly,2035,6.561
702,constant_mortality,5yearly,2035,7.288
702,high_variant,5yearly,2035,9.303
702,instant_replacement,5yearly,2035,10.23
702,low_variant,5yearly,2035,4.662
702,medium_variant,5yearly,2035,7.088
702,momentum,5yearly,2035,10.134
702,no_change,5yearly,2035,6.747
702,zero_migration,5yearly,2035,6.831
702,constant_fertility,5yearly,2040,6.206
702,constant_mortality,5yearly,2040,7.049
702,high_variant,5yearly,2040,9.034
702,instant_replacement,5yearly,2040,10.319
702,low_variant,5yearly,2040,4.401
702,medium_variant,5yearly,2040,6.777
702,momentum,5yearly,2040,10.319
702,no_change,5yearly,2040,6.458
702,zero_migration,5yearly,2040,6.424
702,constant_fertility,5yearly,2045,5.96
702,constant_mortality,5yearly,2045,6.961
702,high_variant,5yearly,2045,9.249
702,instant_replacement,5yearly,2045,11.174
702,low_variant,5yearly,2045,4.059
702,medium_variant,5yearly,2045,6.609
702,momentum,5yearly,2045,11.462
702,no_change,5yearly,2045,6.282
702,zero_migration,5yearly,2045,6.175
702,constant_fertility,5yearly,2050,5.8
702,constant_mortality,5yearly,2050,6.985
702,high_variant,5yearly,2050,9.678
702,instant_replacement,5yearly,2050,11.797
702,low_variant,5yearly,2050,3.716
702,medium_variant,5yearly,2050,6.55
702,momentum,5yearly,2050,12.387
702,no_change,5yearly,2050,6.193
702,zero_migration,5yearly,2050,6.081
702,constant_fertility,5yearly,2055,5.695
702,constant_mortality,5yearly,2055,7.06
702,high_variant,5yearly,2055,9.947
702,instant_replacement,5yearly,2055,11.667
702,low_variant,5yearly,2055,3.504
702,medium_variant,5yearly,2055,6.541
702,momentum,5yearly,2055,12.367
702,no_change,5yearly,2055,6.159
702,zero_migration,5yearly,2055,6.077
702,constant_fertility,5yearly,2060,5.604
702,constant_mortality,5yearly,2060,7.119
702,high_variant,5yearly,2060,9.916
702,instant_replacement,5yearly,2060,11.2
702,low_variant,5yearly,2060,3.443
702,medium_variant,5yearly,2060,6.521
702,momentum,5yearly,2060,11.857
702,no_change,5yearly,2060,6.135
702,zero_migration,5yearly,2060,6.053
702,constant_fertility,5yearly,2065,5.499
702,constant_mortality,5yearly,2065,7.143
702,high_variant,5yearly,2065,9.73
702,instant_replacement,5yearly,2065,10.844
702,low_variant,5yearly,2065,3.457
702,medium_variant,5yearly,2065,6.473
702,momentum,5yearly,2065,11.451
702,no_change,5yearly,2065,6.091
702,zero_migration,5yearly,2065,5.974
702,constant_fertility,5yearly,2070,5.392
702,constant_mortality,5yearly,2070,7.149
702,high_variant,5yearly,2070,9.612
702,instant_replacement,5yearly,2070,10.828
702,low_variant,5yearly,2070,3.456
702,medium_variant,5yearly,2070,6.413
702,momentum,5yearly,2070,11.502
702,no_change,5yearly,2070,6.041
702,zero_migration,5yearly,2070,5.873
702,constant_fertility,5yearly,2075,5.3
702,constant_mortality,5yearly,2075,7.19
702,high_variant,5yearly,2075,9.696
702,instant_replacement,5yearly,2075,11.129
702,low_variant,5yearly,2075,3.418
702,medium_variant,5yearly,2075,6.385
702,momentum,5yearly,2075,12.017
702,no_change,5yearly,2075,6.007
702,zero_migration,5yearly,2075,5.816
702,constant_fertility,5yearly,2080,5.228
702,constant_mortality,5yearly,2080,7.243
702,high_variant,5yearly,2080,9.887
702,instant_replacement,5yearly,2080,11.439
702,low_variant,5yearly,2080,3.335
702,medium_variant,5yearly,2080,6.37
702,momentum,5yearly,2080,12.566
702,no_change,5yearly,2080,5.994
702,zero_migration,5yearly,2080,5.803
702,constant_fertility,5yearly,2085,5.171
702,constant_mortality,5yearly,2085,7.315
702,high_variant,5yearly,2085,10.043
702,instant_replacement,5yearly,2085,11.46
702,low_variant,5yearly,2085,3.269
702,medium_variant,5yearly,2085,6.372
702,momentum,5yearly,2085,12.691
702,no_change,5yearly,2085,5.997
702,zero_migration,5yearly,2085,5.835
702,constant_fertility,5yearly,2090,5.117
702,constant_mortality,5yearly,2090,7.38
702,high_variant,5yearly,2090,10.051
702,instant_replacement,5yearly,2090,11.196
702,low_variant,5yearly,2090,3.25
702,medium_variant,5yearly,2090,6.372
702,momentum,5yearly,2090,12.373
702,no_change,5yearly,2090,5.999
702,zero_migration,5yearly,2090,5.871
702,constant_fertility,5yearly,2095,5.057
702,constant_mortality,5yearly,2095,7.415
702,high_variant,5yearly,2095,9.926
702,instant_replacement,5yearly,2095,10.87
702,low_variant,5yearly,2095,3.27
702,medium_variant,5yearly,2095,6.35
702,momentum,5yearly,2095,11.959
702,no_change,5yearly,2095,5.99
702,zero_migration,5yearly,2095,5.872
702,constant_fertility,5yearly,Regi,Singapore
702,constant_mortality,5yearly,Regi,Singapore
702,estimates,5yearly,Regi,Singapore
702,high_variant,5yearly,Regi,Singapore
702,instant_replacement,5yearly,Regi,Singapore
702,low_variant,5yearly,Regi,Singapore
702,medium_variant,5yearly,Regi,Singapore
702,momentum,5yearly,Regi,Singapore
702,no_change,5yearly,Regi,Singapore
702,zero_migration,5yearly,Regi,Singapore
