country,variant,freq,year,birthper1000population
458,estimates,5yearly,1950,43.434
458,estimates,5yearly,1955,42.797
458,estimates,5yearly,1960,41.751
458,estimates,5yearly,1965,35.617
458,estimates,5yearly,1970,32.791
458,estimates,5yearly,1975,31.443
458,estimates,5yearly,1980,31.057
458,estimates,5yearly,1985,28.908
458,estimates,5yearly,1990,27.189
458,estimates,5yearly,1995,24.648
458,estimates,5yearly,2000,19.414
458,estimates,5yearly,2005,17.628
458,estimates,5yearly,2010,17.163
458,constant_fertility,5yearly,2015,17.78
458,constant_mortality,5yearly,2015,16.987
458,high_variant,5yearly,2015,18.987
458,instant_replacement,5yearly,2015,17.618
458,low_variant,5yearly,2015,14.943
458,medium_variant,5yearly,2015,16.976
458,momentum,5yearly,2015,17.619
458,no_change,5yearly,2015,17.792
458,zero_migration,5yearly,2015,16.934
458,constant_fertility,5yearly,2020,17.537
458,constant_mortality,5yearly,2020,16.253
458,high_variant,5yearly,2020,19.223
458,instant_replacement,5yearly,2020,17.433
458,low_variant,5yearly,2020,13.086
458,medium_variant,5yearly,2020,16.21
458,momentum,5yearly,2020,17.406
458,no_change,5yearly,2020,17.583
458,zero_migration,5yearly,2020,16.095
458,constant_fertility,5yearly,2025,16.403
458,constant_mortality,5yearly,2025,14.911
458,high_variant,5yearly,2025,18.164
458,instant_replacement,5yearly,2025,16.358
458,low_variant,5yearly,2025,11.24
458,medium_variant,5yearly,2025,14.823
458,momentum,5yearly,2025,16.318
458,no_change,5yearly,2025,16.499
458,zero_migration,5yearly,2025,14.644
458,constant_fertility,5yearly,2030,15.002
458,constant_mortality,5yearly,2030,13.427
458,high_variant,5yearly,2030,16.145
458,instant_replacement,5yearly,2030,14.94
458,low_variant,5yearly,2030,10.131
458,medium_variant,5yearly,2030,13.286
458,momentum,5yearly,2030,14.92
458,no_change,5yearly,2030,15.158
458,zero_migration,5yearly,2030,13.074
458,constant_fertility,5yearly,2035,13.967
458,constant_mortality,5yearly,2035,12.336
458,high_variant,5yearly,2035,14.722
458,instant_replacement,5yearly,2035,13.822
458,low_variant,5yearly,2035,9.253
458,medium_variant,5yearly,2035,12.136
458,momentum,5yearly,2035,13.878
458,no_change,5yearly,2035,14.191
458,zero_migration,5yearly,2035,11.93
458,constant_fertility,5yearly,2040,13.564
458,constant_mortality,5yearly,2040,11.832
458,high_variant,5yearly,2040,14.244
458,instant_replacement,5yearly,2040,13.34
458,low_variant,5yearly,2040,8.655
458,medium_variant,5yearly,2040,11.557
458,momentum,5yearly,2040,13.52
458,no_change,5yearly,2040,13.873
458,zero_migration,5yearly,2040,11.377
458,constant_fertility,5yearly,2045,13.596
458,constant_mortality,5yearly,2045,11.75
458,high_variant,5yearly,2045,14.557
458,instant_replacement,5yearly,2045,13.367
458,low_variant,5yearly,2045,8.153
458,medium_variant,5yearly,2045,11.385
458,momentum,5yearly,2045,13.688
458,no_change,5yearly,2045,14.009
458,zero_migration,5yearly,2045,11.213
458,constant_fertility,5yearly,2050,13.626
458,constant_mortality,5yearly,2050,11.71
458,high_variant,5yearly,2050,14.956
458,instant_replacement,5yearly,2050,13.46
458,low_variant,5yearly,2050,7.599
458,medium_variant,5yearly,2050,11.239
458,momentum,5yearly,2050,13.915
458,no_change,5yearly,2050,14.16
458,zero_migration,5yearly,2050,11.05
458,constant_fertility,5yearly,2055,13.384
458,constant_mortality,5yearly,2055,11.475
458,high_variant,5yearly,2055,14.835
458,instant_replacement,5yearly,2055,13.266
458,low_variant,5yearly,2055,7.046
458,medium_variant,5yearly,2055,10.892
458,momentum,5yearly,2055,13.836
458,no_change,5yearly,2055,14.042
458,zero_migration,5yearly,2055,10.673
458,constant_fertility,5yearly,2060,12.935
458,constant_mortality,5yearly,2060,11.094
458,high_variant,5yearly,2060,14.221
458,instant_replacement,5yearly,2060,12.796
458,low_variant,5yearly,2060,6.61
458,medium_variant,5yearly,2060,10.399
458,momentum,5yearly,2060,13.471
458,no_change,5yearly,2060,13.716
458,zero_migration,5yearly,2060,10.152
458,constant_fertility,5yearly,2065,12.524
458,constant_mortality,5yearly,2065,10.763
458,high_variant,5yearly,2065,13.563
458,instant_replacement,5yearly,2065,12.316
458,low_variant,5yearly,2065,6.317
458,medium_variant,5yearly,2065,9.95
458,momentum,5yearly,2065,13.113
458,no_change,5yearly,2065,13.432
458,zero_migration,5yearly,2065,9.695
458,constant_fertility,5yearly,2070,12.335
458,constant_mortality,5yearly,2070,10.639
458,high_variant,5yearly,2070,13.264
458,instant_replacement,5yearly,2070,12.065
458,low_variant,5yearly,2070,6.136
458,medium_variant,5yearly,2070,9.701
458,momentum,5yearly,2070,13.018
458,no_change,5yearly,2070,13.372
458,zero_migration,5yearly,2070,9.458
458,constant_fertility,5yearly,2075,12.356
458,constant_mortality,5yearly,2075,10.738
458,high_variant,5yearly,2075,13.397
458,instant_replacement,5yearly,2075,12.079
458,low_variant,5yearly,2075,6.025
458,medium_variant,5yearly,2075,9.67
