country,variant,freq,year,birthper1000population
554,estimates,5yearly,1950,25.559
554,estimates,5yearly,1955,26.389
554,estimates,5yearly,1960,24.666
554,estimates,5yearly,1965,22.718
554,estimates,5yearly,1970,21.006
554,estimates,5yearly,1975,16.993
554,estimates,5yearly,1980,15.843
554,estimates,5yearly,1985,16.581
554,estimates,5yearly,1990,16.566
554,estimates,5yearly,1995,14.926
554,estimates,5yearly,2000,14.183
554,estimates,5yearly,2005,14.936
554,estimates,5yearly,2010,13.701
554,constant_fertility,5yearly,2015,13.518
554,constant_mortality,5yearly,2015,13.124
554,high_variant,5yearly,2015,14.71
554,instant_replacement,5yearly,2015,13.765
554,low_variant,5yearly,2015,11.498
554,medium_variant,5yearly,2015,13.111
554,momentum,5yearly,2015,13.687
554,no_change,5yearly,2015,13.532
554,zero_migration,5yearly,2015,13.011
554,constant_fertility,5yearly,2020,13.342
554,constant_mortality,5yearly,2020,12.718
554,high_variant,5yearly,2020,15.082
554,instant_replacement,5yearly,2020,13.572
554,low_variant,5yearly,2020,10.184
554,medium_variant,5yearly,2020,12.669
554,momentum,5yearly,2020,13.378
554,no_change,5yearly,2020,13.394
554,zero_migration,5yearly,2020,12.416
554,constant_fertility,5yearly,2025,12.964
554,constant_mortality,5yearly,2025,12.231
554,high_variant,5yearly,2025,14.923
554,instant_replacement,5yearly,2025,13.188
554,low_variant,5yearly,2025,9.172
554,medium_variant,5yearly,2025,12.129
554,momentum,5yearly,2025,12.956
554,no_change,5yearly,2025,13.072
554,zero_migration,5yearly,2025,11.785
554,constant_fertility,5yearly,2030,12.542
554,constant_mortality,5yearly,2030,11.752
554,high_variant,5yearly,2030,14.132
554,instant_replacement,5yearly,2030,12.737
554,low_variant,5yearly,2030,8.822
554,medium_variant,5yearly,2030,11.585
554,momentum,5yearly,2030,12.52
554,no_change,5yearly,2030,12.722
554,zero_migration,5yearly,2030,11.186
554,constant_fertility,5yearly,2035,12.285
554,constant_mortality,5yearly,2035,11.466
554,high_variant,5yearly,2035,13.688
554,instant_replacement,5yearly,2035,12.453
554,low_variant,5yearly,2035,8.541
554,medium_variant,5yearly,2035,11.223
554,momentum,5yearly,2035,12.296
554,no_change,5yearly,2035,12.547
554,zero_migration,5yearly,2035,10.794
554,constant_fertility,5yearly,2040,12.199
554,constant_mortality,5yearly,2040,11.342
554,high_variant,5yearly,2040,13.649
554,instant_replacement,5yearly,2040,12.379
554,low_variant,5yearly,2040,8.242
554,medium_variant,5yearly,2040,11.02
554,momentum,5yearly,2040,12.306
554,no_change,5yearly,2040,12.548
554,zero_migration,5yearly,2040,10.571
554,constant_fertility,5yearly,2045,12.164
554,constant_mortality,5yearly,2045,11.24
554,high_variant,5yearly,2045,13.863
554,instant_replacement,5yearly,2045,12.387
554,low_variant,5yearly,2045,7.798
554,medium_variant,5yearly,2045,10.842
554,momentum,5yearly,2045,12.394
554,no_change,5yearly,2045,12.597
554,zero_migration,5yearly,2045,10.361
554,constant_fertility,5yearly,2050,12.117
554,constant_mortality,5yearly,2050,11.139
554,high_variant,5yearly,2050,14.13
554,instant_replacement,5yearly,2050,12.383
554,low_variant,5yearly,2050,7.303
554,medium_variant,5yearly,2050,10.673
554,momentum,5yearly,2050,12.454
554,no_change,5yearly,2050,12.626
554,zero_migration,5yearly,2050,10.147
554,constant_fertility,5yearly,2055,12.024
554,constant_mortality,5yearly,2055,11.002
554,high_variant,5yearly,2055,14.163
554,instant_replacement,5yearly,2055,12.299
554,low_variant,5yearly,2055,6.899
554,medium_variant,5yearly,2055,10.476
554,momentum,5yearly,2055,12.426
554,no_change,5yearly,2055,12.599
554,zero_migration,5yearly,2055,9.918
554,constant_fertility,5yearly,2060,11.888
554,constant_mortality,5yearly,2060,10.857
554,high_variant,5yearly,2060,13.948
554,instant_replacement,5yearly,2060,12.137
554,low_variant,5yearly,2060,6.664
554,medium_variant,5yearly,2060,10.276
554,momentum,5yearly,2060,12.328
554,no_change,5yearly,2060,12.522
554,zero_migration,5yearly,2060,9.705
554,constant_fertility,5yearly,2065,11.751
554,constant_mortality,5yearly,2065,10.742
554,high_variant,5yearly,2065,13.677
554,instant_replacement,5yearly,2065,11.968
554,low_variant,5yearly,2065,6.541
554,medium_variant,5yearly,2065,10.1
554,momentum,5yearly,2065,12.244
554,no_change,5yearly,2065,12.447
554,zero_migration,5yearly,2065,9.534
554,constant_fertility,5yearly,2070,11.644
554,constant_mortality,5yearly,2070,10.673
554,high_variant,5yearly,2070,13.528
554,instant_replacement,5yearly,2070,11.849
554,low_variant,5yearly,2070,6.426
554,medium_variant,5yearly,2070,9.959
554,momentum,5yearly,2070,12.236
554,no_change,5yearly,2070,12.414
554,zero_migration,5yearly,2070,9.408
554,constant_fertility,5yearly,2075,11.565
554,constant_mortality,5yearly,2075,10.63
554,high_variant,5yearly,2075,13.519
554,instant_replacement,5yearly,2075,11.78
554,low_variant,5yearly,2075,6.261
554,medium_variant,5yearly,2075,9.836
554,momentum,5yearly,2075,12.291
