country,variant,freq,year,birthper1000population
242,estimates,5yearly,1950,46.479
242,estimates,5yearly,1955,47.384
242,estimates,5yearly,1960,42.295
242,estimates,5yearly,1965,35.83
242,estimates,5yearly,1970,33.049
242,estimates,5yearly,1975,33.743
242,estimates,5yearly,1980,33.084
242,estimates,5yearly,1985,29.75
242,estimates,5yearly,1990,28.148
242,estimates,5yearly,1995,25.647
242,estimates,5yearly,2000,23.971
242,estimates,5yearly,2005,22.436
242,estimates,5yearly,2010,20.674
242,constant_fertility,5yearly,2015,19.804
242,constant_mortality,5yearly,2015,18.882
242,high_variant,5yearly,2015,20.678
242,instant_replacement,5yearly,2015,16.234
242,low_variant,5yearly,2015,17.052
242,medium_variant,5yearly,2015,18.873
242,momentum,5yearly,2015,16.456
242,no_change,5yearly,2015,19.813
242,zero_migration,5yearly,2015,19.039
242,constant_fertility,5yearly,2020,19.079
242,constant_mortality,5yearly,2020,17.516
242,high_variant,5yearly,2020,20.104
242,instant_replacement,5yearly,2020,15.879
242,low_variant,5yearly,2020,14.77
242,medium_variant,5yearly,2020,17.481
242,momentum,5yearly,2020,16.366
242,no_change,5yearly,2020,19.117
242,zero_migration,5yearly,2020,17.853
242,constant_fertility,5yearly,2025,18.772
242,constant_mortality,5yearly,2025,16.684
242,high_variant,5yearly,2025,19.633
242,instant_replacement,5yearly,2025,15.831
242,low_variant,5yearly,2025,13.372
242,medium_variant,5yearly,2025,16.603
242,momentum,5yearly,2025,16.415
242,no_change,5yearly,2025,18.864
242,zero_migration,5yearly,2025,16.991
242,constant_fertility,5yearly,2030,18.683
242,constant_mortality,5yearly,2030,16.092
242,high_variant,5yearly,2030,18.784
242,instant_replacement,5yearly,2030,15.745
242,low_variant,5yearly,2030,12.857
242,medium_variant,5yearly,2030,15.948
242,momentum,5yearly,2030,16.34
242,no_change,5yearly,2030,18.852
242,zero_migration,5yearly,2030,16.249
242,constant_fertility,5yearly,2035,18.511
242,constant_mortality,5yearly,2035,15.451
242,high_variant,5yearly,2035,18.16
242,instant_replacement,5yearly,2035,15.222
242,low_variant,5yearly,2035,12.096
242,medium_variant,5yearly,2035,15.237
242,momentum,5yearly,2035,15.857
242,no_change,5yearly,2035,18.767
242,zero_migration,5yearly,2035,15.457
242,constant_fertility,5yearly,2040,18.27
242,constant_mortality,5yearly,2040,14.79
242,high_variant,5yearly,2040,17.729
242,instant_replacement,5yearly,2040,14.523
242,low_variant,5yearly,2040,11.149
242,medium_variant,5yearly,2040,14.501
242,momentum,5yearly,2040,15.267
242,no_change,5yearly,2040,18.617
242,zero_migration,5yearly,2040,14.693
242,constant_fertility,5yearly,2045,18.029
242,constant_mortality,5yearly,2045,14.16
242,high_variant,5yearly,2045,17.363
242,instant_replacement,5yearly,2045,13.959
242,low_variant,5yearly,2045,10.179
242,medium_variant,5yearly,2045,13.794
242,momentum,5yearly,2045,14.85
242,no_change,5yearly,2045,18.47
242,zero_migration,5yearly,2045,14
242,constant_fertility,5yearly,2050,17.868
242,constant_mortality,5yearly,2050,13.58
242,high_variant,5yearly,2050,16.972
242,instant_replacement,5yearly,2050,13.525
242,low_variant,5yearly,2050,9.286
242,medium_variant,5yearly,2050,13.136
242,momentum,5yearly,2050,14.58
242,no_change,5yearly,2050,18.41
242,zero_migration,5yearly,2050,13.379
242,constant_fertility,5yearly,2055,17.798
242,constant_mortality,5yearly,2055,13.093
242,high_variant,5yearly,2055,16.575
242,instant_replacement,5yearly,2055,13.23
242,low_variant,5yearly,2055,8.537
242,medium_variant,5yearly,2055,12.567
242,momentum,5yearly,2055,14.438
242,no_change,5yearly,2055,18.447
242,zero_migration,5yearly,2055,12.843
242,constant_fertility,5yearly,2060,17.751
242,constant_mortality,5yearly,2060,12.714
242,high_variant,5yearly,2060,16.177
242,instant_replacement,5yearly,2060,13.111
242,low_variant,5yearly,2060,7.968
242,medium_variant,5yearly,2060,12.098
242,momentum,5yearly,2060,14.436
242,no_change,5yearly,2060,18.511
242,zero_migration,5yearly,2060,12.383
242,constant_fertility,5yearly,2065,17.679
242,constant_mortality,5yearly,2065,12.449
242,high_variant,5yearly,2065,15.829
242,instant_replacement,5yearly,2065,13.037
242,low_variant,5yearly,2065,7.571
242,medium_variant,5yearly,2065,11.735
242,momentum,5yearly,2065,14.457
242,no_change,5yearly,2065,18.545
242,zero_migration,5yearly,2065,12.01
242,constant_fertility,5yearly,2070,17.577
242,constant_mortality,5yearly,2070,12.223
242,high_variant,5yearly,2070,15.538
242,instant_replacement,5yearly,2070,12.862
242,low_variant,5yearly,2070,7.217
242,medium_variant,5yearly,2070,11.409
242,momentum,5yearly,2070,14.398
242,no_change,5yearly,2070,18.542
242,zero_migration,5yearly,2070,11.679
242,constant_fertility,5yearly,2075,17.47
242,constant_mortality,5yearly,2075,11.985
242,high_variant,5yearly,2075,15.273
242,instant_replacement,5yearly,2075,12.629
242,low_variant,5yearly,2075,6.826
242,medium_variant,5yearly,2075,11.071
242,momentum,5yearly,2075,14.309
242,no_change,5yearly,2075,18.53
242,zero_migration,5yearly,2075,11.358
242,constant_fertility,5yearly,2080,17.374
242,constant_mortality,5yearly,2080,11.783
242,high_variant,5yearly,2080,15.047
242,instant_replacement,5yearly,2080,12.422
242,low_variant,5yearly,2080,6.439
242,medium_variant,5yearly,2080,10.764
242,momentum,5yearly,2080,14.255
242,no_change,5yearly,2080,18.533
242,zero_migration,5yearly,2080,11.084
242,constant_fertility,5yearly,2085,17.287
242,constant_mortality,5yearly,2085,11.615
242,high_variant,5yearly,2085,14.81
242,instant_replacement,5yearly,2085,12.291
242,low_variant,5yearly,2085,6.086
242,medium_variant,5yearly,2085,10.482
242,momentum,5yearly,2085,14.262
242,no_change,5yearly,2085,18.55
242,zero_migration,5yearly,2085,10.835
242,constant_fertility,5yearly,2090,17.198
242,constant_mortality,5yearly,2090,11.511
242,high_variant,5yearly,2090,14.585
242,instant_replacement,5yearly,2090,12.233
242,low_variant,5yearly,2090,5.815
242,medium_variant,5yearly,2090,10.258
242,momentum,5yearly,2090,14.31
242,no_change,5yearly,2090,18.567
242,zero_migration,5yearly,2090,10.626
242,constant_fertility,5yearly,2095,17.099
242,constant_mortality,5yearly,2095,11.463
242,high_variant,5yearly,2095,14.384
242,instant_replacement,5yearly,2095,12.199
242,low_variant,5yearly,2095,5.63
242,medium_variant,5yearly,2095,10.087
242,momentum,5yearly,2095,14.354
242,no_change,5yearly,2095,18.572
242,zero_migration,5yearly,2095,10.453
