country,variant,freq,year,birthper1000population
710,estimates,5yearly,1950,41.768
710,estimates,5yearly,1955,40.726
710,estimates,5yearly,1960,39.65
710,estimates,5yearly,1965,38.141
710,estimates,5yearly,1970,37.436
710,estimates,5yearly,1975,36.008
710,estimates,5yearly,1980,34.229
710,estimates,5yearly,1985,31.034
710,estimates,5yearly,1990,27.262
710,estimates,5yearly,1995,25.042
710,estimates,5yearly,2000,23.825
710,estimates,5yearly,2005,22.894
710,estimates,5yearly,2010,22.031
710,constant_fertility,5yearly,2015,21.542
710,constant_mortality,5yearly,2015,20.471
710,high_variant,5yearly,2015,22.471
710,instant_replacement,5yearly,2015,18.692
710,low_variant,5yearly,2015,18.441
710,medium_variant,5yearly,2015,20.467
710,momentum,5yearly,2015,19.23
710,no_change,5yearly,2015,21.548
710,zero_migration,5yearly,2015,20.433
710,constant_fertility,5yearly,2020,20.838
710,constant_mortality,5yearly,2020,19.024
710,high_variant,5yearly,2020,21.888
710,instant_replacement,5yearly,2020,18.132
710,low_variant,5yearly,2020,15.947
710,medium_variant,5yearly,2020,18.97
710,momentum,5yearly,2020,18.819
710,no_change,5yearly,2020,20.903
710,zero_migration,5yearly,2020,18.903
710,constant_fertility,5yearly,2025,20.082
710,constant_mortality,5yearly,2025,17.828
710,high_variant,5yearly,2025,20.959
710,instant_replacement,5yearly,2025,17.539
710,low_variant,5yearly,2025,14.122
710,medium_variant,5yearly,2025,17.657
710,momentum,5yearly,2025,18.433
710,no_change,5yearly,2025,20.281
710,zero_migration,5yearly,2025,17.609
710,constant_fertility,5yearly,2030,19.512
710,constant_mortality,5yearly,2030,16.96
710,high_variant,5yearly,2030,19.633
710,instant_replacement,5yearly,2030,17.05
710,low_variant,5yearly,2030,13.349
710,medium_variant,5yearly,2030,16.642
710,momentum,5yearly,2030,18.186
710,no_change,5yearly,2030,19.88
710,zero_migration,5yearly,2030,16.633
710,constant_fertility,5yearly,2035,19.181
710,constant_mortality,5yearly,2035,16.329
710,high_variant,5yearly,2035,18.871
710,instant_replacement,5yearly,2035,16.513
710,low_variant,5yearly,2035,12.595
710,medium_variant,5yearly,2035,15.872
710,momentum,5yearly,2035,17.901
710,no_change,5yearly,2035,19.711
710,zero_migration,5yearly,2035,15.889
710,constant_fertility,5yearly,2040,18.971
710,constant_mortality,5yearly,2040,15.751
710,high_variant,5yearly,2040,18.511
710,instant_replacement,5yearly,2040,15.867
710,low_variant,5yearly,2040,11.685
710,medium_variant,5yearly,2040,15.185
710,momentum,5yearly,2040,17.497
710,no_change,5yearly,2040,19.64
710,zero_migration,5yearly,2040,15.2
710,constant_fertility,5yearly,2045,18.756
710,constant_mortality,5yearly,2045,15.137
710,high_variant,5yearly,2045,18.224
710,instant_replacement,5yearly,2045,15.281
710,low_variant,5yearly,2045,10.661
710,medium_variant,5yearly,2045,14.475
710,momentum,5yearly,2045,17.141
710,no_change,5yearly,2045,19.559
710,zero_migration,5yearly,2045,14.472
710,constant_fertility,5yearly,2050,18.498
710,constant_mortality,5yearly,2050,14.556
710,high_variant,5yearly,2050,17.821
710,instant_replacement,5yearly,2050,14.83
710,low_variant,5yearly,2050,9.722
710,medium_variant,5yearly,2050,13.783
710,momentum,5yearly,2050,16.931
710,no_change,5yearly,2050,19.454
710,zero_migration,5yearly,2050,13.765
710,constant_fertility,5yearly,2055,18.233
710,constant_mortality,5yearly,2055,14.066
710,high_variant,5yearly,2055,17.258
710,instant_replacement,5yearly,2055,14.526
710,low_variant,5yearly,2055,8.998
710,medium_variant,5yearly,2055,13.152
710,momentum,5yearly,2055,16.883
710,no_change,5yearly,2055,19.369
710,zero_migration,5yearly,2055,13.132
710,constant_fertility,5yearly,2060,18.009
710,constant_mortality,5yearly,2060,13.732
710,high_variant,5yearly,2060,16.7
710,instant_replacement,5yearly,2060,14.291
710,low_variant,5yearly,2060,8.517
710,medium_variant,5yearly,2060,12.653
710,momentum,5yearly,2060,16.91
710,no_change,5yearly,2060,19.339
710,zero_migration,5yearly,2060,12.641
710,constant_fertility,5yearly,2065,17.836
710,constant_mortality,5yearly,2065,13.5
710,high_variant,5yearly,2065,16.271
710,instant_replacement,5yearly,2065,14.043
710,low_variant,5yearly,2065,8.156
