global,year,variant,age5yearinterval,population
900,1975,estimates,65_69,93205.496
900,1975,estimates,70_74,65555.904
900,1975,estimates,75_79,39243.523
900,1975,estimates,80plus,29843.483
900,1980,estimates,0_4,548178.631
900,1980,estimates,5_9,525955.325
900,1980,estimates,10_14,499666.866
900,1980,estimates,15_19,450927.922
900,1980,estimates,20_24,394175.563
900,1980,estimates,25_29,358588.494
900,1980,estimates,30_34,290245.318
900,1980,estimates,35_39,238936.769
900,1980,estimates,40_44,228534.015
900,1980,estimates,45_49,203561.87
900,1980,estimates,50_54,183546.628
900,1980,estimates,55_59,153598.339
900,1980,estimates,60_64,119715.588
900,1980,estimates,65_69,103827.932
900,1980,estimates,70_74,75512.963
900,1980,estimates,75_79,47618.743
900,1980,estimates,80plus,35820.568
900,1985,estimates,0_4,592792.343
900,1985,estimates,5_9,532911.778
900,1985,estimates,10_14,521394.603
900,1985,estimates,15_19,495847.435
900,1985,estimates,20_24,445706.555
900,1985,estimates,25_29,389310.734
900,1985,estimates,30_34,354312.796
900,1985,estimates,35_39,285897.57
900,1985,estimates,40_44,234302.105
900,1985,estimates,45_49,222145.575
900,1985,estimates,50_54,195688.594
900,1985,estimates,55_59,173269.599
900,1985,estimates,60_64,140893.358
900,1985,estimates,65_69,104957.775
900,1985,estimates,70_74,84815.892
900,1985,estimates,75_79,55190.301
900,1985,estimates,80plus,44344.783
900,1990,estimates,0_4,644867.279
900,1990,estimates,5_9,578146.374
900,1990,estimates,10_14,529014.542
900,1990,estimates,15_19,517659.955
900,1990,estimates,20_24,489977.618
900,1990,estimates,25_29,439959.936
900,1990,estimates,30_34,384801.828
900,1990,estimates,35_39,349288.619
900,1990,estimates,40_44,280928.705
900,1990,estimates,45_49,228344.871
900,1990,estimates,50_54,214163.807
900,1990,estimates,55_59,185542.125
900,1990,estimates,60_64,159870.966
900,1990,estimates,65_69,124700.031
900,1990,estimates,70_74,86417.436
900,1990,estimates,75_79,63046.358
900,1990,estimates,80_84,34851.456
900,1990,estimates,85_89,14466.809
900,1990,estimates,90_94,4033.885
900,1990,estimates,95_99,770.805
900,1990,estimates,100plus,90.055
900,1995,estimates,0_4,623061.131
900,1995,estimates,5_9,631533.678
900,1995,estimates,10_14,575086.777
900,1995,estimates,15_19,524909.249
900,1995,estimates,20_24,510557.774
900,1995,estimates,25_29,483599.294
900,1995,estimates,30_34,435192.551
900,1995,estimates,35_39,379657.166
900,1995,estimates,40_44,343236.319
900,1995,estimates,45_49,273827.736
900,1995,estimates,50_54,220501.967
900,1995,estimates,55_59,203355.584
900,1995,estimates,60_64,171754.208
900,1995,estimates,65_69,141789.66
900,1995,estimates,70_74,103627.739
900,1995,estimates,75_79,64804.836
900,1995,estimates,80_84,40651.988
900,1995,estimates,85_89,17832.387
900,1995,estimates,90_94,5389.093
900,1995,estimates,95_99,987.378
900,1995,estimates,100plus,117.901
900,2000,estimates,0_4,609348.362
900,2000,estimates,5_9,611810.802
900,2000,estimates,10_14,628087.427
900,2000,estimates,15_19,570782.227
900,2000,estimates,20_24,518116.336
900,2000,estimates,25_29,504533.764
900,2000,estimates,30_34,477869.296
900,2000,estimates,35_39,429228.009
900,2000,estimates,40_44,372780.405
900,2000,estimates,45_49,335295.54
900,2000,estimates,50_54,265015.248
900,2000,estimates,55_59,209904.329
900,2000,estimates,60_64,188829.93
900,2000,estimates,65_69,153396.22
900,2000,estimates,70_74,118770.299
900,2000,estimates,75_79,79104.481
900,2000,estimates,80_84,42485.413
900,2000,estimates,85_89,21323.121
900,2000,estimates,90_94,6826.818
900,2000,estimates,95_99,1348.6
900,2000,estimates,100plus,150.362
900,2005,estimates,0_4,623820.375
900,2005,estimates,5_9,600035.988
900,2005,estimates,10_14,609061.917
900,2005,estimates,15_19,624216.53
900,2005,estimates,20_24,564207.361
900,2005,estimates,25_29,512514.211
900,2005,estimates,30_34,498509.192
900,2005,estimates,35_39,471537.002
900,2005,estimates,40_44,421646.296
900,2005,estimates,45_49,363350.792
900,2005,estimates,50_54,324801.527
900,2005,estimates,55_59,254013.017
900,2005,estimates,60_64,196305.063
900,2005,estimates,65_69,169596.031
900,2005,estimates,70_74,129980.883
900,2005,estimates,75_79,91606.737
900,2005,estimates,80_84,53373.437
900,2005,estimates,85_89,23061.075
900,2005,estimates,90_94,8524.613
900,2005,estimates,95_99,1784.753
900,2005,estimates,100plus,212.583
900,2010,estimates,0_4,651602.453
900,2010,estimates,5_9,615729.55
900,2010,estimates,10_14,597092.132
900,2010,estimates,15_19,605026.371
900,2010,estimates,20_24,616945.974
900,2010,estimates,25_29,558709.614
900,2010,estimates,30_34,507031.495
900,2010,estimates,35_39,493028.402
900,2010,estimates,40_44,464414.976
900,2010,estimates,45_49,413751.253
900,2010,estimates,50_54,353724.398
900,2010,estimates,55_59,311699.27
900,2010,estimates,60_64,237763.391
900,2010,estimates,65_69,177953.315
900,2010,estimates,70_74,145308.797
900,2010,estimates,75_79,101812.375
900,2010,estimates,80_84,63804.385
900,2010,estimates,85_89,30343.546
900,2010,estimates,90_94,9740.413
900,2010,estimates,95_99,2385.612
900,2010,estimates,100plus,301.437
900,2015,constant_fertility,0_4,673649.68
900,2015,constant_mortality,0_4,673649.68
900,2015,estimates,0_4,673649.68
900,2015,high_variant,0_4,673649.68
900,2015,instant_replacement,0_4,673649.68
900,2015,low_variant,0_4,673649.68
900,2015,medium_variant,0_4,673649.68
900,2015,momentum,0_4,673649.68
900,2015,no_change,0_4,673649.68
900,2015,zero_migration,0_4,673649.68
900,2015,constant_fertility,5_9,644475.619
900,2015,constant_mortality,5_9,644475.619
900,2015,estimates,5_9,644475.619
900,2015,high_variant,5_9,644475.619
900,2015,instant_replacement,5_9,644475.619
900,2015,low_variant,5_9,644475.619
900,2015,medium_variant,5_9,644475.619
900,2015,momentum,5_9,644475.619
900,2015,no_change,5_9,644475.619
900,2015,zero_migration,5_9,644475.619
900,2015,constant_fertility,10_14,612407.052
900,2015,constant_mortality,10_14,612407.052
900,2015,estimates,10_14,612407.052
900,2015,high_variant,10_14,612407.052
900,2015,instant_replacement,10_14,612407.052
900,2015,low_variant,10_14,612407.052
900,2015,medium_variant,10_14,612407.052
900,2015,momentum,10_14,612407.052
900,2015,no_change,10_14,612407.052
900,2015,zero_migration,10_14,612407.052
900,2015,constant_fertility,15_19,593638.752
900,2015,constant_mortality,15_19,593638.752
900,2015,estimates,15_19,593638.752
900,2015,high_variant,15_19,593638.752
900,2015,instant_replacement,15_19,593638.752
900,2015,low_variant,15_19,593638.752
900,2015,medium_variant,15_19,593638.752
900,2015,momentum,15_19,593638.752
900,2015,no_change,15_19,593638.752
900,2015,zero_migration,15_19,593638.752
900,2015,constant_fertility,20_24,600866.814
900,2015,constant_mortality,20_24,600866.814
900,2015,estimates,20_24,600866.814
900,2015,high_variant,20_24,600866.814
900,2015,instant_replacement,20_24,600866.814
900,2015,low_variant,20_24,600866.814
900,2015,medium_variant,20_24,600866.814
900,2015,momentum,20_24,600866.814
900,2015,no_change,20_24,600866.814
900,2015,zero_migration,20_24,600866.814
900,2015,constant_fertility,25_29,612402.715
900,2015,constant_mortality,25_29,612402.715
900,2015,estimates,25_29,612402.715
900,2015,high_variant,25_29,612402.715
900,2015,instant_replacement,25_29,612402.715
900,2015,low_variant,25_29,612402.715
900,2015,medium_variant,25_29,612402.715
900,2015,momentum,25_29,612402.715
900,2015,no_change,25_29,612402.715
900,2015,zero_migration,25_29,612402.715
900,2015,constant_fertility,30_34,553199.652
900,2015,constant_mortality,30_34,553199.652
900,2015,estimates,30_34,553199.652
900,2015,high_variant,30_34,553199.652
900,2015,instant_replacement,30_34,553199.652
900,2015,low_variant,30_34,553199.652
900,2015,medium_variant,30_34,553199.652
900,2015,momentum,30_34,553199.652
900,2015,no_change,30_34,553199.652
900,2015,zero_migration,30_34,553199.652
900,2015,constant_fertility,35_39,500816.627
900,2015,constant_mortality,35_39,500816.627
900,2015,estimates,35_39,500816.627
900,2015,high_variant,35_39,500816.627
900,2015,instant_replacement,35_39,500816.627
900,2015,low_variant,35_39,500816.627
900,2015,medium_variant,35_39,500816.627
900,2015,momentum,35_39,500816.627
900,2015,no_change,35_39,500816.627
900,2015,zero_migration,35_39,500816.627
900,2015,constant_fertility,40_44,486172.346
900,2015,constant_mortality,40_44,486172.346
900,2015,estimates,40_44,486172.346
900,2015,high_variant,40_44,486172.346
900,2015,instant_replacement,40_44,486172.346
900,2015,low_variant,40_44,486172.346
900,2015,medium_variant,40_44,486172.346
900,2015,momentum,40_44,486172.346
900,2015,no_change,40_44,486172.346
900,2015,zero_migration,40_44,486172.346
900,2015,constant_fertility,45_49,455906.439
900,2015,constant_mortality,45_49,455906.439
900,2015,estimates,45_49,455906.439
900,2015,high_variant,45_49,455906.439
900,2015,instant_replacement,45_49,455906.439
900,2015,low_variant,45_49,455906.439
900,2015,medium_variant,45_49,455906.439
900,2015,momentum,45_49,455906.439
900,2015,no_change,45_49,455906.439
900,2015,zero_migration,45_49,455906.439
900,2015,constant_fertility,50_54,403243.381
900,2015,constant_mortality,50_54,403243.381
900,2015,estimates,50_54,403243.381
900,2015,high_variant,50_54,403243.381
900,2015,instant_replacement,50_54,403243.381
900,2015,low_variant,50_54,403243.381
900,2015,medium_variant,50_54,403243.381
900,2015,momentum,50_54,403243.381
900,2015,no_change,50_54,403243.381
900,2015,zero_migration,50_54,403243.381
900,2015,constant_fertility,55_59,340227.942
900,2015,constant_mortality,55_59,340227.942
900,2015,estimates,55_59,340227.942
900,2015,high_variant,55_59,340227.942
900,2015,instant_replacement,55_59,340227.942
900,2015,low_variant,55_59,340227.942
900,2015,medium_variant,55_59,340227.942
900,2015,momentum,55_59,340227.942
900,2015,no_change,55_59,340227.942
900,2015,zero_migration,55_59,340227.942
900,2015,constant_fertility,60_64,294104.635
900,2015,constant_mortality,60_64,294104.635
900,2015,estimates,60_64,294104.635
900,2015,high_variant,60_64,294104.635
900,2015,instant_replacement,60_64,294104.635
900,2015,low_variant,60_64,294104.635
900,2015,medium_variant,60_64,294104.635
900,2015,momentum,60_64,294104.635
900,2015,no_change,60_64,294104.635
900,2015,zero_migration,60_64,294104.635
900,2015,constant_fertility,65_69,216505.622
900,2015,constant_mortality,65_69,216505.622
900,2015,estimates,65_69,216505.622
900,2015,high_variant,65_69,216505.622
900,2015,instant_replacement,65_69,216505.622
900,2015,low_variant,65_69,216505.622
900,2015,medium_variant,65_69,216505.622
900,2015,momentum,65_69,216505.622
900,2015,no_change,65_69,216505.622
900,2015,zero_migration,65_69,216505.622
900,2015,constant_fertility,70_74,153908.373
900,2015,constant_mortality,70_74,153908.373
900,2015,estimates,70_74,153908.373
900,2015,high_variant,70_74,153908.373
900,2015,instant_replacement,70_74,153908.373
900,2015,low_variant,70_74,153908.373
900,2015,medium_variant,70_74,153908.373
900,2015,momentum,70_74,153908.373
900,2015,no_change,70_74,153908.373
900,2015,zero_migration,70_74,153908.373
900,2015,constant_fertility,75_79,115531.676
900,2015,constant_mortality,75_79,115531.676
900,2015,estimates,75_79,115531.676
900,2015,high_variant,75_79,115531.676
900,2015,instant_replacement,75_79,115531.676
900,2015,low_variant,75_79,115531.676
900,2015,medium_variant,75_79,115531.676
900,2015,momentum,75_79,115531.676
900,2015,no_change,75_79,115531.676
900,2015,zero_migration,75_79,115531.676
900,2015,constant_fertility,80_84,71830.934
900,2015,constant_mortality,80_84,71830.934
900,2015,estimates,80_84,71830.934
900,2015,high_variant,80_84,71830.934
900,2015,instant_replacement,80_84,71830.934
900,2015,low_variant,80_84,71830.934
900,2015,medium_variant,80_84,71830.934
900,2015,momentum,80_84,71830.934
900,2015,no_change,80_84,71830.934
900,2015,zero_migration,80_84,71830.934
900,2015,constant_fertility,85_89,37295.064
900,2015,constant_mortality,85_89,37295.064
900,2015,estimates,85_89,37295.064
900,2015,high_variant,85_89,37295.064
900,2015,instant_replacement,85_89,37295.064
900,2015,low_variant,85_89,37295.064
900,2015,medium_variant,85_89,37295.064
900,2015,momentum,85_89,37295.064
900,2015,no_change,85_89,37295.064
900,2015,zero_migration,85_89,37295.064
900,2015,constant_fertility,90_94,13475.354
900,2015,constant_mortality,90_94,13475.354
900,2015,estimates,90_94,13475.354
900,2015,high_variant,90_94,13475.354
900,2015,instant_replacement,90_94,13475.354
900,2015,low_variant,90_94,13475.354
900,2015,medium_variant,90_94,13475.354
900,2015,momentum,90_94,13475.354
900,2015,no_change,90_94,13475.354
900,2015,zero_migration,90_94,13475.354
900,2015,constant_fertility,95_99,2916.508
900,2015,constant_mortality,95_99,2916.508
900,2015,estimates,95_99,2916.508
900,2015,high_variant,95_99,2916.508
900,2015,instant_replacement,95_99,2916.508
900,2015,low_variant,95_99,2916.508
900,2015,medium_variant,95_99,2916.508
900,2015,momentum,95_99,2916.508
900,2015,no_change,95_99,2916.508
900,2015,zero_migration,95_99,2916.508
900,2015,constant_fertility,100plus,433.635
900,2015,constant_mortality,100plus,433.635
900,2015,estimates,100plus,433.635
900,2015,high_variant,100plus,433.635
900,2015,instant_replacement,100plus,433.635
900,2015,low_variant,100plus,433.635
900,2015,medium_variant,100plus,433.635
900,2015,momentum,100plus,433.635
900,2015,no_change,100plus,433.635
900,2015,zero_migration,100plus,433.635
900,2020,constant_fertility,0_4,711445.3
900,2020,constant_mortality,0_4,675030.771
900,2020,high_variant,0_4,749148.877
900,2020,instant_replacement,0_4,610955.927
900,2020,low_variant,0_4,609990.518
900,2020,medium_variant,0_4,679612.53
900,2020,momentum,0_4,613221.606
900,2020,no_change,0_4,706552.693
900,2020,zero_migration,0_4,679827.274
900,2020,constant_fertility,5_9,666841.007
900,2020,constant_mortality,5_9,665623.117
900,2020,high_variant,5_9,666841.005
900,2020,instant_replacement,5_9,666809.716
900,2020,low_variant,5_9,666841.015
900,2020,medium_variant,5_9,666841
900,2020,momentum,5_9,665770.441
900,2020,no_change,5_9,665623.061
900,2020,zero_migration,5_9,667008.185
900,2020,constant_fertility,10_14,641192.715
900,2020,constant_mortality,10_14,640701.253
900,2020,high_variant,10_14,641192.733
900,2020,instant_replacement,10_14,641166.522
900,2020,low_variant,10_14,641192.731
900,2020,medium_variant,10_14,641192.735
900,2020,momentum,10_14,640958.613
900,2020,no_change,10_14,640701.296
900,2020,zero_migration,10_14,641466.368
900,2020,constant_fertility,15_19,609124.674
900,2020,constant_mortality,15_19,608726.11
900,2020,high_variant,15_19,609124.674
900,2020,instant_replacement,15_19,609103.316
900,2020,low_variant,15_19,609124.674
900,2020,medium_variant,15_19,609124.674
900,2020,momentum,15_19,609181.879
900,2020,no_change,15_19,608726.145
900,2020,zero_migration,15_19,609593.792
900,2020,constant_fertility,20_24,589814.404
900,2020,constant_mortality,20_24,589322.557
900,2020,high_variant,20_24,589814.404
900,2020,instant_replacement,20_24,589797.533
900,2020,low_variant,20_24,589814.404
900,2020,medium_variant,20_24,589814.404
900,2020,momentum,20_24,589147.272
900,2020,no_change,20_24,589322.583
900,2020,zero_migration,20_24,589650.225
900,2020,constant_fertility,25_29,597465.788
900,2020,constant_mortality,25_29,596890.645
900,2020,high_variant,25_29,597465.788
900,2020,instant_replacement,25_29,597452.725
900,2020,low_variant,25_29,597465.788
900,2020,medium_variant,25_29,597465.788
900,2020,momentum,25_29,595553.933
900,2020,no_change,25_29,596890.666
900,2020,zero_migration,25_29,596137.655
900,2020,constant_fertility,30_34,607918.156
900,2020,constant_mortality,30_34,607237.812
900,2020,high_variant,30_34,607918.156
900,2020,instant_replacement,30_34,607907.532
900,2020,low_variant,30_34,607918.156
900,2020,medium_variant,30_34,607918.156
900,2020,momentum,30_34,606405.865
900,2020,no_change,30_34,607237.829
900,2020,zero_migration,30_34,607093.074
900,2020,constant_fertility,35_39,547172.503
900,2020,constant_mortality,35_39,546388.013
900,2020,high_variant,35_39,547172.503
900,2020,instant_replacement,35_39,547163.555
900,2020,low_variant,35_39,547172.503
900,2020,medium_variant,35_39,547172.503
900,2020,momentum,35_39,546497.91
900,2020,no_change,35_39,546388.033
900,2020,zero_migration,35_39,547288.42
900,2020,constant_fertility,40_44,493867.933
900,2020,constant_mortality,40_44,493081.446
900,2020,high_variant,40_44,493867.933
900,2020,instant_replacement,40_44,493860.511
900,2020,low_variant,40_44,493867.933
900,2020,medium_variant,40_44,493867.933
900,2020,momentum,40_44,493336.997
900,2020,no_change,40_44,493081.457
900,2020,zero_migration,40_44,494128.484
900,2020,constant_fertility,45_49,477670.873
900,2020,constant_mortality,45_49,476906.29
900,2020,high_variant,45_49,477670.873
900,2020,instant_replacement,45_49,477664.837
900,2020,low_variant,45_49,477670.873
900,2020,medium_variant,45_49,477670.873
900,2020,momentum,45_49,477170.886
900,2020,no_change,45_49,476906.299
900,2020,zero_migration,45_49,477939.644
900,2020,constant_fertility,50_54,444954.749
900,2020,constant_mortality,50_54,444125.366
900,2020,high_variant,50_54,444954.749
900,2020,instant_replacement,50_54,444949.829
900,2020,low_variant,50_54,444954.749
900,2020,medium_variant,50_54,444954.749
900,2020,momentum,50_54,444352.168
900,2020,no_change,50_54,444125.371
900,2020,zero_migration,50_54,445185.005
900,2020,constant_fertility,55_59,388924.17
900,2020,constant_mortality,55_59,387960.473
900,2020,high_variant,55_59,388924.17
900,2020,instant_replacement,55_59,388919.895
900,2020,low_variant,55_59,388924.17
900,2020,medium_variant,55_59,388924.17
900,2020,momentum,55_59,388142.255
900,2020,no_change,55_59,387960.466
900,2020,zero_migration,55_59,389109.134
900,2020,constant_fertility,60_64,321542.713
900,2020,constant_mortality,60_64,320377.952
900,2020,high_variant,60_64,321542.713
900,2020,instant_replacement,60_64,321539.471
900,2020,low_variant,60_64,321542.713
900,2020,medium_variant,60_64,321542.713
900,2020,momentum,60_64,320597.24
900,2020,no_change,60_64,320377.951
900,2020,zero_migration,60_64,321764.682
900,2020,constant_fertility,65_69,269387.623
900,2020,constant_mortality,65_69,267904.334
900,2020,high_variant,65_69,269387.623
900,2020,instant_replacement,65_69,269385.323
900,2020,low_variant,65_69,269387.623
900,2020,medium_variant,65_69,269387.623
900,2020,momentum,65_69,268071.842
900,2020,no_change,65_69,267904.333
900,2020,zero_migration,65_69,269557.384
900,2020,constant_fertility,70_74,188816.847
900,2020,constant_mortality,70_74,187233.278
900,2020,high_variant,70_74,188816.847
900,2020,instant_replacement,70_74,188815.255
900,2020,low_variant,70_74,188816.847
900,2020,medium_variant,70_74,188816.847
900,2020,momentum,70_74,187303.742
900,2020,no_change,70_74,187233.274
900,2020,zero_migration,70_74,188889.081
900,2020,constant_fertility,75_79,123909.767
900,2020,constant_mortality,75_79,122347.696
900,2020,high_variant,75_79,123909.767
900,2020,instant_replacement,75_79,123908.857
900,2020,low_variant,75_79,123909.767
900,2020,medium_variant,75_79,123909.767
900,2020,momentum,75_79,122353.634
900,2020,no_change,75_79,122347.694
900,2020,zero_migration,75_79,123916.442
900,2020,constant_fertility,80_84,82552.016
900,2020,constant_mortality,80_84,81030.817
900,2020,high_variant,80_84,82552.016
900,2020,instant_replacement,80_84,82551.618
900,2020,low_variant,80_84,82552.016
900,2020,medium_variant,80_84,82552.016
900,2020,momentum,80_84,81024.252
900,2020,no_change,80_84,81030.821
900,2020,zero_migration,80_84,82545.683
900,2020,constant_fertility,85_89,42919.103
900,2020,constant_mortality,85_89,41794.012
900,2020,high_variant,85_89,42919.103
900,2020,instant_replacement,85_89,42918.981
900,2020,low_variant,85_89,42919.103
900,2020,medium_variant,85_89,42919.103
900,2020,momentum,85_89,41795.71
900,2020,no_change,85_89,41794.014
900,2020,zero_migration,85_89,42920.876
900,2020,constant_fertility,90_94,17021.922
900,2020,constant_mortality,90_94,16433.409
900,2020,high_variant,90_94,17021.922
900,2020,instant_replacement,90_94,17021.898
900,2020,low_variant,90_94,17021.922
900,2020,medium_variant,90_94,17021.922
900,2020,momentum,90_94,16433.429
900,2020,no_change,90_94,16433.409
900,2020,zero_migration,90_94,17021.961
900,2020,constant_fertility,95_99,4191.966
900,2020,constant_mortality,95_99,4040.208
900,2020,high_variant,95_99,4191.966
900,2020,instant_replacement,95_99,4191.964
900,2020,low_variant,95_99,4191.966
900,2020,medium_variant,95_99,4191.966
900,2020,momentum,95_99,4040.207
900,2020,no_change,95_99,4040.208
900,2020,zero_migration,95_99,4191.972
900,2020,constant_fertility,100plus,580.837
900,2020,constant_mortality,100plus,557.182
900,2020,high_variant,100plus,580.837
900,2020,instant_replacement,100plus,580.837
900,2020,low_variant,100plus,580.837
900,2020,medium_variant,100plus,580.837
900,2020,momentum,100plus,557.183
900,2020,no_change,100plus,557.182
900,2020,zero_migration,100plus,580.837
900,2025,constant_fertility,0_4,743934.16
900,2025,constant_mortality,0_4,670033.606
900,2025,high_variant,0_4,792151.9
900,2025,instant_replacement,0_4,614815.93
900,2025,low_variant,0_4,566518.373
900,2025,medium_variant,0_4,679346.813
900,2025,momentum,0_4,618755.435
900,2025,no_change,0_4,733307.616
900,2025,zero_migration,0_4,679838.166
900,2025,constant_fertility,5_9,705246.092
900,2025,constant_mortality,5_9,666966.213
900,2025,high_variant,5_9,742949.337
900,2025,instant_replacement,5_9,607202.604
900,2025,low_variant,5_9,604605.888
900,2025,medium_variant,5_9,673820.235
900,2025,momentum,5_9,607791.5
900,2025,no_change,5_9,697922.99
900,2025,zero_migration,5_9,673854.162
900,2025,constant_fertility,10_14,663847.49
900,2025,constant_mortality,10_14,661635.374
900,2025,high_variant,10_14,663847.497
900,2025,instant_replacement,10_14,663848.212
900,2025,low_variant,10_14,663847.476
900,2025,medium_variant,10_14,663847.486
900,2025,momentum,10_14,662036.097
900,2025,no_change,10_14,661635.439
900,2025,zero_migration,10_14,664249.724
900,2025,constant_fertility,15_19,638182.103
900,2025,constant_mortality,15_19,636864.066
900,2025,high_variant,15_19,638182.100999999
900,2025,instant_replacement,15_19,638178.238
900,2025,low_variant,15_19,638182.092
900,2025,medium_variant,15_19,638182.126
900,2025,momentum,15_19,637504.797
900,2025,no_change,15_19,636864.797
900,2025,zero_migration,15_19,638823.851
900,2025,constant_fertility,20_24,605647.942
900,2025,constant_mortality,20_24,604221.622
900,2025,high_variant,20_24,605647.942
900,2025,instant_replacement,20_24,605644.663
900,2025,low_variant,20_24,605647.942
900,2025,medium_variant,20_24,605647.942
900,2025,momentum,20_24,604381.715
900,2025,no_change,20_24,604222.248
900,2025,zero_migration,20_24,605811.891
900,2025,constant_fertility,25_29,586577.926
900,2025,constant_mortality,25_29,584937.683
900,2025,high_variant,25_29,586577.926
900,2025,instant_replacement,25_29,586575.222
900,2025,low_variant,25_29,586577.926
900,2025,medium_variant,25_29,586577.926
900,2025,momentum,25_29,583574.434
900,2025,no_change,25_29,584938.194
900,2025,zero_migration,25_29,585222.33
900,2025,constant_fertility,30_34,593219.402
900,2025,constant_mortality,30_34,591371.305
900,2025,high_variant,30_34,593219.402
900,2025,instant_replacement,30_34,593217.205
900,2025,low_variant,30_34,593219.402
900,2025,medium_variant,30_34,593219.402
900,2025,momentum,30_34,589351.811
900,2025,no_change,30_34,591371.721
900,2025,zero_migration,30_34,591206.348
900,2025,constant_fertility,35_39,601865.795
900,2025,constant_mortality,35_39,599709.826
900,2025,high_variant,35_39,601865.795
900,2025,instant_replacement,35_39,601863.998
900,2025,low_variant,35_39,601865.795
900,2025,medium_variant,35_39,601865.795
900,2025,momentum,35_39,599046.586
900,2025,no_change,35_39,599710.17
900,2025,zero_migration,35_39,601206.855
900,2025,constant_fertility,40_44,539985.15
900,2025,constant_mortality,40_44,537676.595
900,2025,high_variant,40_44,539985.15
900,2025,instant_replacement,40_44,539983.701
900,2025,low_variant,40_44,539985.15
900,2025,medium_variant,40_44,539985.15
900,2025,momentum,40_44,538118.53
900,2025,no_change,40_44,537676.883
900,2025,zero_migration,40_44,540431.169
900,2025,constant_fertility,45_49,485253.793
900,2025,constant_mortality,45_49,483005.792
900,2025,high_variant,45_49,485253.793
900,2025,instant_replacement,45_49,485252.659
900,2025,low_variant,45_49,485253.793
900,2025,medium_variant,45_49,485253.793
900,2025,momentum,45_49,483684.771
900,2025,no_change,45_49,483006.012
900,2025,zero_migration,45_49,485935.885
900,2025,constant_fertility,50_54,466385.154
900,2025,constant_mortality,50_54,464007.834
900,2025,high_variant,50_54,466385.154
