variant,continent,year,oldagedependencyratio1564
estimates,909,1950,11.729
estimates,909,1951,11.905
estimates,909,1952,12.054
estimates,909,1953,12.17
estimates,909,1954,12.244
estimates,909,1955,12.274
estimates,909,1956,12.398
estimates,909,1957,12.472
estimates,909,1958,12.503
estimates,909,1959,12.496
estimates,909,1960,12.457
estimates,909,1961,12.46
estimates,909,1962,12.428
estimates,909,1963,12.369
estimates,909,1964,12.294
estimates,909,1965,12.21
estimates,909,1966,12.113
estimates,909,1967,12.006
estimates,909,1968,11.901
estimates,909,1969,11.802
estimates,909,1970,11.713
estimates,909,1971,11.805
estimates,909,1972,11.885
estimates,909,1973,11.96
estimates,909,1974,12.037
estimates,909,1975,12.123
estimates,909,1976,12.304
estimates,909,1977,12.485
estimates,909,1978,12.657
estimates,909,1979,12.804
estimates,909,1980,12.92
estimates,909,1981,13.037
estimates,909,1982,13.122
estimates,909,1983,13.195
estimates,909,1984,13.282
estimates,909,1985,13.398
estimates,909,1986,13.537
estimates,909,1987,13.69
estimates,909,1988,13.849
estimates,909,1989,14.005
estimates,909,1990,14.154
estimates,909,1991,14.347
estimates,909,1992,14.531
estimates,909,1993,14.698
estimates,909,1994,14.833
estimates,909,1995,14.932
estimates,909,1996,15.033
estimates,909,1997,15.102
estimates,909,1998,15.151
estimates,909,1999,15.199
estimates,909,2000,15.263
estimates,909,2001,15.316
estimates,909,2002,15.385
estimates,909,2003,15.472
estimates,909,2004,15.575
estimates,909,2005,15.69
estimates,909,2006,15.769
estimates,909,2007,15.864
estimates,909,2008,15.995
estimates,909,2009,16.184
estimates,909,2010,16.443
estimates,909,2011,16.763
estimates,909,2012,17.151
estimates,909,2013,17.589
estimates,909,2014,18.041
estimates,909,2015,18.477
medium_variant,909,2015,18.477
medium_variant,909,2016,18.881
medium_variant,909,2017,19.265
medium_variant,909,2018,19.64
medium_variant,909,2019,20.022
medium_variant,909,2020,20.422
medium_variant,909,2021,20.828
medium_variant,909,2022,21.247
medium_variant,909,2023,21.683
medium_variant,909,2024,22.14
medium_variant,909,2025,22.619
medium_variant,909,2026,23.077
medium_variant,909,2027,23.564
