variant,continent,year,oldagedependencyratio1564
estimates,935,1950,6.82
estimates,935,1951,6.869
estimates,935,1952,6.88
estimates,935,1953,6.85
estimates,935,1954,6.775
estimates,935,1955,6.66
estimates,935,1956,6.687
estimates,935,1957,6.671
estimates,935,1958,6.618
estimates,935,1959,6.532
estimates,935,1960,6.418
estimates,935,1961,6.481
estimates,935,1962,6.511
estimates,935,1963,6.508
estimates,935,1964,6.471
estimates,935,1965,6.403
estimates,935,1966,6.51
estimates,935,1967,6.589
estimates,935,1968,6.645
estimates,935,1969,6.686
estimates,935,1970,6.719
estimates,935,1971,6.821
estimates,935,1972,6.909
estimates,935,1973,6.982
estimates,935,1974,7.04
estimates,935,1975,7.082
estimates,935,1976,7.178
estimates,935,1977,7.255
estimates,935,1978,7.314
estimates,935,1979,7.357
estimates,935,1980,7.385
estimates,935,1981,7.45
estimates,935,1982,7.496
estimates,935,1983,7.527
estimates,935,1984,7.546
estimates,935,1985,7.559
estimates,935,1986,7.61
estimates,935,1987,7.649
estimates,935,1988,7.683
estimates,935,1989,7.724
estimates,935,1990,7.778
estimates,935,1991,7.889
estimates,935,1992,8.002
estimates,935,1993,8.118
estimates,935,1994,8.233
estimates,935,1995,8.348
estimates,935,1996,8.5
estimates,935,1997,8.643
estimates,935,1998,8.777
estimates,935,1999,8.898
estimates,935,2000,9.008
estimates,935,2001,9.143
estimates,935,2002,9.261
estimates,935,2003,9.362
estimates,935,2004,9.447
estimates,935,2005,9.522
estimates,935,2006,9.62
estimates,935,2007,9.71
estimates,935,2008,9.8
estimates,935,2009,9.902
estimates,935,2010,10.022
estimates,935,2011,10.18
estimates,935,2012,10.348
estimates,935,2013,10.54
estimates,935,2014,10.775
estimates,935,2015,11.061
medium_variant,935,2015,11.061
medium_variant,935,2016,11.423
medium_variant,935,2017,11.828
medium_variant,935,2018,12.258
medium_variant,935,2019,12.681
medium_variant,935,2020,13.082
medium_variant,935,2021,13.481
medium_variant,935,2022,13.855
medium_variant,935,2023,14.223
medium_variant,935,2024,14.608
medium_variant,935,2025,15.025
medium_variant,935,2026,15.475
medium_variant,935,2027,15.943
medium_variant,935,2028,16.436
medium_variant,935,2029,16.962
medium_variant,935,2030,17.525
medium_variant,935,2031,18.116
medium_variant,935,2032,18.734
medium_variant,935,2033,19.373
medium_variant,935,2034,20.018
medium_variant,935,2035,20.661
medium_variant,935,2036,21.288
medium_variant,935,2037,21.91
medium_variant,935,2038,22.516
medium_variant,935,2039,23.091
medium_variant,935,2040,23.626
medium_variant,935,2041,24.103
medium_variant,935,2042,24.533
medium_variant,935,2043,24.942
medium_variant,935,2044,25.362
medium_variant,935,2045,25.813
medium_variant,935,2046,26.269
medium_variant,935,2047,26.743
medium_variant,935,2048,27.25
medium_variant,935,2049,27.81
medium_variant,935,2050,28.439
medium_variant,935,2051,29.115
medium_variant,935,2052,29.853
medium_variant,935,2053,30.627
medium_variant,935,2054,31.392
medium_variant,935,2055,32.112
medium_variant,935,2056,32.754
medium_variant,935,2057,33.349
medium_variant,935,2058,33.899
medium_variant,935,2059,34.406
medium_variant,935,2060,34.87
medium_variant,935,2061,35.253
medium_variant,935,2062,35.591
medium_variant,935,2063,35.9
medium_variant,935,2064,36.197
medium_variant,935,2065,36.495
medium_variant,935,2066,36.757
medium_variant,935,2067,37.032
medium_variant,935,2068,37.318
medium_variant,935,2069,37.617
medium_variant,935,2070,37.937
medium_variant,935,2071,38.224
medium_variant,935,2072,38.531
medium_variant,935,2073,38.866
medium_variant,935,2074,39.236
medium_variant,935,2075,39.641
medium_variant,935,2076,40
medium_variant,935,2077,40.39
medium_variant,935,2078,40.815
medium_variant,935,2079,41.262
medium_variant,935,2080,41.712
medium_variant,935,2081,42.095
medium_variant,935,2082,42.506
medium_variant,935,2083,42.922
medium_variant,935,2084,43.324
medium_variant,935,2085,43.71
medium_variant,935,2086,44.028
medium_variant,935,2087,44.342
medium_variant,935,2088,44.656
medium_variant,935,2089,44.98
medium_variant,935,2090,45.315
medium_variant,935,2091,45.559
medium_variant,935,2092,45.816
medium_variant,935,2093,46.093
medium_variant,935,2094,46.395
medium_variant,935,2095,46.722
medium_variant,935,2096,46.928
medium_variant,935,2097,47.176
medium_variant,935,2098,47.466
medium_variant,935,2099,47.785
medium_variant,935,2100,48.118
high_variant,935,2015,11.0614252603338
low_variant,935,2015,11.0614252603338
constant_fertility,935,2015,11.0614252603338
instant_replacement,935,2015,11.0614252603338
zero_migration,935,2015,11.0614252603338
constant_mortality,935,2015,11.0614252603338
no_change,935,2015,11.0614252603338
high_variant,935,2020,13.0821272223241
low_variant,935,2020,13.0821272223241
constant_fertility,935,2020,13.0821272223241
instant_replacement,935,2020,13.0821291251818
zero_migration,935,2020,13.0654327965003
constant_mortality,935,2020,12.9279318078894
no_change,935,2020,12.927931455697
high_variant,935,2025,15.0246584458709
low_variant,935,2025,15.0246584458709
constant_fertility,935,2025,15.0246584458709
instant_replacement,935,2025,15.0246654915729
zero_migration,935,2025,14.989195534214
constant_mortality,935,2025,14.5702907603271
no_change,935,2025,14.5702892590268
high_variant,935,2030,17.5251795852028
low_variant,935,2030,17.5251795852028
constant_fertility,935,2030,17.5251795852028
instant_replacement,935,2030,17.5251896896416
zero_migration,935,2030,17.4644958597201
constant_mortality,935,2030,16.5944812077045
no_change,935,2030,16.59447810017
high_variant,935,2035,20.4044871909271
low_variant,935,2035,20.9241831563695
constant_fertility,935,2035,20.5753791005469
instant_replacement,935,2035,20.5878427785515
zero_migration,935,2035,20.57206137302
constant_mortality,935,2035,19.0614394214092
no_change,935,2035,18.9830371719743
high_variant,935,2040,22.8933597371747
low_variant,935,2040,24.4083149516103
constant_fertility,935,2040,23.33405776231
instant_replacement,935,2040,23.439004299976
zero_migration,935,2040,23.5143528647935
constant_mortality,935,2040,21.160708238695
no_change,935,2040,20.9009686162745
high_variant,935,2045,24.448079562358
low_variant,935,2045,27.3402326501941
constant_fertility,935,2045,25.1884355132905
instant_replacement,935,2045,25.4653055556063
zero_migration,935,2045,25.6845518269999
constant_mortality,935,2045,22.3462754370056
no_change,935,2045,21.8103500481782
high_variant,935,2050,26.3205545826745
low_variant,935,2050,30.9255322703008
constant_fertility,935,2050,27.3108037314996
instant_replacement,935,2050,27.8616359328756
zero_migration,935,2050,28.2784318763105
constant_mortality,935,2050,23.8224583318728
no_change,935,2050,22.8863401503399
high_variant,935,2055,28.946011721203
low_variant,935,2055,36.005154216428
constant_fertility,935,2055,30.1965465611968
instant_replacement,935,2055,31.185311489504
zero_migration,935,2055,31.8831276408988
constant_mortality,935,2055,26.1562285934859
no_change,935,2055,24.6113680252869
high_variant,935,2060,30.4665545740505
low_variant,935,2060,40.5316353590543
constant_fertility,935,2060,31.9492615733338
instant_replacement,935,2060,33.5001724905237
zero_migration,935,2060,34.5601672901465
constant_mortality,935,2060,27.5416778269138
no_change,935,2060,25.2582061895727
high_variant,935,2065,30.7543068800885
low_variant,935,2065,44.2386434347807
constant_fertility,935,2065,32.4198352079403
instant_replacement,935,2065,34.5921164165397
zero_migration,935,2065,36.1357401609129
constant_mortality,935,2065,27.8355765180035
no_change,935,2065,24.7608806422257
high_variant,935,2070,30.6988034576992
low_variant,935,2070,48.2928772829521
constant_fertility,935,2070,32.479904799876
instant_replacement,935,2070,35.3699264299262
zero_migration,935,2070,37.5550266352598
constant_mortality,935,2070,27.9489627364651
no_change,935,2070,23.9736806741565
high_variant,935,2075,30.697838147943
low_variant,935,2075,53.4032813537211
constant_fertility,935,2075,32.4765033842181
instant_replacement,935,2075,36.2716078969215
zero_migration,935,2075,39.2291137471604
constant_mortality,935,2075,28.3668558299034
no_change,935,2075,23.298313473154
high_variant,935,2080,30.8202665149394
low_variant,935,2080,59.9920865994099
constant_fertility,935,2080,32.4651551263535
instant_replacement,935,2080,37.3833504167855
zero_migration,935,2080,41.2465131826953
constant_mortality,935,2080,29.2242200762786
no_change,935,2080,22.8224271100633
high_variant,935,2085,31.8971259101967
low_variant,935,2085,64.5245938743206
constant_fertility,935,2085,32.4896682332717
instant_replacement,935,2085,38.8818030089522
zero_migration,935,2085,43.1792698812205
constant_mortality,935,2085,30.0187768440133
no_change,935,2085,22.4667871420238
high_variant,935,2090,33.1274228564449
low_variant,935,2090,67.2404192685538
constant_fertility,935,2090,32.3400736073329
instant_replacement,935,2090,40.0220390287746
zero_migration,935,2090,44.762468657285
constant_mortality,935,2090,30.3585036326248
no_change,935,2090,21.9336947549623
high_variant,935,2095,34.3615043390817
low_variant,935,2095,68.8666958575146
constant_fertility,935,2095,32.1069392297146
instant_replacement,935,2095,41.0068592403718
zero_migration,935,2095,46.1800956212433
constant_mortality,935,2095,30.3743209655111
no_change,935,2095,21.2662708266507
high_variant,935,2100,35.2774800449018
low_variant,935,2100,71.073246807692
constant_fertility,935,2100,31.8541061098261
instant_replacement,935,2100,41.9870084266775
zero_migration,935,2100,47.591006721218
constant_mortality,935,2100,30.3479543710275
no_change,935,2100,20.6033794811655
