variant,continent,year,gender,potentialsupport2569_70
estimates,903,1950,male,23.131
estimates,903,1951,male,22.973
estimates,903,1952,male,23.065
estimates,903,1953,male,23.39
estimates,903,1954,male,23.95
estimates,903,1955,male,24.758
estimates,903,1956,male,24.388
estimates,903,1957,male,24.247
estimates,903,1958,male,24.315
estimates,903,1959,male,24.578
estimates,903,1960,male,25.026
estimates,903,1961,male,24.491
estimates,903,1962,male,24.171
estimates,903,1963,male,24.041
estimates,903,1964,male,24.081
estimates,903,1965,male,24.277
estimates,903,1966,male,23.684
estimates,903,1967,male,23.288
estimates,903,1968,male,23.073
estimates,903,1969,male,23.026
estimates,903,1970,male,23.133
estimates,903,1971,male,22.604
estimates,903,1972,male,22.273
estimates,903,1973,male,22.11
estimates,903,1974,male,22.093
estimates,903,1975,male,22.206
estimates,903,1976,male,21.751
estimates,903,1977,male,21.468
estimates,903,1978,male,21.339
estimates,903,1979,male,21.349
estimates,903,1980,male,21.477
estimates,903,1981,male,21.152
estimates,903,1982,male,20.976
estimates,903,1983,male,20.926
estimates,903,1984,male,20.989
estimates,903,1985,male,21.15
estimates,903,1986,male,20.808
estimates,903,1987,male,20.596
estimates,903,1988,male,20.492
estimates,903,1989,male,20.476
estimates,903,1990,male,20.53
estimates,903,1991,male,20.199
estimates,903,1992,male,19.98
estimates,903,1993,male,19.858
estimates,903,1994,male,19.822
estimates,903,1995,male,19.861
estimates,903,1996,male,19.578
estimates,903,1997,male,19.427
estimates,903,1998,male,19.385
estimates,903,1999,male,19.435
estimates,903,2000,male,19.56
estimates,903,2001,male,19.315
estimates,903,2002,male,19.179
estimates,903,2003,male,19.152
estimates,903,2004,male,19.235
estimates,903,2005,male,19.421
estimates,903,2006,male,19.279
estimates,903,2007,male,19.247
estimates,903,2008,male,19.304
estimates,903,2009,male,19.436
estimates,903,2010,male,19.629
estimates,903,2011,male,19.574
estimates,903,2012,male,19.602
estimates,903,2013,male,19.691
estimates,903,2014,male,19.82
estimates,903,2015,male,19.972
medium_variant,903,2015,male,19.972
medium_variant,903,2016,male,19.825
medium_variant,903,2017,male,19.737
medium_variant,903,2018,male,19.695
medium_variant,903,2019,male,19.684
medium_variant,903,2020,male,19.691
medium_variant,903,2021,male,19.421
medium_variant,903,2022,male,19.212
medium_variant,903,2023,male,19.054
medium_variant,903,2024,male,18.937
medium_variant,903,2025,male,18.853
medium_variant,903,2026,male,18.559
medium_variant,903,2027,male,18.334
medium_variant,903,2028,male,18.161
medium_variant,903,2029,male,18.03
medium_variant,903,2030,male,17.93
medium_variant,903,2031,male,17.66
medium_variant,903,2032,male,17.449
medium_variant,903,2033,male,17.284
medium_variant,903,2034,male,17.16
medium_variant,903,2035,male,17.068
medium_variant,903,2036,male,16.839
medium_variant,903,2037,male,16.663
medium_variant,903,2038,male,16.521
medium_variant,903,2039,male,16.392
medium_variant,903,2040,male,16.263
medium_variant,903,2041,male,15.992
medium_variant,903,2042,male,15.753
medium_variant,903,2043,male,15.533
medium_variant,903,2044,male,15.32
medium_variant,903,2045,male,15.105
medium_variant,903,2046,male,14.774
medium_variant,903,2047,male,14.475
medium_variant,903,2048,male,14.199
medium_variant,903,2049,male,13.937
medium_variant,903,2050,male,13.682
medium_variant,903,2051,male,13.344
medium_variant,903,2052,male,13.041
medium_variant,903,2053,male,12.768
medium_variant,903,2054,male,12.518
medium_variant,903,2055,male,12.288
medium_variant,903,2056,male,12.005
medium_variant,903,2057,male,11.758
medium_variant,903,2058,male,11.541
medium_variant,903,2059,male,11.348
medium_variant,903,2060,male,11.173
medium_variant,903,2061,male,10.956
medium_variant,903,2062,male,10.771
medium_variant,903,2063,male,10.607
medium_variant,903,2064,male,10.457
medium_variant,903,2065,male,10.315
medium_variant,903,2066,male,10.13
medium_variant,903,2067,male,9.966
medium_variant,903,2068,male,9.817
medium_variant,903,2069,male,9.675
medium_variant,903,2070,male,9.534
medium_variant,903,2071,male,9.351
medium_variant,903,2072,male,9.185
medium_variant,903,2073,male,9.029
medium_variant,903,2074,male,8.877
medium_variant,903,2075,male,8.725
medium_variant,903,2076,male,8.537
medium_variant,903,2077,male,8.365
