variant,continent,year,gender,potentialsupport2569_70
estimates,909,1950,male,11.967
estimates,909,1951,male,11.824
estimates,909,1952,male,11.755
estimates,909,1953,male,11.753
estimates,909,1954,male,11.809
estimates,909,1955,male,11.914
estimates,909,1956,male,11.684
estimates,909,1957,male,11.513
estimates,909,1958,male,11.404
estimates,909,1959,male,11.371
estimates,909,1960,male,11.423
estimates,909,1961,male,11.332
estimates,909,1962,male,11.338
estimates,909,1963,male,11.424
estimates,909,1964,male,11.574
estimates,909,1965,male,11.774
estimates,909,1966,male,11.739
estimates,909,1967,male,11.771
estimates,909,1968,male,11.868
estimates,909,1969,male,12.026
estimates,909,1970,male,12.235
estimates,909,1971,male,12.089
estimates,909,1972,male,12.006
estimates,909,1973,male,11.97
estimates,909,1974,male,11.965
estimates,909,1975,male,11.979
estimates,909,1976,male,11.721
estimates,909,1977,male,11.515
estimates,909,1978,male,11.352
estimates,909,1979,male,11.222
estimates,909,1980,male,11.117
estimates,909,1981,male,10.873
estimates,909,1982,male,10.672
estimates,909,1983,male,10.516
estimates,909,1984,male,10.416
estimates,909,1985,male,10.366
estimates,909,1986,male,10.234
estimates,909,1987,male,10.155
estimates,909,1988,male,10.101
estimates,909,1989,male,10.039
estimates,909,1990,male,9.955
estimates,909,1991,male,9.744
estimates,909,1992,male,9.543
estimates,909,1993,male,9.357
estimates,909,1994,male,9.198
estimates,909,1995,male,9.066
estimates,909,1996,male,8.891
estimates,909,1997,male,8.74
estimates,909,1998,male,8.612
estimates,909,1999,male,8.507
estimates,909,2000,male,8.421
estimates,909,2001,male,8.296
estimates,909,2002,male,8.2
estimates,909,2003,male,8.12
estimates,909,2004,male,8.047
estimates,909,2005,male,7.978
estimates,909,2006,male,7.888
estimates,909,2007,male,7.809
estimates,909,2008,male,7.734
estimates,909,2009,male,7.661
estimates,909,2010,male,7.584
estimates,909,2011,male,7.453
estimates,909,2012,male,7.325
estimates,909,2013,male,7.188
estimates,909,2014,male,7.034
estimates,909,2015,male,6.865
medium_variant,909,2015,male,6.865
medium_variant,909,2016,male,6.683
medium_variant,909,2017,male,6.5
medium_variant,909,2018,male,6.324
medium_variant,909,2019,male,6.161
medium_variant,909,2020,male,6.011
medium_variant,909,2021,male,5.859
medium_variant,909,2022,male,5.723
medium_variant,909,2023,male,5.597
medium_variant,909,2024,male,5.474
medium_variant,909,2025,male,5.349
medium_variant,909,2026,male,5.225
medium_variant,909,2027,male,5.107
medium_variant,909,2028,male,4.994
medium_variant,909,2029,male,4.887
medium_variant,909,2030,male,4.784
medium_variant,909,2031,male,4.692
medium_variant,909,2032,male,4.607
medium_variant,909,2033,male,4.53
medium_variant,909,2034,male,4.461
