variant,country,year,oldagedependencyratio2069
estimates,344,1950,2.626
estimates,344,1951,2.597
estimates,344,1952,2.583
estimates,344,1953,2.595
estimates,344,1954,2.623
estimates,344,1955,2.658
estimates,344,1956,2.636
estimates,344,1957,2.628
estimates,344,1958,2.664
estimates,344,1959,2.754
estimates,344,1960,2.887
estimates,344,1961,2.979
estimates,344,1962,3.071
estimates,344,1963,3.168
estimates,344,1964,3.268
estimates,344,1965,3.364
estimates,344,1966,3.531
estimates,344,1967,3.655
estimates,344,1968,3.733
estimates,344,1969,3.796
estimates,344,1970,3.886
estimates,344,1971,4.207
estimates,344,1972,4.536
estimates,344,1973,4.828
estimates,344,1974,5.075
estimates,344,1975,5.312
estimates,344,1976,5.399
estimates,344,1977,5.449
estimates,344,1978,5.454
estimates,344,1979,5.436
estimates,344,1980,5.429
estimates,344,1981,5.751
estimates,344,1982,6.094
estimates,344,1983,6.445
estimates,344,1984,6.801
estimates,344,1985,7.171
estimates,344,1986,7.404
estimates,344,1987,7.629
estimates,344,1988,7.842
estimates,344,1989,8.039
estimates,344,1990,8.234
estimates,344,1991,8.371
estimates,344,1992,8.501
estimates,344,1993,8.627
estimates,344,1994,8.758
estimates,344,1995,8.901
estimates,344,1996,9.21
estimates,344,1997,9.53
estimates,344,1998,9.862
estimates,344,1999,10.201
estimates,344,2000,10.55
estimates,344,2001,10.929
estimates,344,2002,11.298
estimates,344,2003,11.631
estimates,344,2004,11.924
estimates,344,2005,12.19
estimates,344,2006,12.432
estimates,344,2007,12.67
estimates,344,2008,12.891
estimates,344,2009,13.069
estimates,344,2010,13.205
estimates,344,2011,13.335
estimates,344,2012,13.423
estimates,344,2013,13.509
estimates,344,2014,13.664
estimates,344,2015,13.944
medium_variant,344,2015,13.944
medium_variant,344,2016,14.31
medium_variant,344,2017,14.786
medium_variant,344,2018,15.377
medium_variant,344,2019,16.069
medium_variant,344,2020,16.848
medium_variant,344,2021,17.655
medium_variant,344,2022,18.558
medium_variant,344,2023,19.564
medium_variant,344,2024,20.682
medium_variant,344,2025,21.923
medium_variant,344,2026,23.221
medium_variant,344,2027,24.642
medium_variant,344,2028,26.165
medium_variant,344,2029,27.744
medium_variant,344,2030,29.345
medium_variant,344,2031,30.862
medium_variant,344,2032,32.384
medium_variant,344,2033,33.876
medium_variant,344,2034,35.312
medium_variant,344,2035,36.689
medium_variant,344,2036,37.842
medium_variant,344,2037,38.89
medium_variant,344,2038,39.891
medium_variant,344,2039,40.897
medium_variant,344,2040,41.913
medium_variant,344,2041,42.717
medium_variant,344,2042,43.538
medium_variant,344,2043,44.36
medium_variant,344,2044,45.169
medium_variant,344,2045,45.979
medium_variant,344,2046,46.609
medium_variant,344,2047,47.247
medium_variant,344,2048,47.912
medium_variant,344,2049,48.617
medium_variant,344,2050,49.358
medium_variant,344,2051,49.924
medium_variant,344,2052,50.549
medium_variant,344,2053,51.204
medium_variant,344,2054,51.832
medium_variant,344,2055,52.404
medium_variant,344,2056,52.728
medium_variant,344,2057,53.012
medium_variant,344,2058,53.268
medium_variant,344,2059,53.551
medium_variant,344,2060,53.914
medium_variant,344,2061,54.124
medium_variant,344,2062,54.383
medium_variant,344,2063,54.682
medium_variant,344,2064,54.975
medium_variant,344,2065,55.208
medium_variant,344,2066,55.107
medium_variant,344,2067,54.963
medium_variant,344,2068,54.752
medium_variant,344,2069,54.446
medium_variant,344,2070,54.037
medium_variant,344,2071,53.297
medium_variant,344,2072,52.501
medium_variant,344,2073,51.679
medium_variant,344,2074,50.854
medium_variant,344,2075,50.046
medium_variant,344,2076,49.048
medium_variant,344,2077,48.106
medium_variant,344,2078,47.269
medium_variant,344,2079,46.641
medium_variant,344,2080,46.305
medium_variant,344,2081,46.051
medium_variant,344,2082,46.084
medium_variant,344,2083,46.373
medium_variant,344,2084,46.801
medium_variant,344,2085,47.245
medium_variant,344,2086,47.516
medium_variant,344,2087,47.867
medium_variant,344,2088,48.253
medium_variant,344,2089,48.647
medium_variant,344,2090,49.065
medium_variant,344,2091,49.359
medium_variant,344,2092,49.69
medium_variant,344,2093,50.056
medium_variant,344,2094,50.449
medium_variant,344,2095,50.858
medium_variant,344,2096,51.129
medium_variant,344,2097,51.415
medium_variant,344,2098,51.696
medium_variant,344,2099,51.972
medium_variant,344,2100,52.255
high_variant,344,2015,13.9437163357824
low_variant,344,2015,13.9437163357824
constant_fertility,344,2015,13.9437163357824
instant_replacement,344,2015,13.9437163357824
zero_migration,344,2015,13.9437163357824
constant_mortality,344,2015,13.9437163357824
no_change,344,2015,13.9437163357824
high_variant,344,2020,16.8478126614169
low_variant,344,2020,16.8478126614169
constant_fertility,344,2020,16.8478126614169
instant_replacement,344,2020,16.8478126614169
zero_migration,344,2020,17.18528339259
constant_mortality,344,2020,16.6581428868081
no_change,344,2020,16.6581428868081
high_variant,344,2025,21.9229241749538
low_variant,344,2025,21.9229241749538
constant_fertility,344,2025,21.9229241749538
instant_replacement,344,2025,21.9229241749538
zero_migration,344,2025,22.9124360214693
constant_mortality,344,2025,21.3197182639356
no_change,344,2025,21.3197182639356
high_variant,344,2030,29.3453919104032
low_variant,344,2030,29.3453919104032
constant_fertility,344,2030,29.3453919104032
instant_replacement,344,2030,29.3453919104032
zero_migration,344,2030,31.5559291419613
