variant,country,year,oldagedependencyratio2069
estimates,748,1950,2.944
estimates,748,1951,3.06
estimates,748,1952,3.153
estimates,748,1953,3.22
estimates,748,1954,3.26
estimates,748,1955,3.27
estimates,748,1956,3.36
estimates,748,1957,3.421
estimates,748,1958,3.455
estimates,748,1959,3.462
estimates,748,1960,3.443
estimates,748,1961,3.527
estimates,748,1962,3.589
estimates,748,1963,3.627
estimates,748,1964,3.638
estimates,748,1965,3.619
estimates,748,1966,3.673
estimates,748,1967,3.702
estimates,748,1968,3.706
estimates,748,1969,3.691
estimates,748,1970,3.658
estimates,748,1971,3.698
estimates,748,1972,3.722
estimates,748,1973,3.731
estimates,748,1974,3.724
estimates,748,1975,3.703
estimates,748,1976,3.766
estimates,748,1977,3.807
estimates,748,1978,3.83
estimates,748,1979,3.837
estimates,748,1980,3.83
estimates,748,1981,3.882
estimates,748,1982,3.917
estimates,748,1983,3.939
estimates,748,1984,3.95
estimates,748,1985,3.953
estimates,748,1986,3.966
estimates,748,1987,3.961
estimates,748,1988,3.939
estimates,748,1989,3.901
estimates,748,1990,3.853
estimates,748,1991,3.924
estimates,748,1992,3.984
estimates,748,1993,4.03
estimates,748,1994,4.06
estimates,748,1995,4.074
estimates,748,1996,4.104
estimates,748,1997,4.113
estimates,748,1998,4.106
estimates,748,1999,4.088
estimates,748,2000,4.061
estimates,748,2001,4.133
estimates,748,2002,4.183
estimates,748,2003,4.212
estimates,748,2004,4.221
estimates,748,2005,4.21
estimates,748,2006,4.249
estimates,748,2007,4.271
estimates,748,2008,4.276
estimates,748,2009,4.262
estimates,748,2010,4.234
estimates,748,2011,4.258
estimates,748,2012,4.264
estimates,748,2013,4.259
estimates,748,2014,4.251
estimates,748,2015,4.247
medium_variant,748,2015,4.247
medium_variant,748,2016,4.32
medium_variant,748,2017,4.386
medium_variant,748,2018,4.446
medium_variant,748,2019,4.5
medium_variant,748,2020,4.55
medium_variant,748,2021,4.653
medium_variant,748,2022,4.743
medium_variant,748,2023,4.818
medium_variant,748,2024,4.877
medium_variant,748,2025,4.917
medium_variant,748,2026,4.997
medium_variant,748,2027,5.052
medium_variant,748,2028,5.081
medium_variant,748,2029,5.083
medium_variant,748,2030,5.058
medium_variant,748,2031,5.069
medium_variant,748,2032,5.051
medium_variant,748,2033,5.004
medium_variant,748,2034,4.931
medium_variant,748,2035,4.832
medium_variant,748,2036,4.783
medium_variant,748,2037,4.71
medium_variant,748,2038,4.615
medium_variant,748,2039,4.496
medium_variant,748,2040,4.356
medium_variant,748,2041,4.278
medium_variant,748,2042,4.186
medium_variant,748,2043,4.085
medium_variant,748,2044,3.979
medium_variant,748,2045,3.873
medium_variant,748,2046,3.847
medium_variant,748,2047,3.823
medium_variant,748,2048,3.812
medium_variant,748,2049,3.824
medium_variant,748,2050,3.864
medium_variant,748,2051,3.992
medium_variant,748,2052,4.141
medium_variant,748,2053,4.317
medium_variant,748,2054,4.531
medium_variant,748,2055,4.79
medium_variant,748,2056,5.129
medium_variant,748,2057,5.497
medium_variant,748,2058,5.886
medium_variant,748,2059,6.287
medium_variant,748,2060,6.694
medium_variant,748,2061,7.127
medium_variant,748,2062,7.558
medium_variant,748,2063,7.981
medium_variant,748,2064,8.383
medium_variant,748,2065,8.761
medium_variant,748,2066,9.124
