variant,region,year,dependencyratio2569
estimates,915,1950,151.889
estimates,915,1951,151.896
estimates,915,1952,152.25
estimates,915,1953,152.725
estimates,915,1954,153.038
estimates,915,1955,153.128
estimates,915,1956,154.089
estimates,915,1957,154.54
estimates,915,1958,154.805
estimates,915,1959,155.262
estimates,915,1960,156.125
estimates,915,1961,156.17
estimates,915,1962,156.81
estimates,915,1963,157.738
estimates,915,1964,158.445
estimates,915,1965,158.728
estimates,915,1966,160.486
estimates,915,1967,161.301
estimates,915,1968,161.63
estimates,915,1969,162.121
estimates,915,1970,163.051
estimates,915,1971,163.231
estimates,915,1972,163.818
estimates,915,1973,164.472
estimates,915,1974,164.627
estimates,915,1975,164.049
estimates,915,1976,162.77
estimates,915,1977,160.724
estimates,915,1978,158.246
estimates,915,1979,155.89
estimates,915,1980,153.961
estimates,915,1981,152.232
estimates,915,1982,151.016
estimates,915,1983,149.934
estimates,915,1984,148.426
estimates,915,1985,146.288
estimates,915,1986,144
estimates,915,1987,140.95
estimates,915,1988,137.521
estimates,915,1989,134.219
estimates,915,1990,131.303
estimates,915,1991,128.55
estimates,915,1992,126.025
estimates,915,1993,123.72
estimates,915,1994,121.54
estimates,915,1995,119.453
estimates,915,1996,117.248
estimates,915,1997,115.19
estimates,915,1998,113.298
estimates,915,1999,111.619
estimates,915,2000,110.188
estimates,915,2001,109.065
estimates,915,2002,108.08
estimates,915,2003,107.177
estimates,915,2004,106.265
estimates,915,2005,105.283
estimates,915,2006,104.193
estimates,915,2007,103.023
estimates,915,2008,101.776
estimates,915,2009,100.466
estimates,915,2010,99.115
estimates,915,2011,97.804
estimates,915,2012,96.422
estimates,915,2013,95.015
estimates,915,2014,93.648
estimates,915,2015,92.367
medium_variant,915,2015,92.367
medium_variant,915,2016,91.144
medium_variant,915,2017,90.008
medium_variant,915,2018,88.971
medium_variant,915,2019,88.038
medium_variant,915,2020,87.208
medium_variant,915,2021,86.491
medium_variant,915,2022,85.856
medium_variant,915,2023,85.286
medium_variant,915,2024,84.755
medium_variant,915,2025,84.253
medium_variant,915,2026,83.752
medium_variant,915,2027,83.267
medium_variant,915,2028,82.844
medium_variant,915,2029,82.543
medium_variant,915,2030,82.398
medium_variant,915,2031,82.391
medium_variant,915,2032,82.502
medium_variant,915,2033,82.69
medium_variant,915,2034,82.897
medium_variant,915,2035,83.09
medium_variant,915,2036,83.245
medium_variant,915,2037,83.371
medium_variant,915,2038,83.477
medium_variant,915,2039,83.576
medium_variant,915,2040,83.672
medium_variant,915,2041,83.722
medium_variant,915,2042,83.755
medium_variant,915,2043,83.76
medium_variant,915,2044,83.709
medium_variant,915,2045,83.585
medium_variant,915,2046,83.349
medium_variant,915,2047,83.04
medium_variant,915,2048,82.705
medium_variant,915,2049,82.415
medium_variant,915,2050,82.225
medium_variant,915,2051,82.076
medium_variant,915,2052,81.989
medium_variant,915,2053,81.985
medium_variant,915,2054,82.064
medium_variant,915,2055,82.211
medium_variant,915,2056,82.372
medium_variant,915,2057,82.612
medium_variant,915,2058,82.897
medium_variant,915,2059,83.185
medium_variant,915,2060,83.466
medium_variant,915,2061,83.707
medium_variant,915,2062,83.932
medium_variant,915,2063,84.16
medium_variant,915,2064,84.402
medium_variant,915,2065,84.657
medium_variant,915,2066,84.866
medium_variant,915,2067,85.08
medium_variant,915,2068,85.292
medium_variant,915,2069,85.504
medium_variant,915,2070,85.734
medium_variant,915,2071,85.92
medium_variant,915,2072,86.096
medium_variant,915,2073,86.293
medium_variant,915,2074,86.528
medium_variant,915,2075,86.798
medium_variant,915,2076,87.008
medium_variant,915,2077,87.243
medium_variant,915,2078,87.506
medium_variant,915,2079,87.789
medium_variant,915,2080,88.091
medium_variant,915,2081,88.333
medium_variant,915,2082,88.603
medium_variant,915,2083,88.895
medium_variant,915,2084,89.206
medium_variant,915,2085,89.544
medium_variant,915,2086,89.826
medium_variant,915,2087,90.131
medium_variant,915,2088,90.462
medium_variant,915,2089,90.817
medium_variant,915,2090,91.188
medium_variant,915,2091,91.466
medium_variant,915,2092,91.755
medium_variant,915,2093,92.059
medium_variant,915,2094,92.379
medium_variant,915,2095,92.718
medium_variant,915,2096,92.948
medium_variant,915,2097,93.197
medium_variant,915,2098,93.471
medium_variant,915,2099,93.769
medium_variant,915,2100,94.082
high_variant,915,2015,92.3674350831722
low_variant,915,2015,92.3674350831722
constant_fertility,915,2015,92.3674350831722
instant_replacement,915,2015,92.3674350831722
zero_migration,915,2015,92.3674350831722
constant_mortality,915,2015,92.3674350831722
no_change,915,2015,92.3674350831722
high_variant,915,2020,88.9010326756948
low_variant,915,2020,85.5143364336547
constant_fertility,915,2020,88.1388692865479
instant_replacement,915,2020,86.9856087302146
zero_migration,915,2020,87.3139572940353
constant_mortality,915,2020,87.0824618531159
no_change,915,2020,88.0100611033693
high_variant,915,2025,88.4756496185019
low_variant,915,2025,80.0310613751256
constant_fertility,915,2025,86.7859374046204
instant_replacement,915,2025,84.3547377318452
zero_migration,915,2025,84.0412698575482
constant_mortality,915,2025,83.9070193507709
no_change,915,2025,86.4235949700151
high_variant,915,2030,89.6130603006393
low_variant,915,2030,75.1826502672908
constant_fertility,915,2030,87.0086584780189
instant_replacement,915,2030,83.1638446456134
zero_migration,915,2030,81.7420043761897
constant_mortality,915,2030,81.7157627404987
no_change,915,2030,86.2890259920623
high_variant,915,2035,93.3615686803616
low_variant,915,2035,72.8572836122925
constant_fertility,915,2035,90.3025468814577
instant_replacement,915,2035,84.7819430457603
zero_migration,915,2035,81.9611412150222
constant_mortality,915,2035,81.8588982513844
no_change,915,2035,88.998801912491
high_variant,915,2040,97.2961895616138
low_variant,915,2040,70.2721854493476
constant_fertility,915,2040,94.0809367087521
instant_replacement,915,2040,86.4936420195283
zero_migration,915,2040,82.2037131475671
constant_mortality,915,2040,81.7023690567731
no_change,915,2040,91.9822300494475
high_variant,915,2045,98.1312543922725
low_variant,915,2045,69.2766396858526
constant_fertility,915,2045,96.2929848851937
instant_replacement,915,2045,88.0524148064049
zero_migration,915,2045,81.7368708404507
constant_mortality,915,2045,80.8041422924455
no_change,915,2045,93.3241224479225
high_variant,915,2050,96.6296891672787
low_variant,915,2050,68.1635988112224
constant_fertility,915,2050,96.6375131107312
instant_replacement,915,2050,87.7346924888153
zero_migration,915,2050,80.0110105825987
constant_mortality,915,2050,78.6996405068265
no_change,915,2050,92.8855259777957
high_variant,915,2055,96.1750547854113
low_variant,915,2055,68.9495252292006
constant_fertility,915,2055,98.2093320912141
instant_replacement,915,2055,88.4965934278635
zero_migration,915,2055,79.5461292602629
constant_mortality,915,2055,77.9199437761829
no_change,915,2055,93.6749509863122
high_variant,915,2060,97.3695126840829
low_variant,915,2060,70.8639511620595
constant_fertility,915,2060,100.94089514583
instant_replacement,915,2060,90.3531620804979
zero_migration,915,2060,80.404218875997
constant_mortality,915,2060,78.3639794537699
no_change,915,2060,95.6157911058232
high_variant,915,2065,98.2428073632732
low_variant,915,2065,73.0379958674002
constant_fertility,915,2065,103.234917956581
instant_replacement,915,2065,91.9693767635898
zero_migration,915,2065,81.524908482037
constant_mortality,915,2065,78.762460680837
no_change,915,2065,97.1960183661598
high_variant,915,2070,98.2855462115964
low_variant,915,2070,75.8769990662904
constant_fertility,915,2070,104.820058825702
instant_replacement,915,2070,93.2258939164952
zero_migration,915,2070,82.8331570068893
constant_mortality,915,2070,79.0169261498767
no_change,915,2070,98.1276914499814
high_variant,915,2075,97.4892891007976
low_variant,915,2075,79.8321924409705
constant_fertility,915,2075,105.681341515881
instant_replacement,915,2075,94.060954354452
zero_migration,915,2075,84.1366045440662
constant_mortality,915,2075,79.1973772139338
no_change,915,2075,98.4010393465615
high_variant,915,2080,96.2738657501125
low_variant,915,2080,85.4397907290197
constant_fertility,915,2080,106.068695320431
instant_replacement,915,2080,94.6748103964134
zero_migration,915,2080,85.4755339307677
constant_mortality,915,2080,79.5261748447504
no_change,915,2080,98.2818561722406
high_variant,915,2085,94.918899886681
low_variant,915,2085,92.8117653232987
constant_fertility,915,2085,105.990641075357
instant_replacement,915,2085,95.0542712983123
zero_migration,915,2085,86.6885630555541
constant_mortality,915,2085,80.0238713161406
no_change,915,2085,97.8712758426181
high_variant,915,2090,95.6172890758848
low_variant,915,2090,97.6194615501769
constant_fertility,915,2090,106.643313098299
instant_replacement,915,2090,95.3163466347837
zero_migration,915,2090,88.1029137512919
constant_mortality,915,2090,80.6738316166663
no_change,915,2090,98.1745570577679
high_variant,915,2095,97.1148551259522
low_variant,915,2095,100.226305656465
constant_fertility,915,2095,107.483593158486
instant_replacement,915,2095,95.978730099718
zero_migration,915,2095,89.6124495140088
constant_mortality,915,2095,81.1650747410222
no_change,915,2095,98.6199376278558
high_variant,915,2100,98.659379421043
low_variant,915,2100,101.330524179029
constant_fertility,915,2100,108.19437212208
instant_replacement,915,2100,96.757901943646
zero_migration,915,2100,91.0907265761103
constant_mortality,915,2100,81.4848598170476
no_change,915,2100,98.9182851570325
