region,variant,year,sexratio_maleper100female
934,estimates,1950,104.522956175224
934,estimates,1955,104.259041475779
934,estimates,1960,104.049379125014
934,estimates,1965,103.93916770522
934,estimates,1970,103.852994439756
934,estimates,1975,103.850738656514
934,estimates,1980,103.858983295489
934,estimates,1985,103.726991408903
934,estimates,1990,103.72428705415
934,estimates,1995,103.666821106953
934,estimates,2000,103.596661686995
934,estimates,2005,103.776385253456
934,estimates,2010,103.969136091201
934,constant_fertility,2015,103.97821591789
934,constant_mortality,2015,103.97821591789
934,estimates,2015,103.97821591789
934,high_variant,2015,103.97821591789
934,instant_replacement,2015,103.97821591789
934,low_variant,2015,103.97821591789
934,medium_variant,2015,103.97821591789
934,momentum,2015,103.97821591789
934,no_change,2015,103.97821591789
934,zero_migration,2015,103.97821591789
934,constant_fertility,2020,103.933888738726
934,constant_mortality,2020,103.902391627629
934,high_variant,2020,103.948052044885
934,instant_replacement,2020,103.945756810312
934,low_variant,2020,103.857829882404
934,medium_variant,2020,103.90334597877
934,momentum,2020,103.884325468881
934,no_change,2020,103.932674095554
934,zero_migration,2020,103.839473976967
934,constant_fertility,2025,103.777181966964
934,constant_mortality,2025,103.683271302197
934,high_variant,2025,103.798979432277
934,instant_replacement,2025,103.768372209489
934,low_variant,2025,103.581532788741
934,medium_variant,2025,103.692674899712
934,momentum,2025,103.705508983337
934,no_change,2025,103.767293691283
934,zero_migration,2025,103.631420395219
934,constant_fertility,2030,103.596711541805
934,constant_mortality,2030,103.404615884504
934,high_variant,2030,103.605918629988
934,instant_replacement,2030,103.53421198993
934,low_variant,2030,103.24121401369
934,medium_variant,2030,103.43046875962
934,momentum,2030,103.459448349712
934,no_change,2030,103.570838261216
934,zero_migration,2030,103.368283597595
934,constant_fertility,2035,103.419111402764
934,constant_mortality,2035,103.096583578
934,high_variant,2035,103.384922112593
934,instant_replacement,2035,103.271927384941
934,low_variant,2035,102.875705179065
934,medium_variant,2035,103.143629842059
934,momentum,2035,103.1813931226
934,no_change,2035,103.373887438736
934,zero_migration,2035,103.08003354913
934,constant_fertility,2040,103.269605434043
934,constant_mortality,2040,102.782830367342
934,high_variant,2040,103.16828995503
934,instant_replacement,2040,103.011385297598
934,low_variant,2040,102.507896263372
934,medium_variant,2040,102.859155704282
934,momentum,2040,102.900259151419
934,no_change,2040,103.199275609088
934,zero_migration,2040,102.79641024248
934,constant_fertility,2045,103.166992745965
934,constant_mortality,2045,102.489914159423
934,high_variant,2045,102.984178530516
934,instant_replacement,2045,102.779293889199
934,low_variant,2045,102.157288232787
934,medium_variant,2045,102.600601982557
934,momentum,2045,102.638960734113
934,no_change,2045,103.069535650758
934,zero_migration,2045,102.535205504078
934,constant_fertility,2050,103.125994850878
934,constant_mortality,2050,102.244152327348
934,high_variant,2050,102.861072317133
934,instant_replacement,2050,102.605231980483
934,low_variant,2050,101.849006268157
934,medium_variant,2050,102.395373215177
934,momentum,2050,102.425245607793
934,no_change,2050,102.999135077182
934,zero_migration,2050,102.323073867618
934,constant_fertility,2055,103.152578469291
934,constant_mortality,2055,102.04263646244
934,high_variant,2055,102.800013701981
934,instant_replacement,2055,102.49472697868
934,low_variant,2055,101.593633610188
934,medium_variant,2055,102.250405344144
934,momentum,2055,102.255442994274
934,no_change,2055,102.984506412321
934,zero_migration,2055,102.16662195137
934,constant_fertility,2060,103.226571688976
934,constant_mortality,2060,101.859073858234
934,high_variant,2060,102.776083061527
934,instant_replacement,2060,102.427184567072
934,low_variant,2060,101.375018806527
934,medium_variant,2060,102.146113316862
934,momentum,2060,102.105181188882
934,no_change,2060,103.000616170124
934,zero_migration,2060,102.046747960305
934,constant_fertility,2065,103.329596614015
934,constant_mortality,2065,101.680139317406
934,high_variant,2065,102.781126867521
934,instant_replacement,2065,102.398142187985
934,low_variant,2065,101.182988761584
934,medium_variant,2065,102.073471035297
934,momentum,2065,101.969982681643
934,no_change,2065,103.025746488046
934,zero_migration,2065,101.955591189897
934,constant_fertility,2070,103.439098636156
934,constant_mortality,2070,101.5091369495
934,high_variant,2070,102.794486417505
934,instant_replacement,2070,102.387446476755
934,low_variant,2070,100.994091703007
934,medium_variant,2070,102.010427661818
934,momentum,2070,101.857423514164
934,no_change,2070,103.058602173742
934,zero_migration,2070,101.873350683613
934,constant_fertility,2075,103.543481914283
934,constant_mortality,2075,101.342695205919
934,high_variant,2075,102.807352217121
934,instant_replacement,2075,102.388344410032
934,low_variant,2075,100.796184977042
934,medium_variant,2075,101.946575430594
934,momentum,2075,101.767509894005
934,no_change,2075,103.090505586008
934,zero_migration,2075,101.793181387571
934,constant_fertility,2080,103.629817406645
934,constant_mortality,2080,101.155902284925
934,high_variant,2080,102.807262865999
934,instant_replacement,2080,102.390849657043
934,low_variant,2080,100.572513115489
934,medium_variant,2080,101.867713537776
934,momentum,2080,101.675424005689
934,no_change,2080,103.098022298906
934,zero_migration,2080,101.704951347749
934,constant_fertility,2085,103.694571229411
934,constant_mortality,2085,100.936493009558
934,high_variant,2085,102.790866035284
934,instant_replacement,2085,102.39677904902
934,low_variant,2085,100.327222276939
934,medium_variant,2085,101.773627173584
934,momentum,2085,101.560962412197
934,no_change,2085,103.07196893831
934,zero_migration,2085,101.611127236929
934,constant_fertility,2090,103.745234050243
