region,variant,year,sexratio_maleper100female
916,estimates,1950,99.4286517988238
916,estimates,1955,99.5586476399565
916,estimates,1960,99.7029407643301
916,estimates,1965,99.8283945287575
916,estimates,1970,99.8930031174001
916,estimates,1975,99.8127156675079
916,estimates,1980,99.6365274322116
916,estimates,1985,99.2174009681879
916,estimates,1990,98.8695865331185
916,estimates,1995,98.454034514929
916,estimates,2000,98.297481110343
916,estimates,2005,98.4323300491281
916,estimates,2010,98.4977557322235
916,constant_fertility,2015,98.5391534578037
916,constant_mortality,2015,98.5391534578037
916,estimates,2015,98.5391534578037
916,high_variant,2015,98.5391534578037
916,instant_replacement,2015,98.5391534578037
916,low_variant,2015,98.5391534578037
916,medium_variant,2015,98.5391534578037
916,momentum,2015,98.5391534578037
916,no_change,2015,98.5391534578037
916,zero_migration,2015,98.5391534578037
916,constant_fertility,2020,98.5947084018648
916,constant_mortality,2020,98.5255650539368
916,high_variant,2020,98.6131800213151
916,instant_replacement,2020,98.5313366816881
916,low_variant,2020,98.4993400422379
916,medium_variant,2020,98.5568016125818
916,momentum,2020,98.548929027796
916,no_change,2020,98.5635181573376
916,zero_migration,2020,98.6031480541138
916,constant_fertility,2025,98.6596961384689
916,constant_mortality,2025,98.4572584571635
916,high_variant,2025,98.6959895702731
916,instant_replacement,2025,98.536292966986
916,low_variant,2025,98.409075788341
916,medium_variant,2025,98.5560043391409
916,momentum,2025,98.5204771540927
916,no_change,2025,98.5613291214413
916,zero_migration,2025,98.6328376699185
916,constant_fertility,2030,98.7322721343477
916,constant_mortality,2030,98.339707892635
916,high_variant,2030,98.7808698280814
916,instant_replacement,2030,98.5528828063479
916,low_variant,2030,98.2872623408826
916,medium_variant,2030,98.5442552663241
916,momentum,2030,98.4545375230446
916,no_change,2030,98.530134714063
916,zero_migration,2030,98.6402854708292
916,constant_fertility,2035,98.8238617999949
916,constant_mortality,2035,98.1879218311315
916,high_variant,2035,98.866423975762
916,instant_replacement,2035,98.5892744242393
916,low_variant,2035,98.1734707163326
916,medium_variant,2035,98.5391925794696
916,momentum,2035,98.3633914465085
916,no_change,2035,98.4802759315157
916,zero_migration,2035,98.6485632680321
916,constant_fertility,2040,98.953851331015
916,constant_mortality,2040,98.021419019032
916,high_variant,2040,98.9796381984832
916,instant_replacement,2040,98.6600699110699
916,low_variant,2040,98.0862595989626
916,medium_variant,2040,98.5623109535244
916,momentum,2040,98.2646454862341
916,no_change,2040,98.431360363779
916,zero_migration,2040,98.6826950992117
916,constant_fertility,2045,99.1378847568985
916,constant_mortality,2045,97.858505016791
916,high_variant,2045,99.1423972300136
916,instant_replacement,2045,98.7798617419787
916,low_variant,2045,98.0416783496822
916,medium_variant,2045,98.6318960881762
916,momentum,2045,98.1755598950889
916,no_change,2045,98.4011204065102
916,zero_migration,2045,98.7620718543853
916,constant_fertility,2050,99.393950350248
916,constant_mortality,2050,97.704927853515
916,high_variant,2050,99.3764560240768
916,instant_replacement,2050,98.9719474622994
916,low_variant,2050,98.0653476321252
916,medium_variant,2050,98.7720464304798
916,momentum,2050,98.1030264928401
916,no_change,2050,98.3935117373198
916,zero_migration,2050,98.9103651879457
916,constant_fertility,2055,99.7125123582986
916,constant_mortality,2055,97.5613842268189
916,high_variant,2055,99.6733520035141
916,instant_replacement,2055,99.2326413301558
916,low_variant,2055,98.1572897982526
916,medium_variant,2055,98.9796651763755
916,momentum,2055,98.0473189700291
916,no_change,2055,98.4054546459842
916,zero_migration,2055,99.1235293508706
916,constant_fertility,2060,100.06346125294
916,constant_mortality,2060,97.4213496678581
916,high_variant,2060,100.00081253202
916,instant_replacement,2060,99.5342825152968
916,low_variant,2060,98.2919282941882
916,medium_variant,2060,99.2269122351988
916,momentum,2060,98.0024419624851
916,no_change,2060,98.4284669785645
916,zero_migration,2060,99.3736700861541
916,constant_fertility,2065,100.414099643607
916,constant_mortality,2065,97.2845155887578
916,high_variant,2065,100.325392382171
916,instant_replacement,2065,99.8415071599546
