region,variant,year,sexratio_maleper100female
927,estimates,1950,101.469929011596
927,estimates,1955,102.245782574212
927,estimates,1960,101.888894664187
927,estimates,1965,101.298240110966
927,estimates,1970,100.871731360114
927,estimates,1975,100.340086298438
927,estimates,1980,99.5130377731784
927,estimates,1985,99.429379372649
927,estimates,1990,99.0341883854101
927,estimates,1995,98.7170814111419
927,estimates,2000,99.0119301240428
927,estimates,2005,99.0101686490319
927,estimates,2010,99.4295617854654
927,constant_fertility,2015,98.9294564662479
927,constant_mortality,2015,98.9294564662479
927,estimates,2015,98.9294564662479
927,high_variant,2015,98.9294564662479
927,instant_replacement,2015,98.9294564662479
927,low_variant,2015,98.9294564662479
927,medium_variant,2015,98.9294564662479
927,momentum,2015,98.9294564662479
927,no_change,2015,98.9294564662479
927,zero_migration,2015,98.9294564662479
927,constant_fertility,2020,98.8896762593873
927,constant_mortality,2020,98.7491295421169
927,high_variant,2020,98.9219489640554
927,instant_replacement,2020,98.9156511693723
927,low_variant,2020,98.815372418154
927,medium_variant,2020,98.8690893499928
927,momentum,2020,99.0333247211752
927,no_change,2020,98.7698755611324
927,zero_migration,2020,99.1111316190259
927,constant_fertility,2025,98.8620214426955
927,constant_mortality,2025,98.4962323156458
927,high_variant,2025,98.9490709834911
927,instant_replacement,2025,98.9128871955333
927,low_variant,2025,98.6792042540689
927,medium_variant,2025,98.8168637656376
927,momentum,2025,98.9942342495831
927,no_change,2025,98.5425350201115
927,zero_migration,2025,99.2363938506039
927,constant_fertility,2030,98.7861651887169
927,constant_mortality,2030,98.1780199437453
927,high_variant,2030,98.9396089394137
927,instant_replacement,2030,98.8607261438872
927,low_variant,2030,98.4729587431239
927,medium_variant,2030,98.7143334546292
927,momentum,2030,98.8523251391318
927,no_change,2030,98.253449142522
927,zero_migration,2030,99.2816234444028
927,constant_fertility,2035,98.6984463751929
927,constant_mortality,2035,97.8754646079894
927,high_variant,2035,98.9102335183633
927,instant_replacement,2035,98.7944414886283
927,low_variant,2035,98.2512371954234
927,medium_variant,2035,98.5963804421587
927,momentum,2035,98.6990554573061
927,no_change,2035,97.9851938603106
927,zero_migration,2035,99.2865968209824
927,constant_fertility,2040,98.6566479243161
927,constant_mortality,2040,97.6682422473103
927,high_variant,2040,98.9223869315366
927,instant_replacement,2040,98.7727405729099
927,low_variant,2040,98.0714022711987
927,medium_variant,2040,98.5218318254308
927,momentum,2040,98.6333894453553
927,no_change,2040,97.8158491676222
927,zero_migration,2040,99.3235739518988
927,constant_fertility,2045,98.6935013318676
927,constant_mortality,2045,97.5784169451414
927,high_variant,2045,99.0135292421797
927,instant_replacement,2045,98.8315796164592
927,low_variant,2045,97.9663860288064
927,medium_variant,2045,98.5249600396153
927,momentum,2045,98.6987294836279
927,no_change,2045,97.7657817065497
927,zero_migration,2045,99.4422178901173
927,constant_fertility,2050,98.7871840586178
927,constant_mortality,2050,97.5786615135436
927,high_variant,2050,99.1680308189762
927,instant_replacement,2050,98.9523746062925
927,low_variant,2050,97.9105109227681
927,medium_variant,2050,98.584870573949
927,momentum,2050,98.8816551387845
927,no_change,2050,97.8063849320208
927,zero_migration,2050,99.6291683866469
927,constant_fertility,2055,98.9147623405765
927,constant_mortality,2055,97.6341711947777
927,high_variant,2055,99.3639819868794
927,instant_replacement,2055,99.1109323246219
927,low_variant,2055,97.8776980412473
927,medium_variant,2055,98.6783082341436
927,momentum,2055,99.1434557593738
927,no_change,2055,97.9026740107326
927,zero_migration,2055,99.8568306188396
927,constant_fertility,2060,99.0692373639864
927,constant_mortality,2060,97.703057915638
927,high_variant,2060,99.5879010750818
927,instant_replacement,2060,99.2949207033372
927,low_variant,2060,97.8665398504197
927,medium_variant,2060,98.799202393955
927,momentum,2060,99.4342104172673
927,no_change,2060,98.012694220961
927,zero_migration,2060,100.127256211906
927,constant_fertility,2065,99.2104838461653
927,constant_mortality,2065,97.7517067887423
927,high_variant,2065,99.7955551798155
927,instant_replacement,2065,99.4624665628461
927,low_variant,2065,97.8364981399075
927,medium_variant,2065,98.906374786483
927,momentum,2065,99.7059493516339
927,no_change,2065,98.1037111985655
927,zero_migration,2065,100.391332018691
927,constant_fertility,2070,99.3374372330506
927,constant_mortality,2070,97.7708122375794
927,high_variant,2070,99.9847855749137
927,instant_replacement,2070,99.6135343909013
927,low_variant,2070,97.7876206553897
927,medium_variant,2070,98.9987874997338
927,momentum,2070,99.9332977162287
927,no_change,2070,98.1667491942951
927,zero_migration,2070,100.641904268209
927,constant_fertility,2075,99.4380879895771
927,constant_mortality,2075,97.7853672198767
927,high_variant,2075,100.147964611587
927,instant_replacement,2075,99.7389316866376
927,low_variant,2075,97.7023712317762
927,medium_variant,2075,99.0641637443554
927,momentum,2075,100.128814047854
927,no_change,2075,98.2249334445447
927,zero_migration,2075,100.84774449581
927,constant_fertility,2080,99.5260512905552
927,constant_mortality,2080,97.8186638045065
927,high_variant,2080,100.300432192966
927,instant_replacement,2080,99.8534333514498
927,low_variant,2080,97.5943486537996
927,medium_variant,2080,99.1167973815773
927,momentum,2080,100.303087656075
927,no_change,2080,98.2993559613917
927,zero_migration,2080,101.011340473901
927,constant_fertility,2085,99.6263154511409
927,constant_mortality,2085,97.8653228772407
927,high_variant,2085,100.463716499765
927,instant_replacement,2085,99.979442045933
927,low_variant,2085,97.4962183278873
927,medium_variant,2085,99.1834561315446
927,momentum,2085,100.431398714828
927,no_change,2085,98.3828135670958
927,zero_migration,2085,101.154381109333
927,constant_fertility,2090,99.7383492683663
927,constant_mortality,2090,97.9001146722762
927,high_variant,2090,100.633850099174
927,instant_replacement,2090,100.114163784902
927,low_variant,2090,97.4137727078028
927,medium_variant,2090,99.2643957062277
927,momentum,2090,100.473285307579
927,no_change,2090,98.4497675732475
927,zero_migration,2090,101.260187820993
927,constant_fertility,2095,99.829789459066
927,constant_mortality,2095,97.9202320890612
927,high_variant,2095,100.779427928975
927,instant_replacement,2095,100.224944402956
927,low_variant,2095,97.3106197288705
927,medium_variant,2095,99.3260925960559
927,momentum,2095,100.431197973821
927,no_change,2095,98.4958142742845
927,zero_migration,2095,101.278165376391
927,constant_fertility,2100,99.909499314158
927,constant_mortality,2100,97.9501635647883
927,high_variant,2100,100.90397367113
927,instant_replacement,2100,100.317109787132
927,low_variant,2100,97.2099662442069
927,medium_variant,2100,99.3791801876372
927,momentum,2100,100.353553364824
927,no_change,2100,98.541378483334
927,zero_migration,2100,101.231332497323
927,constant_fertility,"Region, subregion, country or area *",Australia/New Zealand
927,constant_mortality,"Region, subregion, country or area *",Australia/New Zealand
927,estimates,"Region, subregion, country or area *",Australia/New Zealand
927,high_variant,"Region, subregion, country or area *",Australia/New Zealand
927,instant_replacement,"Region, subregion, country or area *",Australia/New Zealand
927,low_variant,"Region, subregion, country or area *",Australia/New Zealand
927,medium_variant,"Region, subregion, country or area *",Australia/New Zealand
927,momentum,"Region, subregion, country or area *",Australia/New Zealand
927,no_change,"Region, subregion, country or area *",Australia/New Zealand
927,zero_migration,"Region, subregion, country or area *",Australia/New Zealand
