region,variant,year,sexratio_maleper100female
5500,estimates,1950,92.8601301711005
5500,estimates,1955,92.5873012328287
5500,estimates,1960,92.7913398758122
5500,estimates,1965,93.3656810021684
5500,estimates,1970,93.9411424803809
5500,estimates,1975,94.7370034290472
5500,estimates,1980,95.254772088041
5500,estimates,1985,95.9067855301799
5500,estimates,1990,96.527796835674
5500,estimates,1995,97.2108924679095
5500,estimates,2000,97.0928770892991
5500,estimates,2005,97.2859865606219
5500,estimates,2010,97.5627589599105
5500,constant_fertility,2015,97.821336008536
5500,constant_mortality,2015,97.821336008536
5500,estimates,2015,97.821336008536
5500,high_variant,2015,97.821336008536
5500,instant_replacement,2015,97.821336008536
5500,low_variant,2015,97.821336008536
5500,medium_variant,2015,97.821336008536
5500,momentum,2015,97.821336008536
5500,no_change,2015,97.821336008536
5500,zero_migration,2015,97.821336008536
5500,constant_fertility,2020,97.9183250164709
5500,constant_mortality,2020,97.8799285024151
5500,high_variant,2020,97.947052911912
5500,instant_replacement,2020,97.7490721227269
5500,low_variant,2020,97.7878417809442
5500,medium_variant,2020,97.8682206904301
5500,momentum,2020,97.8543930888796
5500,no_change,2020,97.9293953053534
5500,zero_migration,2020,97.9552101304102
5500,constant_fertility,2025,97.8939641254312
5500,constant_mortality,2025,97.7974074371654
5500,high_variant,2025,97.9561428575452
5500,instant_replacement,2025,97.5744417920448
5500,low_variant,2025,97.5663471133424
5500,medium_variant,2025,97.7657779286292
5500,momentum,2025,97.7872416669279
5500,no_change,2025,97.9228400408155
5500,zero_migration,2025,97.9294681199401
5500,constant_fertility,2030,97.7933743624463
5500,constant_mortality,2030,97.6168209204496
5500,high_variant,2030,97.8798557143521
5500,instant_replacement,2030,97.3242470536509
5500,low_variant,2030,97.2116559532899
5500,medium_variant,2030,97.5587467790819
5500,momentum,2030,97.6452999605784
5500,no_change,2030,97.8443149566448
5500,zero_migration,2030,97.7917766144837
5500,constant_fertility,2035,97.7169172650557
5500,constant_mortality,2035,97.4230350718269
5500,high_variant,2035,97.7903850894632
5500,instant_replacement,2035,97.0812932721685
5500,low_variant,2035,96.8378537718855
5500,medium_variant,2035,97.3395013919029
5500,momentum,2035,97.5028307415859
5500,no_change,2035,97.7870314269492
5500,zero_migration,2035,97.6343168922387
5500,constant_fertility,2040,97.7393041335019
5500,constant_mortality,2040,97.2806713339454
5500,high_variant,2040,97.776388155729
5500,instant_replacement,2040,96.9110402473495
5500,low_variant,2040,96.513120196688
5500,medium_variant,2040,97.1857546334149
5500,momentum,2040,97.4121567241154
5500,no_change,2040,97.8128365606538
5500,zero_migration,2040,97.5335737323109
5500,constant_fertility,2045,97.8604699043562
5500,constant_mortality,2045,97.1865795445993
5500,high_variant,2045,97.8581790271938
5500,instant_replacement,2045,96.8156225189232
5500,low_variant,2045,96.2440247019485
5500,medium_variant,2045,97.1105181067683
5500,momentum,2045,97.3616554547493
5500,no_change,2045,97.9069980237964
5500,zero_migration,2045,97.5028848693084
5500,constant_fertility,2050,98.0503967813159
5500,constant_mortality,2050,97.083446814694
5500,high_variant,2050,98.0104219285288
5500,instant_replacement,2050,96.7770369521471
5500,low_variant,2050,96.0059330579501
5500,medium_variant,2050,97.0898368258066
5500,momentum,2050,97.300960409831
5500,no_change,2050,98.0105398358532
5500,zero_migration,2050,97.5200983520503
5500,constant_fertility,2055,98.2703063155093
5500,constant_mortality,2055,96.9367479395444
5500,high_variant,2055,98.1832894757412
5500,instant_replacement,2055,96.7631387632955
5500,low_variant,2055,95.7553234619969
5500,medium_variant,2055,97.0794042783884
5500,momentum,2055,97.2062364460293
5500,no_change,2055,98.0967482459987
5500,zero_migration,2055,97.539221533875
5500,constant_fertility,2060,98.5157177330096
5500,constant_mortality,2060,96.7541962899579
5500,high_variant,2060,98.3581507578986
5500,instant_replacement,2060,96.7705863083408
5500,low_variant,2060,95.4828752606504
5500,medium_variant,2060,97.0674235145874
5500,momentum,2060,97.0943544304148
5500,no_change,2060,98.1806599610186
5500,zero_migration,2060,97.5492410376041
5500,constant_fertility,2065,98.8171372885209
5500,constant_mortality,2065,96.5863081740614
5500,high_variant,2065,98.5663431603565
5500,instant_replacement,2065,96.8400028716552
5500,low_variant,2065,95.2360666842247
5500,medium_variant,2065,97.0940255493388
5500,momentum,2065,97.0165275236207
5500,no_change,2065,98.3025738365601
5500,zero_migration,2065,97.5887996409342
5500,constant_fertility,2070,99.1943831153215
5500,constant_mortality,2070,96.4661277723895
5500,high_variant,2070,98.8419191331368
5500,instant_replacement,2070,97.0137801272811
5500,low_variant,2070,95.0724023169255
5500,medium_variant,2070,97.2037926575751
5500,momentum,2070,97.0061073440031
5500,no_change,2070,98.4727722813032
5500,zero_migration,2070,97.7014987093531
5500,constant_fertility,2075,99.6443331025794
5500,constant_mortality,2075,96.3595007101289
5500,high_variant,2075,99.1965320656185
5500,instant_replacement,2075,97.3133099772004
5500,low_variant,2075,95.0337046270099
5500,medium_variant,2075,97.420581761378
5500,momentum,2075,97.0315143384874
5500,no_change,2075,98.6441535424196
5500,zero_migration,2075,97.9117638612702
5500,constant_fertility,2080,100.138230596283
5500,constant_mortality,2080,96.1964769534517
5500,high_variant,2080,99.6047259399767
5500,instant_replacement,2080,97.7249337406073
5500,low_variant,2080,95.1215400229709
5500,medium_variant,2080,97.7283928538863
5500,momentum,2080,97.0329286740946
5500,no_change,2080,98.7550195464915
5500,zero_migration,2080,98.2061488230185
5500,constant_fertility,2085,100.618203054514
5500,constant_mortality,2085,95.9472902200338
5500,high_variant,2085,100.001061153541
5500,instant_replacement,2085,98.1798762264065
5500,low_variant,2085,95.2692572397037
5500,medium_variant,2085,98.0582199196886
5500,momentum,2085,96.9845518840045
5500,no_change,2085,98.7875289507887
5500,zero_migration,2085,98.5208553964739
5500,constant_fertility,2090,101.04365594047
5500,constant_mortality,2090,95.6691579399355
5500,high_variant,2090,100.337291464847
5500,instant_replacement,2090,98.6219611922493
5500,low_variant,2090,95.4137953019995
5500,medium_variant,2090,98.3525298767004
5500,momentum,2090,96.9395257491868
5500,no_change,2090,98.7851573597178
5500,zero_migration,2090,98.8027257156652
5500,constant_fertility,2095,101.407218476615
5500,constant_mortality,2095,95.4506617353996
5500,high_variant,2095,100.606738963873
5500,instant_replacement,2095,99.0339055957105
5500,low_variant,2095,95.5384099475879
5500,medium_variant,2095,98.5977951708119
5500,momentum,2095,96.9562666166642
5500,no_change,2095,98.8013994810555
5500,zero_migration,2095,99.038846383464
5500,constant_fertility,2100,101.747044865413
5500,constant_mortality,2100,95.3273350662371
5500,high_variant,2100,100.86070240312
5500,instant_replacement,2100,99.4687393776883
5500,low_variant,2100,95.7383433641759
5500,medium_variant,2100,98.8588015988759
5500,momentum,2100,97.0213594602657
5500,no_change,2100,98.8493333689947
5500,zero_migration,2100,99.2888040907495
