region,variant,year,sexratio_maleper100female
923,estimates,1950,81.5360884286574
923,estimates,1955,83.5362669767015
923,estimates,1960,85.2725693579776
923,estimates,1965,86.5438436635833
923,estimates,1970,87.4081524786173
923,estimates,1975,87.9774387926274
923,estimates,1980,88.7133189447995
923,estimates,1985,89.3292643918257
923,estimates,1990,90.1149075159339
923,estimates,1995,90.2089376713472
923,estimates,2000,89.8399987408852
923,estimates,2005,89.1553239645704
923,estimates,2010,88.7038216204672
923,constant_fertility,2015,88.8469710810381
923,constant_mortality,2015,88.8469710810381
923,estimates,2015,88.8469710810381
923,high_variant,2015,88.8469710810381
923,instant_replacement,2015,88.8469710810381
923,low_variant,2015,88.8469710810381
923,medium_variant,2015,88.8469710810381
923,momentum,2015,88.8469710810381
923,no_change,2015,88.8469710810381
923,zero_migration,2015,88.8469710810381
923,constant_fertility,2020,88.8374664920737
923,constant_mortality,2020,88.8631603258481
923,high_variant,2020,88.997919193907
923,instant_replacement,2020,89.1158130088563
923,low_variant,2020,88.7360414179376
923,medium_variant,2020,88.8680047636539
923,momentum,2020,89.0641023373923
923,no_change,2020,88.8326628303872
923,zero_migration,2020,88.8181255068871
923,constant_fertility,2025,88.6996966443828
923,constant_mortality,2025,88.7390765909403
923,high_variant,2025,89.1186885007681
923,instant_replacement,2025,89.2536971074838
923,low_variant,2025,88.4698876975391
923,medium_variant,2025,88.8006037798529
923,momentum,2025,89.120121049863
923,no_change,2025,88.6375396036443
923,zero_migration,2025,88.7163059073387
923,constant_fertility,2030,88.4982354890198
923,constant_mortality,2030,88.4817805975268
923,high_variant,2030,89.1996622501231
923,instant_replacement,2030,89.2946411414949
923,low_variant,2030,88.0993653764606
923,medium_variant,2030,88.6675297519584
923,momentum,2030,89.0183738087414
923,no_change,2030,88.3090851651574
923,zero_migration,2030,88.5471010879169
923,constant_fertility,2035,88.3743216343899
923,constant_mortality,2035,88.2275327624347
923,high_variant,2035,89.3330026616086
923,instant_replacement,2035,89.3793097843157
923,low_variant,2035,87.7828250911949
923,medium_variant,2035,88.5929021910153
923,momentum,2035,88.915181826761
923,no_change,2035,88.0003919980999
923,zero_migration,2035,88.4368630280757
923,constant_fertility,2040,88.4853937650011
923,constant_mortality,2040,88.1528933746996
923,high_variant,2040,89.716613560069
923,instant_replacement,2040,89.7060493615983
923,low_variant,2040,87.6975656630509
923,medium_variant,2040,88.7641823853865
923,momentum,2040,89.0021448274879
923,no_change,2040,87.8566677209642
923,zero_migration,2040,88.5763132473543
923,constant_fertility,2045,88.8738617763107
923,constant_mortality,2045,88.262847041051
923,high_variant,2045,90.4283751569982
923,instant_replacement,2045,90.3627515020584
923,low_variant,2045,87.9142036162555
923,medium_variant,2045,89.2539685229715
923,momentum,2045,89.3094728893011
923,no_change,2045,87.8467757589879
923,zero_migration,2045,89.0412714394283
923,constant_fertility,2050,89.4118274492998
923,constant_mortality,2050,88.3969472352334
923,high_variant,2050,91.341750251618
923,instant_replacement,2050,91.2275154503276
923,low_variant,2050,88.2934669227975
923,medium_variant,2050,89.9286883953407
923,momentum,2050,89.6963558881095
923,no_change,2050,87.8086450455728
923,zero_migration,2050,89.6979995072264
923,constant_fertility,2055,89.9431692370209
923,constant_mortality,2055,88.4715077691289
923,high_variant,2055,92.2698103696107
923,instant_replacement,2055,92.0972304661665
923,low_variant,2055,88.6476388534266
923,medium_variant,2055,90.6052150177174
923,momentum,2055,90.0543565361145
923,no_change,2055,87.6855132739189
923,zero_migration,2055,90.3630924350468
923,constant_fertility,2060,90.4560002840817
923,constant_mortality,2060,88.5763432794096
923,high_variant,2060,93.1556455414912
923,instant_replacement,2060,92.9030593829207
923,low_variant,2060,88.9535860106467
923,medium_variant,2060,91.248917941248
923,momentum,2060,90.4185568602234
923,no_change,2060,87.5991574572525
923,zero_migration,2060,91.0006294510713
923,constant_fertility,2065,91.0494571851726
923,constant_mortality,2065,88.8511986418684
923,high_variant,2065,94.0618789341454
923,instant_replacement,2065,93.7185547101254
923,low_variant,2065,89.3292361738397
923,medium_variant,2065,91.9512989265315
923,momentum,2065,90.8894896440384
923,no_change,2065,87.7069593439788
923,zero_migration,2065,91.7032897142037
923,constant_fertility,2070,91.8226283394954
923,constant_mortality,2070,89.3233692149198
923,high_variant,2070,95.066979943064
923,instant_replacement,2070,94.6394109082813
923,low_variant,2070,89.9133460328012
923,medium_variant,2070,92.8166948271442
923,momentum,2070,91.4779976394096
923,no_change,2070,88.0306203573932
923,zero_migration,2070,92.5779466678173
923,constant_fertility,2075,92.774068220573
923,constant_mortality,2075,89.8365777528892
923,high_variant,2075,96.1594199191823
923,instant_replacement,2075,95.6643967020247
923,low_variant,2075,90.7374378805105
923,medium_variant,2075,93.8467640362837
923,momentum,2075,92.0349248551521
923,no_change,2075,88.3973227357058
923,zero_migration,2075,93.6271345991095
923,constant_fertility,2080,93.769236114456
923,constant_mortality,2080,90.1640384831427
923,high_variant,2080,97.2108198187085
923,instant_replacement,2080,96.664140759505
923,low_variant,2080,91.668594613506
923,medium_variant,2080,94.9025639322537
923,momentum,2080,92.3571088502442
923,no_change,2080,88.570619288385
923,zero_migration,2080,94.7072447374542
923,constant_fertility,2085,94.6208242476149
923,constant_mortality,2085,90.2150612645597
923,high_variant,2085,98.0681761190174
