variant,continent,year,populationnaturalchange
estimates,905,1950,2457.259
estimates,905,1951,2525.42
estimates,905,1952,2650.114
estimates,905,1953,2751.56
estimates,905,1954,2829.756
estimates,905,1955,2884.588
estimates,905,1956,2915.797
estimates,905,1957,2923.52
estimates,905,1958,2907.741
estimates,905,1959,2868.146
estimates,905,1960,2804.94
estimates,905,1961,2719.065
estimates,905,1962,2612.705
estimates,905,1963,2489.88
estimates,905,1964,2356.256
estimates,905,1965,2218.212
estimates,905,1966,2081.789
estimates,905,1967,1952.02
estimates,905,1968,1833.71
estimates,905,1969,1731.111
estimates,905,1970,1647.248
estimates,905,1971,1582.931
estimates,905,1972,1535.376
estimates,905,1973,1502.02
estimates,905,1974,1482.125
estimates,905,1975,1475.667
estimates,905,1976,1482.792
estimates,905,1977,1502.224
estimates,905,1978,1531.728
estimates,905,1979,1568.59
estimates,905,1980,1609.71
estimates,905,1981,1652.16
estimates,905,1982,1693.752
estimates,905,1983,1732.516
estimates,905,1984,1766.76
estimates,905,1985,1796.436
estimates,905,1986,1822.846
estimates,905,1987,1847.532
estimates,905,1988,1870.824
estimates,905,1989,1891.37
estimates,905,1990,1905.39
estimates,905,1991,1908.229
estimates,905,1992,1897.625
estimates,905,1993,1873.519
estimates,905,1994,1837.882
estimates,905,1995,1794.935
estimates,905,1996,1750.349
estimates,905,1997,1710.251
estimates,905,1998,1679.566
estimates,905,1999,1660.89
estimates,905,2000,1657.008
estimates,905,2001,1669.19
estimates,905,2002,1693.535
estimates,905,2003,1724.768
estimates,905,2004,1758.297
estimates,905,2005,1785.996
estimates,905,2006,1798.996
estimates,905,2007,1792.875
estimates,905,2008,1766.463
estimates,905,2009,1721.365
estimates,905,2010,1663.618
estimates,905,2011,1602.339
estimates,905,2012,1547.489
estimates,905,2013,1506.422
estimates,905,2014,1481.923
estimates,905,2015,1474.253
medium_variant,905,2015,1474.253
medium_variant,905,2016,1480.555
medium_variant,905,2017,1493.65
medium_variant,905,2018,1507.092
medium_variant,905,2019,1517.667
medium_variant,905,2020,1522.808
medium_variant,905,2021,1521.22
medium_variant,905,2022,1513.536
medium_variant,905,2023,1500.202
medium_variant,905,2024,1480.697
medium_variant,905,2025,1454.576
medium_variant,905,2026,1421.746
medium_variant,905,2027,1383.033
medium_variant,905,2028,1339.414
medium_variant,905,2029,1291.637
medium_variant,905,2030,1240.264
medium_variant,905,2031,1185.719
medium_variant,905,2032,1128.65
medium_variant,905,2033,1069.978
medium_variant,905,2034,1010.76
medium_variant,905,2035,951.798
medium_variant,905,2036,893.581
medium_variant,905,2037,836.52
medium_variant,905,2038,781.29
medium_variant,905,2039,728.844
medium_variant,905,2040,680.046
medium_variant,905,2041,635.519
medium_variant,905,2042,595.518
medium_variant,905,2043,560.348
medium_variant,905,2044,530.446
medium_variant,905,2045,506.341
medium_variant,905,2046,488.393
medium_variant,905,2047,476.323
medium_variant,905,2048,469.658
medium_variant,905,2049,467.955
medium_variant,905,2050,470.89
medium_variant,905,2051,478.147
medium_variant,905,2052,489.027
medium_variant,905,2053,502.592
medium_variant,905,2054,517.862
medium_variant,905,2055,533.998
medium_variant,905,2056,550.414
medium_variant,905,2057,566.657
medium_variant,905,2058,582.122
medium_variant,905,2059,596.027
medium_variant,905,2060,607.769
medium_variant,905,2061,617.022
medium_variant,905,2062,623.761
medium_variant,905,2063,627.851
medium_variant,905,2064,628.924
medium_variant,905,2065,626.46
medium_variant,905,2066,620.005
medium_variant,905,2067,609.6
medium_variant,905,2068,595.499
medium_variant,905,2069,578.026
medium_variant,905,2070,557.559
medium_variant,905,2071,534.558
medium_variant,905,2072,509.713
medium_variant,905,2073,483.799
medium_variant,905,2074,457.482
medium_variant,905,2075,431.203
medium_variant,905,2076,405.154
medium_variant,905,2077,379.391
medium_variant,905,2078,354.165
medium_variant,905,2079,329.967
medium_variant,905,2080,307.297
medium_variant,905,2081,286.555
medium_variant,905,2082,267.943
medium_variant,905,2083,251.651
medium_variant,905,2084,237.894
medium_variant,905,2085,226.989
medium_variant,905,2086,219.183
medium_variant,905,2087,214.225
medium_variant,905,2088,211.679
medium_variant,905,2089,211.089
medium_variant,905,2090,211.862
medium_variant,905,2091,213.376
medium_variant,905,2092,215.081
medium_variant,905,2093,216.502
medium_variant,905,2094,217.269
medium_variant,905,2095,217.153
medium_variant,905,2096,216.021
medium_variant,905,2097,213.814
medium_variant,905,2098,210.51
medium_variant,905,2099,206.118
