variant,continent,year,populationnaturalchange
estimates,908,1950,5392.636
estimates,908,1951,5518.915
estimates,908,1952,5752.623
estimates,908,1953,5948.608
estimates,908,1954,6106.873
estimates,908,1955,6227.122
estimates,908,1956,6308.495
estimates,908,1957,6350.599
estimates,908,1958,6352.261
estimates,908,1959,6310.948
estimates,908,1960,6224.687
estimates,908,1961,6092.636
estimates,908,1962,5916.126
estimates,908,1963,5700.392
estimates,908,1964,5454.702
estimates,908,1965,5191.746
estimates,908,1966,4925.028
estimates,908,1967,4665.933
estimates,908,1968,4423.822
estimates,908,1969,4205
estimates,908,1970,4011.438
estimates,908,1971,3840.042
estimates,908,1972,3682.184
estimates,908,1973,3531.142
estimates,908,1974,3385.51
estimates,908,1975,3245.402
estimates,908,1976,3112.31
estimates,908,1977,2988.539
estimates,908,1978,2875.47
estimates,908,1979,2772.803
estimates,908,1980,2685.266
estimates,908,1981,2618.806
estimates,908,1982,2571.203
estimates,908,1983,2534.445
estimates,908,1984,2496.883
estimates,908,1985,2436.073
estimates,908,1986,2326.39
estimates,908,1987,2153.67
estimates,908,1988,1913.192
estimates,908,1989,1609.175
estimates,908,1990,1254.224
estimates,908,1991,868.6
estimates,908,1992,481.079
estimates,908,1993,117.643
estimates,908,1994,-205.595
estimates,908,1995,-477.776
estimates,908,1996,-696.177
estimates,908,1997,-869.231
estimates,908,1998,-1003.462
estimates,908,1999,-1098.264
estimates,908,2000,-1149.533
estimates,908,2001,-1152.637
estimates,908,2002,-1109.581
estimates,908,2003,-1026.587
estimates,908,2004,-912.256
estimates,908,2005,-776.346
estimates,908,2006,-628.852
estimates,908,2007,-480.993
estimates,908,2008,-344.408
estimates,908,2009,-229.391
estimates,908,2010,-146.186
estimates,908,2011,-101.578
estimates,908,2012,-93.228
estimates,908,2013,-117.179
estimates,908,2014,-171.045
estimates,908,2015,-250.047
medium_variant,908,2015,-250.047
medium_variant,908,2016,-347.56
medium_variant,908,2017,-455.298
medium_variant,908,2018,-565.93
medium_variant,908,2019,-674.755
medium_variant,908,2020,-779.51
medium_variant,908,2021,-880.65
medium_variant,908,2022,-981.308
medium_variant,908,2023,-1083.309
medium_variant,908,2024,-1185.646
medium_variant,908,2025,-1287.176
medium_variant,908,2026,-1386.705
medium_variant,908,2027,-1482.785
medium_variant,908,2028,-1573.895
medium_variant,908,2029,-1658.701
medium_variant,908,2030,-1735.778
medium_variant,908,2031,-1804.101
medium_variant,908,2032,-1863.88
medium_variant,908,2033,-1915.614
medium_variant,908,2034,-1959.693
medium_variant,908,2035,-1996.407
medium_variant,908,2036,-2026.225
medium_variant,908,2037,-2050.447
medium_variant,908,2038,-2070.72
medium_variant,908,2039,-2088.625
medium_variant,908,2040,-2105.797
medium_variant,908,2041,-2123.55
medium_variant,908,2042,-2142.639
medium_variant,908,2043,-2163.741
medium_variant,908,2044,-2187.606
medium_variant,908,2045,-2214.89
medium_variant,908,2046,-2245.817
medium_variant,908,2047,-2279.634
medium_variant,908,2048,-2315.452
medium_variant,908,2049,-2352.639
medium_variant,908,2050,-2390.837
medium_variant,908,2051,-2429.801
medium_variant,908,2052,-2468.83
medium_variant,908,2053,-2506.834
medium_variant,908,2054,-2542.53
medium_variant,908,2055,-2574.714
medium_variant,908,2056,-2602.403
medium_variant,908,2057,-2624.854
medium_variant,908,2058,-2641.234
medium_variant,908,2059,-2650.591
medium_variant,908,2060,-2651.94
medium_variant,908,2061,-2644.628
medium_variant,908,2062,-2628.898
medium_variant,908,2063,-2605.236
medium_variant,908,2064,-2573.982
medium_variant,908,2065,-2535.456
medium_variant,908,2066,-2490.064
medium_variant,908,2067,-2438.722
medium_variant,908,2068,-2382.575
medium_variant,908,2069,-2322.715
medium_variant,908,2070,-2259.968
medium_variant,908,2071,-2194.869
medium_variant,908,2072,-2127.837
medium_variant,908,2073,-2059.58
medium_variant,908,2074,-1991.052
medium_variant,908,2075,-1922.991
medium_variant,908,2076,-1855.872
medium_variant,908,2077,-1789.907
medium_variant,908,2078,-1725.513
medium_variant,908,2079,-1663.356
medium_variant,908,2080,-1603.913
medium_variant,908,2081,-1547.44
medium_variant,908,2082,-1494.007
medium_variant,908,2083,-1443.845
medium_variant,908,2084,-1397.332
medium_variant,908,2085,-1354.918
medium_variant,908,2086,-1316.917
medium_variant,908,2087,-1283.413
medium_variant,908,2088,-1254.416
medium_variant,908,2089,-1229.974
medium_variant,908,2090,-1210.006
medium_variant,908,2091,-1194.329
medium_variant,908,2092,-1182.74
medium_variant,908,2093,-1175.048
medium_variant,908,2094,-1171.071
medium_variant,908,2095,-1170.719
medium_variant,908,2096,-1173.922
medium_variant,908,2097,-1180.656
medium_variant,908,2098,-1190.898
medium_variant,908,2099,-1204.665
