region,variant,freq,year,mortality15to50per1000aliveat15
954,estimates,5yearly,1950,202.98273984252
954,estimates,5yearly,1955,186.016455160751
954,estimates,5yearly,1960,168.03252029641
954,estimates,5yearly,1965,150.037230431359
954,estimates,5yearly,1970,132.004674794704
954,estimates,5yearly,1975,118.029701301258
954,estimates,5yearly,1980,108.076623145168
954,estimates,5yearly,1985,97.5342275200932
954,estimates,5yearly,1990,86.5596683365677
954,estimates,5yearly,1995,74.2211747901176
954,estimates,5yearly,2000,65.3533948255507
954,estimates,5yearly,2005,59.9490700668892
954,estimates,5yearly,2010,56.7349933897345
954,medium_variant,5yearly,2015,53.2543023532222
954,medium_variant,5yearly,2020,50.7712387831967
954,medium_variant,5yearly,2025,49.0064541576507
954,medium_variant,5yearly,2030,46.0907161923133
954,medium_variant,5yearly,2035,42.4994613071289
954,medium_variant,5yearly,2040,39.5397100862238
954,medium_variant,5yearly,2045,37.3122638645311
954,medium_variant,5yearly,2050,35.9260951918552
954,medium_variant,5yearly,2055,34.8258027596806
954,medium_variant,5yearly,2060,32.9813681480448
954,medium_variant,5yearly,2065,30.7526399138639
954,medium_variant,5yearly,2070,28.4767064832506
954,medium_variant,5yearly,2075,26.503209980744
954,medium_variant,5yearly,2080,24.8603322972986
954,medium_variant,5yearly,2085,23.3097531361784
954,medium_variant,5yearly,2090,21.837543189261
954,medium_variant,5yearly,2095,20.2172866331131
954,estimates,5yearly,Regi,Micronesia
954,medium_variant,5yearly,Regi,Micronesia
