region,variant,freq,year,mortality15to50per1000aliveat15
927,estimates,5yearly,1950,77.572709851215
927,estimates,5yearly,1955,70.0743712729778
927,estimates,5yearly,1960,68.6492866265525
927,estimates,5yearly,1965,69.4862136684336
927,estimates,5yearly,1970,65.9264779707101
927,estimates,5yearly,1975,59.6873999945121
927,estimates,5yearly,1980,50.7875019861733
927,estimates,5yearly,1985,46.9786421701077
927,estimates,5yearly,1990,41.6978935473864
927,estimates,5yearly,1995,39.9137359215579
927,estimates,5yearly,2000,34.9271723526141
927,estimates,5yearly,2005,31.8229610538968
927,estimates,5yearly,2010,29.2948672564413
927,medium_variant,5yearly,2015,24.8650012662075
927,medium_variant,5yearly,2020,22.4314690913694
927,medium_variant,5yearly,2025,20.5048660567587
927,medium_variant,5yearly,2030,18.7348598274224
927,medium_variant,5yearly,2035,17.1912864957278
927,medium_variant,5yearly,2040,15.6458237413537
927,medium_variant,5yearly,2045,14.1938945616851
927,medium_variant,5yearly,2050,12.8693877726226
927,medium_variant,5yearly,2055,11.5571799110491
927,medium_variant,5yearly,2060,10.3849846045628
927,medium_variant,5yearly,2065,9.24848367582498
927,medium_variant,5yearly,2070,8.17174444640356
927,medium_variant,5yearly,2075,7.19261315389141
927,medium_variant,5yearly,2080,6.24910941380852
927,medium_variant,5yearly,2085,5.42540980474215
927,medium_variant,5yearly,2090,4.69179639924544
927,medium_variant,5yearly,2095,3.96347446139278
