region,variant,freq,year,mortality15to50per1000aliveat15
925,estimates,5yearly,1950,94.445475760182
925,estimates,5yearly,1955,78.5120240627222
925,estimates,5yearly,1960,69.4400393811698
925,estimates,5yearly,1965,64.7505328652579
925,estimates,5yearly,1970,60.6048791885262
925,estimates,5yearly,1975,55.7014576259198
925,estimates,5yearly,1980,50.7675643139124
925,estimates,5yearly,1985,48.4274410374125
925,estimates,5yearly,1990,49.9098530740459
925,estimates,5yearly,1995,44.0957910530272
925,estimates,5yearly,2000,38.3412987870608
925,estimates,5yearly,2005,32.1531832054383
925,estimates,5yearly,2010,26.9697050840531
925,medium_variant,5yearly,2015,24.5220719025383
925,medium_variant,5yearly,2020,22.5538718036862
925,medium_variant,5yearly,2025,20.7612068493178
925,medium_variant,5yearly,2030,19.0067909972984
925,medium_variant,5yearly,2035,17.3119792249902
925,medium_variant,5yearly,2040,15.689303889202
925,medium_variant,5yearly,2045,14.2390685054634
925,medium_variant,5yearly,2050,12.9450087275289
925,medium_variant,5yearly,2055,11.7891446319691
925,medium_variant,5yearly,2060,10.7226385834011
925,medium_variant,5yearly,2065,9.6734397582543
925,medium_variant,5yearly,2070,8.72851788718698
925,medium_variant,5yearly,2075,7.8376499718531
925,medium_variant,5yearly,2080,7.0355107269543
925,medium_variant,5yearly,2085,6.34633294568021
925,medium_variant,5yearly,2090,5.68387414615623
925,medium_variant,5yearly,2095,5.06687748935997
925,estimates,5yearly,Regi,Southern Europe
925,medium_variant,5yearly,Regi,Southern Europe
