region,variant,freq,year,mortality15to50per1000aliveat15
912,estimates,5yearly,1950,209.832021346041
912,estimates,5yearly,1955,196.138173358928
912,estimates,5yearly,1960,181.65638538135
912,estimates,5yearly,1965,166.896822947649
912,estimates,5yearly,1970,153.795166629194
912,estimates,5yearly,1975,140.435542475299
912,estimates,5yearly,1980,122.2205635024
912,estimates,5yearly,1985,108.263068883512
912,estimates,5yearly,1990,99.5418340660664
912,estimates,5yearly,1995,93.1590597941986
912,estimates,5yearly,2000,83.3116680399911
912,estimates,5yearly,2005,73.8193006727323
912,estimates,5yearly,2010,65.5417530583685
912,medium_variant,5yearly,2015,61.0679727644053
912,medium_variant,5yearly,2020,57.7733894086235
912,medium_variant,5yearly,2025,54.3896504974559
912,medium_variant,5yearly,2030,51.4388966096487
912,medium_variant,5yearly,2035,48.7738092934882
912,medium_variant,5yearly,2040,46.1905689232733
912,medium_variant,5yearly,2045,43.5085623295619
912,medium_variant,5yearly,2050,40.3772501579652
912,medium_variant,5yearly,2055,37.2448915120944
912,medium_variant,5yearly,2060,34.6271998304996
912,medium_variant,5yearly,2065,32.3868295247463
912,medium_variant,5yearly,2070,30.2389593835583
912,medium_variant,5yearly,2075,27.9407634411306
912,medium_variant,5yearly,2080,25.5166286718147
912,medium_variant,5yearly,2085,23.1255020926767
912,medium_variant,5yearly,2090,21.0320451663463
912,medium_variant,5yearly,2095,18.9440653836727
912,estimates,5yearly,Regi,Northern Africa
912,medium_variant,5yearly,Regi,Northern Africa
