region,variant,freq,year,mortality15to50per1000aliveat15
5501,estimates,5yearly,1950,375.592256052415
5501,estimates,5yearly,1955,333.998663998675
5501,estimates,5yearly,1960,288.519998316983
5501,estimates,5yearly,1965,238.908766866005
5501,estimates,5yearly,1970,195.415485604082
5501,estimates,5yearly,1975,166.441451179395
5501,estimates,5yearly,1980,157.815164257702
5501,estimates,5yearly,1985,143.254478430635
5501,estimates,5yearly,1990,125.175531818885
5501,estimates,5yearly,1995,115.117839780287
5501,estimates,5yearly,2000,107.191353281085
5501,estimates,5yearly,2005,98.4812022398143
5501,estimates,5yearly,2010,88.9051158846802
5501,medium_variant,5yearly,2015,81.1464846214071
5501,medium_variant,5yearly,2020,74.5529266171854
5501,medium_variant,5yearly,2025,68.886809109002
5501,medium_variant,5yearly,2030,64.7503499664795
5501,medium_variant,5yearly,2035,61.0844751905264
5501,medium_variant,5yearly,2040,57.9152553251331
5501,medium_variant,5yearly,2045,54.5931829720692
5501,medium_variant,5yearly,2050,51.2586660090305
5501,medium_variant,5yearly,2055,48.0659915517195
5501,medium_variant,5yearly,2060,45.0084979874335
5501,medium_variant,5yearly,2065,42.1190273947621
5501,medium_variant,5yearly,2070,39.091688235681
5501,medium_variant,5yearly,2075,36.0941870723102
5501,medium_variant,5yearly,2080,33.2491535180577
5501,medium_variant,5yearly,2085,30.5322048264542
5501,medium_variant,5yearly,2090,28.0207730732732
5501,medium_variant,5yearly,2095,25.4855338617986
