region,variant,freq,year,mortality15to50per1000aliveat15
948,estimates,5yearly,1950,310.960461844764
948,estimates,5yearly,1955,277.027282744602
948,estimates,5yearly,1960,244.935950872988
948,estimates,5yearly,1965,212.46726402283
948,estimates,5yearly,1970,185.823849660327
948,estimates,5yearly,1975,167.182480674353
948,estimates,5yearly,1980,154.002065760799
948,estimates,5yearly,1985,142.291150365172
948,estimates,5yearly,1990,134.830558031309
948,estimates,5yearly,1995,133.047503859327
948,estimates,5yearly,2000,129.273298861101
948,estimates,5yearly,2005,116.582800490773
948,estimates,5yearly,2010,103.096618711612
948,medium_variant,5yearly,2015,93.9470929064277
948,medium_variant,5yearly,2020,87.204192121562
948,medium_variant,5yearly,2025,80.9669690886892
948,medium_variant,5yearly,2030,75.6120062621338
948,medium_variant,5yearly,2035,70.8363513137303
948,medium_variant,5yearly,2040,66.765792051231
948,medium_variant,5yearly,2045,62.7549934232996
948,medium_variant,5yearly,2050,58.9936142859713
948,medium_variant,5yearly,2055,55.5588974433568
948,medium_variant,5yearly,2060,52.3009886425342
948,medium_variant,5yearly,2065,49.3581565794378
948,medium_variant,5yearly,2070,46.5998029021122
948,medium_variant,5yearly,2075,43.8979488572726
948,medium_variant,5yearly,2080,41.3765086728425
948,medium_variant,5yearly,2085,38.9606247156766
948,medium_variant,5yearly,2090,36.6931464807937
948,medium_variant,5yearly,2095,34.4873586364628
948,estimates,5yearly,Regi,"Less developed regions, excluding China"
948,medium_variant,5yearly,Regi,"Less developed regions, excluding China"
