region,variant,freq,year,mortality15to50per1000aliveat15
947,estimates,5yearly,1950,348.765371972256
947,estimates,5yearly,1955,327.647699238766
947,estimates,5yearly,1960,306.650875419505
947,estimates,5yearly,1965,288.218271692993
947,estimates,5yearly,1970,268.949429244778
947,estimates,5yearly,1975,251.700221507164
947,estimates,5yearly,1980,241.21802241321
947,estimates,5yearly,1985,237.833955106407
947,estimates,5yearly,1990,255.239275842769
947,estimates,5yearly,1995,280.560502416484
947,estimates,5yearly,2000,293.727814648135
947,estimates,5yearly,2005,253.518024573021
947,estimates,5yearly,2010,204.735308429059
947,medium_variant,5yearly,2015,175.818437338166
947,medium_variant,5yearly,2020,158.696899780131
947,medium_variant,5yearly,2025,141.83083481251
947,medium_variant,5yearly,2030,126.397410712412
947,medium_variant,5yearly,2035,113.198361726493
947,medium_variant,5yearly,2040,102.284267631282
947,medium_variant,5yearly,2045,92.7144832968313
947,medium_variant,5yearly,2050,84.8271562560163
947,medium_variant,5yearly,2055,78.1535289495152
947,medium_variant,5yearly,2060,72.3821353705685
947,medium_variant,5yearly,2065,67.2409445695941
947,medium_variant,5yearly,2070,62.7712409220555
947,medium_variant,5yearly,2075,58.8067677852849
947,medium_variant,5yearly,2080,55.4235629945836
947,medium_variant,5yearly,2085,52.3006074007945
947,medium_variant,5yearly,2090,49.3053080272602
947,medium_variant,5yearly,2095,46.47930733668
