region,variant,freq,year,mortality15to50per1000aliveat15
934,estimates,5yearly,1950,299.534340598434
934,estimates,5yearly,1955,269.284550555804
934,estimates,5yearly,1960,244.306844299087
934,estimates,5yearly,1965,186.121130261293
934,estimates,5yearly,1970,145.293909578384
934,estimates,5yearly,1975,123.78461317074
934,estimates,5yearly,1980,115.028254732962
934,estimates,5yearly,1985,105.081962528758
934,estimates,5yearly,1990,97.3727439409126
934,estimates,5yearly,1995,95.1768896244064
934,estimates,5yearly,2000,92.1470440063404
934,estimates,5yearly,2005,85.5841957524971
934,estimates,5yearly,2010,77.0045340699989
934,medium_variant,5yearly,2015,72.0515689958132
934,medium_variant,5yearly,2020,68.2075749518192
934,medium_variant,5yearly,2025,64.1565462409365
934,medium_variant,5yearly,2030,60.1745404703456
934,medium_variant,5yearly,2035,56.9580180372226
934,medium_variant,5yearly,2040,54.342768114887
934,medium_variant,5yearly,2045,51.2453629359322
934,medium_variant,5yearly,2050,48.1058536080715
934,medium_variant,5yearly,2055,45.230877568519404
934,medium_variant,5yearly,2060,42.6340183649279
934,medium_variant,5yearly,2065,40.2691587647239
934,medium_variant,5yearly,2070,38.0198540818345
934,medium_variant,5yearly,2075,35.6865166848739
934,medium_variant,5yearly,2080,33.5247876855116
934,medium_variant,5yearly,2085,31.4564884559153
934,medium_variant,5yearly,2090,29.5314138577684
934,medium_variant,5yearly,2095,27.6582602007406
934,estimates,5yearly,Regi,"Less developed regions, excluding least developed countries"
934,medium_variant,5yearly,Regi,"Less developed regions, excluding least developed countries"
