region,variant,freq,year,mortality15to50per1000aliveat15
1501,estimates,5yearly,1950,323.373437304761
1501,estimates,5yearly,1955,288.166257810369
1501,estimates,5yearly,1960,252.966827466006
1501,estimates,5yearly,1965,215.918977146824
1501,estimates,5yearly,1970,186.057894801817
1501,estimates,5yearly,1975,166.193303144778
1501,estimates,5yearly,1980,147.342348235382
1501,estimates,5yearly,1985,139.222481917123
1501,estimates,5yearly,1990,131.891545002073
1501,estimates,5yearly,1995,127.889022990141
1501,estimates,5yearly,2000,123.279529790855
1501,estimates,5yearly,2005,112.633406588394
1501,estimates,5yearly,2010,103.018942714353
1501,medium_variant,5yearly,2015,95.5587348921102
1501,medium_variant,5yearly,2020,88.396135551824
1501,medium_variant,5yearly,2025,81.9981274509747
1501,medium_variant,5yearly,2030,76.8358462759431
1501,medium_variant,5yearly,2035,72.2211032138507
1501,medium_variant,5yearly,2040,68.1744115087399
1501,medium_variant,5yearly,2045,64.2873030120775
1501,medium_variant,5yearly,2050,60.4950111881558
1501,medium_variant,5yearly,2055,57.0699796659928
1501,medium_variant,5yearly,2060,53.7528060110929
1501,medium_variant,5yearly,2065,50.7125185892859
1501,medium_variant,5yearly,2070,47.7486045154172
1501,medium_variant,5yearly,2075,44.895958949341
1501,medium_variant,5yearly,2080,42.3444194230156
1501,medium_variant,5yearly,2085,39.9035722022457
1501,medium_variant,5yearly,2090,37.5684660380735
1501,medium_variant,5yearly,2095,35.2251025875587
