region,variant,freq,year,mortality15to50per1000aliveat15
901,estimates,5yearly,1950,101.117063890778
901,estimates,5yearly,1955,84.0785425571455
901,estimates,5yearly,1960,76.809553926618
901,estimates,5yearly,1965,76.392810831694
901,estimates,5yearly,1970,76.1779015131862
901,estimates,5yearly,1975,74.2648756105275
901,estimates,5yearly,1980,70.0740174324202
901,estimates,5yearly,1985,62.1403772690015
901,estimates,5yearly,1990,68.8827913815619
901,estimates,5yearly,1995,68.979735679694
901,estimates,5yearly,2000,68.3619792119389
901,estimates,5yearly,2005,61.5490621052719
901,estimates,5yearly,2010,50.8395067048621
901,medium_variant,5yearly,2015,47.4446145145
901,medium_variant,5yearly,2020,44.3349946911495
901,medium_variant,5yearly,2025,40.8480947364918
901,medium_variant,5yearly,2030,37.221527286887
901,medium_variant,5yearly,2035,33.4331218339146
901,medium_variant,5yearly,2040,30.2916164108
901,medium_variant,5yearly,2045,28.1887225494771
901,medium_variant,5yearly,2050,26.3962074288652
901,medium_variant,5yearly,2055,24.519494634987
901,medium_variant,5yearly,2060,22.4662803141698
901,medium_variant,5yearly,2065,20.3325750834281
901,medium_variant,5yearly,2070,18.4889260474818
901,medium_variant,5yearly,2075,16.9231117642641
901,medium_variant,5yearly,2080,15.5633543742894
901,medium_variant,5yearly,2085,14.3280245655506
901,medium_variant,5yearly,2090,13.0029575022669
901,medium_variant,5yearly,2095,11.7615710475956
