region,variant,freq,year,mortality15to50per1000aliveat15
921,estimates,5yearly,1950,369.149127572336
921,estimates,5yearly,1955,328.100626742582
921,estimates,5yearly,1960,283.658295827635
921,estimates,5yearly,1965,234.613594524997
921,estimates,5yearly,1970,192.026490077678
921,estimates,5yearly,1975,163.986965759636
921,estimates,5yearly,1980,155.397978975093
921,estimates,5yearly,1985,141.128331489854
921,estimates,5yearly,1990,124.64153354148
921,estimates,5yearly,1995,115.288327233751
921,estimates,5yearly,2000,107.348699084282
921,estimates,5yearly,2005,98.591250114458
921,estimates,5yearly,2010,88.609628175969
921,medium_variant,5yearly,2015,80.9384620930936
921,medium_variant,5yearly,2020,74.4160455955413
921,medium_variant,5yearly,2025,68.7825671215759
921,medium_variant,5yearly,2030,64.6346330676884
921,medium_variant,5yearly,2035,60.9580216913741
921,medium_variant,5yearly,2040,57.7692750920903
921,medium_variant,5yearly,2045,54.459913429021
921,medium_variant,5yearly,2050,51.1345185003359
921,medium_variant,5yearly,2055,47.9336045687131
921,medium_variant,5yearly,2060,44.8628727482626
921,medium_variant,5yearly,2065,41.9502399916722
921,medium_variant,5yearly,2070,38.9151248478729
921,medium_variant,5yearly,2075,35.9101673109029
921,medium_variant,5yearly,2080,33.0583557707658
921,medium_variant,5yearly,2085,30.3408158670891
921,medium_variant,5yearly,2090,27.8316426604106
921,medium_variant,5yearly,2095,25.312024084074
921,estimates,5yearly,Regi,South-Central Asia
921,medium_variant,5yearly,Regi,South-Central Asia
