region,variant,freq,year,mortality15to50per1000aliveat15
902,estimates,5yearly,1950,303.803809511232
902,estimates,5yearly,1955,274.402547551585
902,estimates,5yearly,1960,250.055525620872
902,estimates,5yearly,1965,196.176294704268
902,estimates,5yearly,1970,158.230045537638
902,estimates,5yearly,1975,138.905018992559
902,estimates,5yearly,1980,127.149103097173
902,estimates,5yearly,1985,117.109569321199
902,estimates,5yearly,1990,110.714164426465
902,estimates,5yearly,1995,108.589045777143
902,estimates,5yearly,2000,104.971287133591
902,estimates,5yearly,2005,95.7119897965697
902,estimates,5yearly,2010,85.2804012670765
902,medium_variant,5yearly,2015,79.3650812043669
902,medium_variant,5yearly,2020,75.2373580781355
902,medium_variant,5yearly,2025,70.8627611520004
902,medium_variant,5yearly,2030,66.5646851396633
902,medium_variant,5yearly,2035,63.1117658386445
902,medium_variant,5yearly,2040,60.2588129276298
902,medium_variant,5yearly,2045,57.0940021983448
902,medium_variant,5yearly,2050,53.8398774393684
902,medium_variant,5yearly,2055,50.8661570669741
902,medium_variant,5yearly,2060,48.1523890685482
902,medium_variant,5yearly,2065,45.6730036953512
902,medium_variant,5yearly,2070,43.3001213152403
902,medium_variant,5yearly,2075,40.8977054980654
902,medium_variant,5yearly,2080,38.6166236619417
902,medium_variant,5yearly,2085,36.4605795877659
902,medium_variant,5yearly,2090,34.3455062442561
902,medium_variant,5yearly,2095,32.3333439836255
902,estimates,5yearly,Regi,Less developed regions
902,medium_variant,5yearly,Regi,Less developed regions
