variant,continent,year,oldagedependencyratio2069
estimates,908,1950,8.003
estimates,908,1951,8.16
estimates,908,1952,8.289
estimates,908,1953,8.393
estimates,908,1954,8.471
estimates,908,1955,8.522
estimates,908,1956,8.673
estimates,908,1957,8.789
estimates,908,1958,8.877
estimates,908,1959,8.948
estimates,908,1960,9.01
estimates,908,1961,9.195
estimates,908,1962,9.361
estimates,908,1963,9.514
estimates,908,1964,9.651
estimates,908,1965,9.772
estimates,908,1966,9.984
estimates,908,1967,10.163
estimates,908,1968,10.319
estimates,908,1969,10.467
estimates,908,1970,10.618
estimates,908,1971,10.889
estimates,908,1972,11.14
estimates,908,1973,11.372
estimates,908,1974,11.583
estimates,908,1975,11.775
estimates,908,1976,12.086
estimates,908,1977,12.351
estimates,908,1978,12.581
estimates,908,1979,12.794
estimates,908,1980,12.995
estimates,908,1981,13.304
estimates,908,1982,13.602
estimates,908,1983,13.835
estimates,908,1984,13.927
estimates,908,1985,13.845
estimates,908,1986,13.764
estimates,908,1987,13.531
estimates,908,1988,13.237
estimates,908,1989,13.003
estimates,908,1990,12.893
estimates,908,1991,13.011
estimates,908,1992,13.206
estimates,908,1993,13.452
estimates,908,1994,13.711
estimates,908,1995,13.96
estimates,908,1996,14.342
estimates,908,1997,14.716
estimates,908,1998,15.057
estimates,908,1999,15.329
estimates,908,2000,15.515
estimates,908,2001,15.757
estimates,908,2002,15.907
estimates,908,2003,16.014
estimates,908,2004,16.136
estimates,908,2005,16.299
estimates,908,2006,16.647
estimates,908,2007,17.044
estimates,908,2008,17.428
estimates,908,2009,17.723
estimates,908,2010,17.908
estimates,908,2011,18.102
estimates,908,2012,18.197
estimates,908,2013,18.261
estimates,908,2014,18.372
estimates,908,2015,18.559
medium_variant,908,2015,18.559
medium_variant,908,2016,18.836
medium_variant,908,2017,19.175
medium_variant,908,2018,19.566
medium_variant,908,2019,19.988
medium_variant,908,2020,20.435
medium_variant,908,2021,20.987
medium_variant,908,2022,21.57
medium_variant,908,2023,22.171
medium_variant,908,2024,22.771
medium_variant,908,2025,23.363
medium_variant,908,2026,23.996
medium_variant,908,2027,24.613
medium_variant,908,2028,25.228
medium_variant,908,2029,25.856
medium_variant,908,2030,26.497
medium_variant,908,2031,27.163
medium_variant,908,2032,27.854
medium_variant,908,2033,28.537
medium_variant,908,2034,29.179
medium_variant,908,2035,29.767
medium_variant,908,2036,30.311
medium_variant,908,2037,30.801
medium_variant,908,2038,31.265
medium_variant,908,2039,31.726
medium_variant,908,2040,32.183
medium_variant,908,2041,32.607
medium_variant,908,2042,33.035
medium_variant,908,2043,33.454
medium_variant,908,2044,33.853
medium_variant,908,2045,34.234
medium_variant,908,2046,34.598
medium_variant,908,2047,34.954
medium_variant,908,2048,35.316
medium_variant,908,2049,35.689
medium_variant,908,2050,36.076
medium_variant,908,2051,36.446
medium_variant,908,2052,36.833
medium_variant,908,2053,37.24
medium_variant,908,2054,37.659
medium_variant,908,2055,38.082
medium_variant,908,2056,38.462
medium_variant,908,2057,38.866
medium_variant,908,2058,39.259
medium_variant,908,2059,39.592
medium_variant,908,2060,39.838
medium_variant,908,2061,39.945
medium_variant,908,2062,39.996
medium_variant,908,2063,39.994
medium_variant,908,2064,39.938
medium_variant,908,2065,39.833
medium_variant,908,2066,39.605
medium_variant,908,2067,39.352
medium_variant,908,2068,39.093
medium_variant,908,2069,38.85
medium_variant,908,2070,38.64
medium_variant,908,2071,38.374
medium_variant,908,2072,38.156
medium_variant,908,2073,37.999
medium_variant,908,2074,37.912
medium_variant,908,2075,37.9
medium_variant,908,2076,37.872
medium_variant,908,2077,37.939
medium_variant,908,2078,38.085
medium_variant,908,2079,38.286
medium_variant,908,2080,38.521
medium_variant,908,2081,38.697
medium_variant,908,2082,38.932
medium_variant,908,2083,39.215
medium_variant,908,2084,39.528
medium_variant,908,2085,39.865
medium_variant,908,2086,40.094
medium_variant,908,2087,40.359
medium_variant,908,2088,40.654
medium_variant,908,2089,40.97
medium_variant,908,2090,41.304
medium_variant,908,2091,41.474
medium_variant,908,2092,41.666
medium_variant,908,2093,41.88
medium_variant,908,2094,42.114
medium_variant,908,2095,42.363
medium_variant,908,2096,42.412
medium_variant,908,2097,42.487
medium_variant,908,2098,42.592
medium_variant,908,2099,42.726
medium_variant,908,2100,42.886
high_variant,908,2015,18.5585611276569
low_variant,908,2015,18.5585611276569
constant_fertility,908,2015,18.5585611276569
instant_replacement,908,2015,18.5585611276569
zero_migration,908,2015,18.5585611276569
constant_mortality,908,2015,18.5585611276569
no_change,908,2015,18.5585611276569
high_variant,908,2020,20.435299691463
low_variant,908,2020,20.435299691463
constant_fertility,908,2020,20.435299691463
instant_replacement,908,2020,20.4352997336141
zero_migration,908,2020,20.5704465023688
constant_mortality,908,2020,20.1612151572175
no_change,908,2020,20.1612151572175
high_variant,908,2025,23.3626132677724
low_variant,908,2025,23.3626132677724
constant_fertility,908,2025,23.3626132677724
instant_replacement,908,2025,23.3626128932364
zero_migration,908,2025,23.6888041320497
constant_mortality,908,2025,22.5851132399569
no_change,908,2025,22.5851132399569
high_variant,908,2030,26.4965453172704
low_variant,908,2030,26.4965453172704
constant_fertility,908,2030,26.4965453172704
instant_replacement,908,2030,26.4965449399282
zero_migration,908,2030,27.078996385574
constant_mortality,908,2030,25.0056606283623
no_change,908,2030,25.0056606283623
high_variant,908,2035,29.7671114118061
low_variant,908,2035,29.7671114118061
constant_fertility,908,2035,29.7671114118061
instant_replacement,908,2035,29.7671111168978
zero_migration,908,2035,30.6856242293213
constant_mortality,908,2035,27.351431493387
no_change,908,2035,27.351431493387
high_variant,908,2040,31.7529993332244
low_variant,908,2040,32.6247041230944
constant_fertility,908,2040,32.2984378939215
instant_replacement,908,2040,31.4078656129912
zero_migration,908,2040,33.4903342450114
constant_mortality,908,2040,28.6851221048173
no_change,908,2040,28.7892268720852
high_variant,908,2045,33.0893663326472
low_variant,908,2045,35.4615813797752
constant_fertility,908,2045,34.5635160808469
instant_replacement,908,2045,32.6985920899839
zero_migration,908,2045,35.986614043014
constant_mortality,908,2045,29.5418913613007
no_change,908,2045,29.8297276504942
high_variant,908,2050,34.023899014557
low_variant,908,2050,38.3924223241503
constant_fertility,908,2050,36.6534372338861
instant_replacement,908,2050,33.8025893920549
zero_migration,908,2050,38.3139080342822
