variant,continent,year,oldagedependencyratio2069
estimates,935,1950,4.316
estimates,935,1951,4.369
estimates,935,1952,4.379
estimates,935,1953,4.346
estimates,935,1954,4.273
estimates,935,1955,4.163
estimates,935,1956,4.216
estimates,935,1957,4.231
estimates,935,1958,4.204
estimates,935,1959,4.135
estimates,935,1960,4.023
estimates,935,1961,4.097
estimates,935,1962,4.131
estimates,935,1963,4.128
estimates,935,1964,4.09
estimates,935,1965,4.02
estimates,935,1966,4.13
estimates,935,1967,4.218
estimates,935,1968,4.285
estimates,935,1969,4.329
estimates,935,1970,4.35
estimates,935,1971,4.449
estimates,935,1972,4.521
estimates,935,1973,4.569
estimates,935,1974,4.601
estimates,935,1975,4.621
estimates,935,1976,4.723
estimates,935,1977,4.806
estimates,935,1978,4.872
estimates,935,1979,4.92
estimates,935,1980,4.95
estimates,935,1981,5.047
estimates,935,1982,5.12
estimates,935,1983,5.172
estimates,935,1984,5.203
estimates,935,1985,5.216
estimates,935,1986,5.286
estimates,935,1987,5.333
estimates,935,1988,5.361
estimates,935,1989,5.373
estimates,935,1990,5.374
estimates,935,1991,5.441
estimates,935,1992,5.489
estimates,935,1993,5.527
estimates,935,1994,5.563
estimates,935,1995,5.603
estimates,935,1996,5.714
estimates,935,1997,5.818
estimates,935,1998,5.916
estimates,935,1999,6.008
estimates,935,2000,6.094
estimates,935,2001,6.242
estimates,935,2002,6.376
estimates,935,2003,6.497
estimates,935,2004,6.601
estimates,935,2005,6.686
estimates,935,2006,6.809
estimates,935,2007,6.911
estimates,935,2008,6.996
estimates,935,2009,7.064
estimates,935,2010,7.117
estimates,935,2011,7.205
estimates,935,2012,7.277
estimates,935,2013,7.343
estimates,935,2014,7.414
estimates,935,2015,7.496
medium_variant,935,2015,7.496
medium_variant,935,2016,7.644
medium_variant,935,2017,7.794
medium_variant,935,2018,7.957
medium_variant,935,2019,8.154
medium_variant,935,2020,8.391
medium_variant,935,2021,8.717
medium_variant,935,2022,9.073
medium_variant,935,2023,9.441
medium_variant,935,2024,9.793
medium_variant,935,2025,10.117
medium_variant,935,2026,10.462
medium_variant,935,2027,10.779
medium_variant,935,2028,11.083
medium_variant,935,2029,11.396
medium_variant,935,2030,11.731
medium_variant,935,2031,12.115
medium_variant,935,2032,12.507
medium_variant,935,2033,12.912
medium_variant,935,2034,13.337
medium_variant,935,2035,13.79
medium_variant,935,2036,14.296
medium_variant,935,2037,14.816
medium_variant,935,2038,15.343
medium_variant,935,2039,15.866
medium_variant,935,2040,16.38
medium_variant,935,2041,16.907
medium_variant,935,2042,17.42
medium_variant,935,2043,17.911
medium_variant,935,2044,18.364
medium_variant,935,2045,18.769
medium_variant,935,2046,19.153
medium_variant,935,2047,19.491
medium_variant,935,2048,19.8
medium_variant,935,2049,20.106
medium_variant,935,2050,20.432
medium_variant,935,2051,20.801
medium_variant,935,2052,21.172
medium_variant,935,2053,21.564
medium_variant,935,2054,22.003
medium_variant,935,2055,22.502
medium_variant,935,2056,23.07
medium_variant,935,2057,23.691
medium_variant,935,2058,24.337
medium_variant,935,2059,24.961
medium_variant,935,2060,25.534
medium_variant,935,2061,26.07
medium_variant,935,2062,26.558
medium_variant,935,2063,26.998
medium_variant,935,2064,27.389
medium_variant,935,2065,27.732
medium_variant,935,2066,28.036
medium_variant,935,2067,28.295
medium_variant,935,2068,28.517
medium_variant,935,2069,28.72
medium_variant,935,2070,28.923
medium_variant,935,2071,29.121
medium_variant,935,2072,29.314
medium_variant,935,2073,29.513
medium_variant,935,2074,29.728
medium_variant,935,2075,29.96
medium_variant,935,2076,30.181
medium_variant,935,2077,30.416
medium_variant,935,2078,30.68
medium_variant,935,2079,30.97
medium_variant,935,2080,31.279
medium_variant,935,2081,31.583
medium_variant,935,2082,31.928
medium_variant,935,2083,32.29
medium_variant,935,2084,32.65
medium_variant,935,2085,33.006
medium_variant,935,2086,33.354
medium_variant,935,2087,33.707
medium_variant,935,2088,34.063
medium_variant,935,2089,34.42
medium_variant,935,2090,34.774
medium_variant,935,2091,35.067
medium_variant,935,2092,35.354
medium_variant,935,2093,35.64
