variant,continent,year,oldagedependencyratio2069
estimates,905,1950,7.848
estimates,905,1951,8.141
estimates,905,1952,8.423
estimates,905,1953,8.677
estimates,905,1954,8.895
estimates,905,1955,9.083
estimates,905,1956,9.37
estimates,905,1957,9.62
estimates,905,1958,9.823
estimates,905,1959,9.978
estimates,905,1960,10.098
estimates,905,1961,10.345
estimates,905,1962,10.561
estimates,905,1963,10.74
estimates,905,1964,10.877
estimates,905,1965,10.972
estimates,905,1966,11.127
estimates,905,1967,11.236
estimates,905,1968,11.296
estimates,905,1969,11.305
estimates,905,1970,11.272
estimates,905,1971,11.347
estimates,905,1972,11.354
estimates,905,1973,11.314
estimates,905,1974,11.264
estimates,905,1975,11.233
estimates,905,1976,11.409
estimates,905,1977,11.596
estimates,905,1978,11.767
estimates,905,1979,11.91
estimates,905,1980,12.036
estimates,905,1981,12.209
estimates,905,1982,12.359
estimates,905,1983,12.483
estimates,905,1984,12.585
estimates,905,1985,12.675
estimates,905,1986,12.834
estimates,905,1987,12.975
estimates,905,1988,13.098
estimates,905,1989,13.211
estimates,905,1990,13.328
estimates,905,1991,13.504
estimates,905,1992,13.673
estimates,905,1993,13.821
estimates,905,1994,13.938
estimates,905,1995,14.019
estimates,905,1996,14.133
estimates,905,1997,14.215
estimates,905,1998,14.261
estimates,905,1999,14.264
estimates,905,2000,14.224
estimates,905,2001,14.198
estimates,905,2002,14.142
estimates,905,2003,14.064
estimates,905,2004,13.978
estimates,905,2005,13.896
estimates,905,2006,13.919
estimates,905,2007,13.948
estimates,905,2008,13.991
estimates,905,2009,14.05
estimates,905,2010,14.131
estimates,905,2011,14.269
estimates,905,2012,14.425
estimates,905,2013,14.618
estimates,905,2014,14.876
estimates,905,2015,15.216
medium_variant,905,2015,15.216
medium_variant,905,2016,15.645
medium_variant,905,2017,16.155
medium_variant,905,2018,16.724
medium_variant,905,2019,17.317
medium_variant,905,2020,17.911
medium_variant,905,2021,18.5
medium_variant,905,2022,19.094
medium_variant,905,2023,19.704
medium_variant,905,2024,20.349
medium_variant,905,2025,21.038
medium_variant,905,2026,21.727
medium_variant,905,2027,22.446
