variant,continent,year,oldagedependencyratio2069
estimates,903,1950,3.718
estimates,903,1951,3.753
estimates,903,1952,3.752
estimates,903,1953,3.718
estimates,903,1954,3.651
estimates,903,1955,3.557
estimates,903,1956,3.617
estimates,903,1957,3.647
estimates,903,1958,3.649
estimates,903,1959,3.625
estimates,903,1960,3.577
estimates,903,1961,3.653
estimates,903,1962,3.702
estimates,903,1963,3.725
estimates,903,1964,3.724
estimates,903,1965,3.702
estimates,903,1966,3.78
estimates,903,1967,3.83
estimates,903,1968,3.853
estimates,903,1969,3.849
estimates,903,1970,3.82
estimates,903,1971,3.891
estimates,903,1972,3.934
estimates,903,1973,3.95
estimates,903,1974,3.945
estimates,903,1975,3.921
estimates,903,1976,3.99
estimates,903,1977,4.034
estimates,903,1978,4.054
estimates,903,1979,4.051
estimates,903,1980,4.029
estimates,903,1981,4.08
estimates,903,1982,4.108
estimates,903,1983,4.114
estimates,903,1984,4.102
estimates,903,1985,4.076
estimates,903,1986,4.129
estimates,903,1987,4.161
estimates,903,1988,4.175
estimates,903,1989,4.175
estimates,903,1990,4.162
estimates,903,1991,4.216
estimates,903,1992,4.25
estimates,903,1993,4.266
estimates,903,1994,4.265
estimates,903,1995,4.25
estimates,903,1996,4.307
estimates,903,1997,4.341
estimates,903,1998,4.356
estimates,903,1999,4.355
estimates,903,2000,4.344
estimates,903,2001,4.402
estimates,903,2002,4.441
estimates,903,2003,4.46
estimates,903,2004,4.459
estimates,903,2005,4.441
estimates,903,2006,4.485
estimates,903,2007,4.51
estimates,903,2008,4.517
estimates,903,2009,4.51
estimates,903,2010,4.492
estimates,903,2011,4.503
estimates,903,2012,4.498
estimates,903,2013,4.481
estimates,903,2014,4.457
estimates,903,2015,4.43
medium_variant,903,2015,4.43
medium_variant,903,2016,4.462
medium_variant,903,2017,4.483
medium_variant,903,2018,4.496
medium_variant,903,2019,4.502
medium_variant,903,2020,4.503
medium_variant,903,2021,4.559
medium_variant,903,2022,4.603
medium_variant,903,2023,4.638
medium_variant,903,2024,4.667
medium_variant,903,2025,4.691
medium_variant,903,2026,4.76
medium_variant,903,2027,4.817
medium_variant,903,2028,4.865
medium_variant,903,2029,4.905
medium_variant,903,2030,4.939
medium_variant,903,2031,5.01
medium_variant,903,2032,5.07
medium_variant,903,2033,5.119
medium_variant,903,2034,5.161
medium_variant,903,2035,5.197
medium_variant,903,2036,5.267
medium_variant,903,2037,5.328
medium_variant,903,2038,5.382
medium_variant,903,2039,5.432
medium_variant,903,2040,5.483
medium_variant,903,2041,5.57
medium_variant,903,2042,5.651
medium_variant,903,2043,5.729
medium_variant,903,2044,5.809
medium_variant,903,2045,5.894
medium_variant,903,2046,6.017
medium_variant,903,2047,6.137
medium_variant,903,2048,6.256
medium_variant,903,2049,6.379
medium_variant,903,2050,6.507
medium_variant,903,2051,6.67
medium_variant,903,2052,6.829
medium_variant,903,2053,6.985
medium_variant,903,2054,7.14
medium_variant,903,2055,7.292
medium_variant,903,2056,7.469
medium_variant,903,2057,7.636
medium_variant,903,2058,7.796
medium_variant,903,2059,7.948
medium_variant,903,2060,8.092
medium_variant,903,2061,8.253
medium_variant,903,2062,8.4
medium_variant,903,2063,8.539
medium_variant,903,2064,8.672
medium_variant,903,2065,8.803
medium_variant,903,2066,8.954
medium_variant,903,2067,9.097
medium_variant,903,2068,9.234
medium_variant,903,2069,9.372
medium_variant,903,2070,9.515
medium_variant,903,2071,9.683
medium_variant,903,2072,9.847
medium_variant,903,2073,10.013
medium_variant,903,2074,10.182
medium_variant,903,2075,10.36
medium_variant,903,2076,10.565
medium_variant,903,2077,10.769
medium_variant,903,2078,10.976
medium_variant,903,2079,11.191
medium_variant,903,2080,11.417
medium_variant,903,2081,11.671
medium_variant,903,2082,11.928
medium_variant,903,2083,12.185
medium_variant,903,2084,12.44
medium_variant,903,2085,12.691
medium_variant,903,2086,12.953
medium_variant,903,2087,13.205
medium_variant,903,2088,13.45
medium_variant,903,2089,13.692
medium_variant,903,2090,13.932
medium_variant,903,2091,14.18
medium_variant,903,2092,14.42
medium_variant,903,2093,14.656
medium_variant,903,2094,14.89
medium_variant,903,2095,15.127
medium_variant,903,2096,15.371
medium_variant,903,2097,15.612
medium_variant,903,2098,15.851
medium_variant,903,2099,16.093
medium_variant,903,2100,16.339
high_variant,903,2015,4.42981269583475
low_variant,903,2015,4.42981269583475
constant_fertility,903,2015,4.42981269583475
instant_replacement,903,2015,4.42981269583475
zero_migration,903,2015,4.42981269583475
constant_mortality,903,2015,4.42981269583475
no_change,903,2015,4.42981269583475
high_variant,903,2020,4.50330689372462
low_variant,903,2020,4.50330689372462
constant_fertility,903,2020,4.50330689372462
instant_replacement,903,2020,4.50331751932174
zero_migration,903,2020,4.49443985280479
constant_mortality,903,2020,4.45942192796933
no_change,903,2020,4.45942096308819
high_variant,903,2025,4.69050422010994
low_variant,903,2025,4.69050422010994
constant_fertility,903,2025,4.69050422010994
instant_replacement,903,2025,4.69054927558463
zero_migration,903,2025,4.6736192118327
constant_mortality,903,2025,4.56752615517547
no_change,903,2025,4.56752061122948
high_variant,903,2030,4.93871466796662
low_variant,903,2030,4.93871466796662
constant_fertility,903,2030,4.93871466796662
instant_replacement,903,2030,4.93885398455392
zero_migration,903,2030,4.91584862883766
constant_mortality,903,2030,4.71198124835573
no_change,903,2030,4.71195892553374
high_variant,903,2035,5.19687354931855
low_variant,903,2035,5.19687354931855
constant_fertility,903,2035,5.19687354931855
instant_replacement,903,2035,5.19695093441977
zero_migration,903,2035,5.16972263915766
constant_mortality,903,2035,4.84749843102887
