region,variant,freq,year,lifeexpectancyat60
921,estimates,5yearly,1950,12.4582718679016
921,estimates,5yearly,1955,13.0175156401065
921,estimates,5yearly,1960,13.4973917194826
921,estimates,5yearly,1965,13.9986068922905
921,estimates,5yearly,1970,14.5169741761136
921,estimates,5yearly,1975,14.9191173106289
921,estimates,5yearly,1980,15.0856210212922
921,estimates,5yearly,1985,15.2704596998881
921,estimates,5yearly,1990,15.8588935250681
921,estimates,5yearly,1995,16.5122844806605
921,estimates,5yearly,2000,16.9209322075531
921,estimates,5yearly,2005,17.3243680360638
921,estimates,5yearly,2010,17.9236282358228
921,medium_variant,5yearly,2015,18.2795706461054
921,medium_variant,5yearly,2020,18.5857833352568
921,medium_variant,5yearly,2025,18.8782413448718
921,medium_variant,5yearly,2030,19.2152635634329
921,medium_variant,5yearly,2035,19.5461214507855
921,medium_variant,5yearly,2040,19.9579536604111
921,medium_variant,5yearly,2045,20.3843041038093
921,medium_variant,5yearly,2050,20.7899143047953
921,medium_variant,5yearly,2055,21.1851905410837
921,medium_variant,5yearly,2060,21.5692144136107
921,medium_variant,5yearly,2065,21.9573162507966
921,medium_variant,5yearly,2070,22.3593588428497
921,medium_variant,5yearly,2075,22.7670700769058
921,medium_variant,5yearly,2080,23.1768558164418
921,medium_variant,5yearly,2085,23.6171693494796
921,medium_variant,5yearly,2090,24.0547877508906
921,medium_variant,5yearly,2095,24.5296695445497
