region,variant,freq,year,lifeexpectancyat60
928,estimates,5yearly,1950,11.6214095682054
928,estimates,5yearly,1955,12.3748659172685
928,estimates,5yearly,1960,12.7936264737519
928,estimates,5yearly,1965,13.3095863096469
928,estimates,5yearly,1970,13.7528384294508
928,estimates,5yearly,1975,14.4453763015751
928,estimates,5yearly,1980,15.0160829394144
928,estimates,5yearly,1985,15.1358337563488
928,estimates,5yearly,1990,15.5182833708515
928,estimates,5yearly,1995,15.8834882231124
928,estimates,5yearly,2000,16.3055711786875
928,estimates,5yearly,2005,16.7985564469457
928,estimates,5yearly,2010,17.0867516257866
928,medium_variant,5yearly,2015,17.2683963933927
928,medium_variant,5yearly,2020,17.4566610534291
928,medium_variant,5yearly,2025,17.6510796460461
928,medium_variant,5yearly,2030,17.8597267871693
928,medium_variant,5yearly,2035,18.0711124076638
928,medium_variant,5yearly,2040,18.2740274767085
928,medium_variant,5yearly,2045,18.4739718655665
928,medium_variant,5yearly,2050,18.6724743120324
928,medium_variant,5yearly,2055,18.872524172067
928,medium_variant,5yearly,2060,19.0730188971247
928,medium_variant,5yearly,2065,19.314364624665
928,medium_variant,5yearly,2070,19.5781443661192
928,medium_variant,5yearly,2075,19.8486295399057
928,medium_variant,5yearly,2080,20.1644352938781
928,medium_variant,5yearly,2085,20.4791464857842
928,medium_variant,5yearly,2090,20.815113376785
928,medium_variant,5yearly,2095,21.1580931098841
928,estimates,5yearly,Regi,Melanesia
928,medium_variant,5yearly,Regi,Melanesia
