region,variant,freq,year,lifeexpectancyat60
1501,estimates,5yearly,1950,13.0981831850326
1501,estimates,5yearly,1955,13.638675028049
1501,estimates,5yearly,1960,14.0918097645139
1501,estimates,5yearly,1965,14.5810684518376
1501,estimates,5yearly,1970,14.8971570900108
1501,estimates,5yearly,1975,15.3425539566442
1501,estimates,5yearly,1980,15.5041730352958
1501,estimates,5yearly,1985,15.6957728991938
1501,estimates,5yearly,1990,16.0846871607418
1501,estimates,5yearly,1995,16.5024329066063
1501,estimates,5yearly,2000,16.8165011684339
1501,estimates,5yearly,2005,17.2001734456588
1501,estimates,5yearly,2010,17.7188160705606
1501,medium_variant,5yearly,2015,18.0648820479159
1501,medium_variant,5yearly,2020,18.3827310551751
1501,medium_variant,5yearly,2025,18.6924332469413
1501,medium_variant,5yearly,2030,19.030829901424
1501,medium_variant,5yearly,2035,19.3622342075014
1501,medium_variant,5yearly,2040,19.7540732681163
1501,medium_variant,5yearly,2045,20.1301038844398
1501,medium_variant,5yearly,2050,20.5204804992967
1501,medium_variant,5yearly,2055,20.8897950105893
1501,medium_variant,5yearly,2060,21.2623003101676
1501,medium_variant,5yearly,2065,21.6229161820429
1501,medium_variant,5yearly,2070,21.9932757293124
1501,medium_variant,5yearly,2075,22.3559040194135
1501,medium_variant,5yearly,2080,22.7292065289551
1501,medium_variant,5yearly,2085,23.1136740998111
1501,medium_variant,5yearly,2090,23.4984999678481
1501,medium_variant,5yearly,2095,23.9086335530291
1501,estimates,5yearly,Regi,Lower-middle-income countries
1501,medium_variant,5yearly,Regi,Lower-middle-income countries
