region,variant,freq,year,lifeexpectancyat60
947,estimates,5yearly,1950,12.2438696324766
947,estimates,5yearly,1955,12.6774276516875
947,estimates,5yearly,1960,13.1077982287131
947,estimates,5yearly,1965,13.4980300902339
947,estimates,5yearly,1970,13.8049670772573
947,estimates,5yearly,1975,14.1331156732096
947,estimates,5yearly,1980,14.4064054607741
947,estimates,5yearly,1985,14.6541379517805
947,estimates,5yearly,1990,14.7130466772424
947,estimates,5yearly,1995,14.8026528407593
947,estimates,5yearly,2000,15.0022810329448
947,estimates,5yearly,2005,15.5994560097974
947,estimates,5yearly,2010,16.1272101785348
947,medium_variant,5yearly,2015,16.5205428104277
947,medium_variant,5yearly,2020,16.8385388335508
947,medium_variant,5yearly,2025,17.169144048303
947,medium_variant,5yearly,2030,17.5062533818992
947,medium_variant,5yearly,2035,17.8324055112835
947,medium_variant,5yearly,2040,18.1751496715561
947,medium_variant,5yearly,2045,18.5452326615646
947,medium_variant,5yearly,2050,18.9439226756296
947,medium_variant,5yearly,2055,19.3723318574975
947,medium_variant,5yearly,2060,19.7843579213295
947,medium_variant,5yearly,2065,20.1840663874795
947,medium_variant,5yearly,2070,20.57376373309
947,medium_variant,5yearly,2075,20.9397443075448
947,medium_variant,5yearly,2080,21.3408543003206
947,medium_variant,5yearly,2085,21.7339412389032
947,medium_variant,5yearly,2090,22.1247760286887
947,medium_variant,5yearly,2095,22.5180195106954
947,estimates,5yearly,Regi,Sub-Saharan Africa
947,medium_variant,5yearly,Regi,Sub-Saharan Africa
