region,variant,freq,year,lifeexpectancyat60
911,estimates,5yearly,1950,12.8293335611638
911,estimates,5yearly,1955,13.1478947534464
911,estimates,5yearly,1960,13.4643585046607
911,estimates,5yearly,1965,13.8316373202299
911,estimates,5yearly,1970,14.2716528726183
911,estimates,5yearly,1975,14.5794843378693
911,estimates,5yearly,1980,14.8615293475259
911,estimates,5yearly,1985,15.0402738278074
911,estimates,5yearly,1990,15.1439999588736
911,estimates,5yearly,1995,15.1269948812619
911,estimates,5yearly,2000,15.5676122076275
911,estimates,5yearly,2005,16.1626883719521
911,estimates,5yearly,2010,16.6546255003418
911,medium_variant,5yearly,2015,17.0273710050335
911,medium_variant,5yearly,2020,17.3863779444479
911,medium_variant,5yearly,2025,17.7245247496503
911,medium_variant,5yearly,2030,18.0428281665134
911,medium_variant,5yearly,2035,18.3413986003173
911,medium_variant,5yearly,2040,18.6424210434176
911,medium_variant,5yearly,2045,18.9382326142593
911,medium_variant,5yearly,2050,19.279410315165
911,medium_variant,5yearly,2055,19.6338715054731
911,medium_variant,5yearly,2060,20.0079554378145
911,medium_variant,5yearly,2065,20.379071527668
911,medium_variant,5yearly,2070,20.7558918284221
911,medium_variant,5yearly,2075,21.1530789093313
911,medium_variant,5yearly,2080,21.5396081721287
911,medium_variant,5yearly,2085,21.950852461015
911,medium_variant,5yearly,2090,22.3654578136177
911,medium_variant,5yearly,2095,22.7887406387561
