region,variant,freq,year,lifeexpectancyat60
902,estimates,5yearly,1950,12.3049590899043
902,estimates,5yearly,1955,12.4731085364903
902,estimates,5yearly,1960,13.0546411767069
902,estimates,5yearly,1965,14.6112151095713
902,estimates,5yearly,1970,15.1426036257709
902,estimates,5yearly,1975,15.7577202115254
902,estimates,5yearly,1980,16.1717671295579
902,estimates,5yearly,1985,16.5364339758766
902,estimates,5yearly,1990,16.938272886066
902,estimates,5yearly,1995,17.4315102835564
902,estimates,5yearly,2000,17.9856212901756
902,estimates,5yearly,2005,18.4929675278749
902,estimates,5yearly,2010,19.0013970410058
902,medium_variant,5yearly,2015,19.4745416121475
902,medium_variant,5yearly,2020,19.899438471298
902,medium_variant,5yearly,2025,20.3367145325954
902,medium_variant,5yearly,2030,20.7910279770576
902,medium_variant,5yearly,2035,21.1905323233126
902,medium_variant,5yearly,2040,21.5959356399491
902,medium_variant,5yearly,2045,21.9988190257351
902,medium_variant,5yearly,2050,22.408851479227
902,medium_variant,5yearly,2055,22.7576959294891
902,medium_variant,5yearly,2060,23.0702039055406
902,medium_variant,5yearly,2065,23.3890826565478
902,medium_variant,5yearly,2070,23.702036740813
902,medium_variant,5yearly,2075,24.0077521249102
902,medium_variant,5yearly,2080,24.3174769148343
902,medium_variant,5yearly,2085,24.6217654460163
902,medium_variant,5yearly,2090,24.9484752331396
902,medium_variant,5yearly,2095,25.2892636181107
902,estimates,5yearly,Regi,Less developed regions
902,medium_variant,5yearly,Regi,Less developed regions
