region,variant,freq,year,lifeexpectancyat60
916,estimates,5yearly,1950,15.1296031318632
916,estimates,5yearly,1955,16.3237597688466
916,estimates,5yearly,1960,17.1095882388555
916,estimates,5yearly,1965,17.4563611636784
916,estimates,5yearly,1970,17.9030971598442
916,estimates,5yearly,1975,18.4671561744606
916,estimates,5yearly,1980,19.0195653720927
916,estimates,5yearly,1985,19.5779098020942
916,estimates,5yearly,1990,20.1631002463506
916,estimates,5yearly,1995,20.7966006232573
916,estimates,5yearly,2000,21.2699972287436
916,estimates,5yearly,2005,22.0448636482846
916,estimates,5yearly,2010,22.5918051662804
916,medium_variant,5yearly,2015,23.1055761669941
916,medium_variant,5yearly,2020,23.5551498339057
916,medium_variant,5yearly,2025,24.0087058779392
916,medium_variant,5yearly,2030,24.4693852088709
916,medium_variant,5yearly,2035,24.9316206119005
916,medium_variant,5yearly,2040,25.4170572726083
916,medium_variant,5yearly,2045,25.9097485908684
916,medium_variant,5yearly,2050,26.3971873067316
916,medium_variant,5yearly,2055,26.8817282542946
916,medium_variant,5yearly,2060,27.3257843190972
916,medium_variant,5yearly,2065,27.7415321160668
916,medium_variant,5yearly,2070,28.1367860271266
916,medium_variant,5yearly,2075,28.5242773319529
916,medium_variant,5yearly,2080,28.9240066878547
916,medium_variant,5yearly,2085,29.3060262215629
916,medium_variant,5yearly,2090,29.7121276339528
916,medium_variant,5yearly,2095,30.1081839186867
916,estimates,5yearly,Regi,Central America
916,medium_variant,5yearly,Regi,Central America
