region,variant,freq,year,lifeexpectancyat60
5500,estimates,5yearly,1950,15.3031049553615
5500,estimates,5yearly,1955,16.0146509058269
5500,estimates,5yearly,1960,16.7774420443548
5500,estimates,5yearly,1965,17.4678114579716
5500,estimates,5yearly,1970,17.807884487851
5500,estimates,5yearly,1975,17.965952876374
5500,estimates,5yearly,1980,18.3358271513331
5500,estimates,5yearly,1985,18.5663837387247
5500,estimates,5yearly,1990,17.6936231439959
5500,estimates,5yearly,1995,16.9292487890785
5500,estimates,5yearly,2000,16.9949850614825
5500,estimates,5yearly,2005,17.2006121010874
5500,estimates,5yearly,2010,17.6228268247872
5500,medium_variant,5yearly,2015,17.8625266020849
5500,medium_variant,5yearly,2020,18.166045622372
5500,medium_variant,5yearly,2025,18.4987338257224
5500,medium_variant,5yearly,2030,18.8672648473869
5500,medium_variant,5yearly,2035,19.2318444666097
5500,medium_variant,5yearly,2040,19.5938165925339
5500,medium_variant,5yearly,2045,20.0055281480749
5500,medium_variant,5yearly,2050,20.4193125351364
5500,medium_variant,5yearly,2055,20.8480388119605
5500,medium_variant,5yearly,2060,21.2726218398952
5500,medium_variant,5yearly,2065,21.74064372841
5500,medium_variant,5yearly,2070,22.21789478384
5500,medium_variant,5yearly,2075,22.7252386459421
5500,medium_variant,5yearly,2080,23.2406122885666
5500,medium_variant,5yearly,2085,23.7692531000932
5500,medium_variant,5yearly,2090,24.2999539053387
5500,medium_variant,5yearly,2095,24.8132696782809
5500,estimates,5yearly,Regi,Central Asia
5500,medium_variant,5yearly,Regi,Central Asia
