region,variant,freq,year,lifeexpectancyat60
912,estimates,5yearly,1950,14.5371029923123
912,estimates,5yearly,1955,14.9028376142826
912,estimates,5yearly,1960,15.2040291385671
912,estimates,5yearly,1965,15.5068876188296
912,estimates,5yearly,1970,15.8198447010209
912,estimates,5yearly,1975,16.1013006650676
912,estimates,5yearly,1980,16.5180034799154
912,estimates,5yearly,1985,16.8246071339308
912,estimates,5yearly,1990,17.081748406367
912,estimates,5yearly,1995,17.3868962418648
912,estimates,5yearly,2000,17.8096705427353
912,estimates,5yearly,2005,18.372286356862
912,estimates,5yearly,2010,18.7391017704342
912,medium_variant,5yearly,2015,19.1968502902576
912,medium_variant,5yearly,2020,19.664301078056
912,medium_variant,5yearly,2025,20.1182190557404
912,medium_variant,5yearly,2030,20.57707894785
912,medium_variant,5yearly,2035,21.0239476559661
912,medium_variant,5yearly,2040,21.4665925447234
912,medium_variant,5yearly,2045,21.9025198970417
912,medium_variant,5yearly,2050,22.3425300810697
912,medium_variant,5yearly,2055,22.7564874270785
912,medium_variant,5yearly,2060,23.1304923709967
912,medium_variant,5yearly,2065,23.5042891205095
912,medium_variant,5yearly,2070,23.8678582969004
912,medium_variant,5yearly,2075,24.2503623691521
912,medium_variant,5yearly,2080,24.620018855752
912,medium_variant,5yearly,2085,25.0139654037024
912,medium_variant,5yearly,2090,25.4121939097849
912,medium_variant,5yearly,2095,25.804161169996
912,estimates,5yearly,Regi,Northern Africa
912,medium_variant,5yearly,Regi,Northern Africa
