variant,country,year,rateofnaturalincreaseper1000population
estimates,332,1950,18.423
estimates,332,1951,18.608
estimates,332,1952,18.98
estimates,332,1953,19.355
estimates,332,1954,19.734
estimates,332,1955,20.115
estimates,332,1956,20.497
estimates,332,1957,20.875
estimates,332,1958,21.242
estimates,332,1959,21.586
estimates,332,1960,21.894
estimates,332,1961,22.15
estimates,332,1962,22.34
estimates,332,1963,22.455
estimates,332,1964,22.492
estimates,332,1965,22.444
estimates,332,1966,22.303
estimates,332,1967,22.089
estimates,332,1968,21.833
estimates,332,1969,21.57
estimates,332,1970,21.352
estimates,332,1971,21.23
estimates,332,1972,21.239
estimates,332,1973,21.396
estimates,332,1974,21.708
estimates,332,1975,22.185
estimates,332,1976,22.823
estimates,332,1977,23.573
estimates,332,1978,24.373
estimates,332,1979,25.168
estimates,332,1980,25.88
estimates,332,1981,26.437
estimates,332,1982,26.8
estimates,332,1983,26.951
estimates,332,1984,26.886
estimates,332,1985,26.622
estimates,332,1986,26.2
estimates,332,1987,25.69
estimates,332,1988,25.155
estimates,332,1989,24.63
estimates,332,1990,24.144
estimates,332,1991,23.708
estimates,332,1992,23.307
estimates,332,1993,22.926
estimates,332,1994,22.564
estimates,332,1995,22.211
estimates,332,1996,21.85
estimates,332,1997,21.471
estimates,332,1998,21.069
estimates,332,1999,20.648
estimates,332,2000,20.224
estimates,332,2001,19.818
estimates,332,2002,19.449
estimates,332,2003,19.127
estimates,332,2004,18.853
estimates,332,2005,18.618
estimates,332,2006,18.404
estimates,332,2007,18.191
estimates,332,2008,17.962
estimates,332,2009,17.708
estimates,332,2010,17.429
estimates,332,2011,17.129
estimates,332,2012,16.818
estimates,332,2013,16.507
estimates,332,2014,16.198
estimates,332,2015,15.891
medium_variant,332,2015,15.891
medium_variant,332,2016,15.585
medium_variant,332,2017,15.277
medium_variant,332,2018,14.966
medium_variant,332,2019,14.651
medium_variant,332,2020,14.332
medium_variant,332,2021,14.012
medium_variant,332,2022,13.69
medium_variant,332,2023,13.369
medium_variant,332,2024,13.05
medium_variant,332,2025,12.733
medium_variant,332,2026,12.418
medium_variant,332,2027,12.106
medium_variant,332,2028,11.797
medium_variant,332,2029,11.49
medium_variant,332,2030,11.185
medium_variant,332,2031,10.882
medium_variant,332,2032,10.58
medium_variant,332,2033,10.28
medium_variant,332,2034,9.981
medium_variant,332,2035,9.684
medium_variant,332,2036,9.39
medium_variant,332,2037,9.099
medium_variant,332,2038,8.812
medium_variant,332,2039,8.527
medium_variant,332,2040,8.244
medium_variant,332,2041,7.96
medium_variant,332,2042,7.676
medium_variant,332,2043,7.39
medium_variant,332,2044,7.101
medium_variant,332,2045,6.812
medium_variant,332,2046,6.522
medium_variant,332,2047,6.233
medium_variant,332,2048,5.947
medium_variant,332,2049,5.663
medium_variant,332,2050,5.381
medium_variant,332,2051,5.099
medium_variant,332,2052,4.817
medium_variant,332,2053,4.534
medium_variant,332,2054,4.25
medium_variant,332,2055,3.966
medium_variant,332,2056,3.682
medium_variant,332,2057,3.4
medium_variant,332,2058,3.122
medium_variant,332,2059,2.847
medium_variant,332,2060,2.579
medium_variant,332,2061,2.316
medium_variant,332,2062,2.059
medium_variant,332,2063,1.809
medium_variant,332,2064,1.566
medium_variant,332,2065,1.331
medium_variant,332,2066,1.103
medium_variant,332,2067,0.883
medium_variant,332,2068,0.67
medium_variant,332,2069,0.464
medium_variant,332,2070,0.267
medium_variant,332,2071,0.078
medium_variant,332,2072,-0.101
medium_variant,332,2073,-0.272
medium_variant,332,2074,-0.435
medium_variant,332,2075,-0.589
medium_variant,332,2076,-0.737
medium_variant,332,2077,-0.878
medium_variant,332,2078,-1.014
medium_variant,332,2079,-1.145
medium_variant,332,2080,-1.272
medium_variant,332,2081,-1.395
medium_variant,332,2082,-1.515
medium_variant,332,2083,-1.631
medium_variant,332,2084,-1.743
medium_variant,332,2085,-1.852
medium_variant,332,2086,-1.958
medium_variant,332,2087,-2.06
medium_variant,332,2088,-2.159
medium_variant,332,2089,-2.255
medium_variant,332,2090,-2.348
medium_variant,332,2091,-2.437
medium_variant,332,2092,-2.523
medium_variant,332,2093,-2.606
medium_variant,332,2094,-2.686
medium_variant,332,2095,-2.762
medium_variant,332,2096,-2.835
medium_variant,332,2097,-2.905
medium_variant,332,2098,-2.972
medium_variant,332,2099,-3.035
