variant,country,year,rateofnaturalincreaseper1000population
estimates,756,1950,7.24
estimates,756,1951,7.165
estimates,756,1952,7.055
estimates,756,1953,7.021
estimates,756,1954,7.063
estimates,756,1955,7.181
estimates,756,1956,7.37
estimates,756,1957,7.623
estimates,756,1958,7.925
estimates,756,1959,8.253
estimates,756,1960,8.579
estimates,756,1961,8.87
estimates,756,1962,9.093
estimates,756,1963,9.216
estimates,756,1964,9.222
estimates,756,1965,9.093
estimates,756,1966,8.823
estimates,756,1967,8.435
estimates,756,1968,7.957
estimates,756,1969,7.408
estimates,756,1970,6.805
estimates,756,1971,6.165
estimates,756,1972,5.508
estimates,756,1973,4.858
estimates,756,1974,4.242
estimates,756,1975,3.687
estimates,756,1976,3.215
estimates,756,1977,2.83
estimates,756,1978,2.532
estimates,756,1979,2.322
estimates,756,1980,2.201
estimates,756,1981,2.159
estimates,756,1982,2.179
estimates,756,1983,2.238
estimates,756,1984,2.321
estimates,756,1985,2.415
estimates,756,1986,2.512
estimates,756,1987,2.606
estimates,756,1988,2.693
estimates,756,1989,2.763
estimates,756,1990,2.81
estimates,756,1991,2.828
estimates,756,1992,2.821
estimates,756,1993,2.79
estimates,756,1994,2.734
estimates,756,1995,2.651
estimates,756,1996,2.535
estimates,756,1997,2.391
estimates,756,1998,2.226
estimates,756,1999,2.053
estimates,756,2000,1.891
estimates,756,2001,1.76
estimates,756,2002,1.673
estimates,756,2003,1.637
estimates,756,2004,1.652
estimates,756,2005,1.712
estimates,756,2006,1.803
estimates,756,2007,1.905
estimates,756,2008,2.002
estimates,756,2009,2.085
estimates,756,2010,2.151
estimates,756,2011,2.204
estimates,756,2012,2.25
estimates,756,2013,2.294
estimates,756,2014,2.332
estimates,756,2015,2.362
medium_variant,756,2015,2.362
medium_variant,756,2016,2.377
medium_variant,756,2017,2.372
medium_variant,756,2018,2.344
medium_variant,756,2019,2.291
medium_variant,756,2020,2.213
medium_variant,756,2021,2.11
medium_variant,756,2022,1.986
medium_variant,756,2023,1.847
medium_variant,756,2024,1.695
medium_variant,756,2025,1.532
medium_variant,756,2026,1.361
medium_variant,756,2027,1.181
medium_variant,756,2028,0.996
medium_variant,756,2029,0.809
medium_variant,756,2030,0.623
medium_variant,756,2031,0.441
medium_variant,756,2032,0.264
medium_variant,756,2033,0.094
medium_variant,756,2034,-0.067
medium_variant,756,2035,-0.215
medium_variant,756,2036,-0.35
medium_variant,756,2037,-0.472
medium_variant,756,2038,-0.581
medium_variant,756,2039,-0.679
medium_variant,756,2040,-0.765
medium_variant,756,2041,-0.842
medium_variant,756,2042,-0.91
medium_variant,756,2043,-0.974
medium_variant,756,2044,-1.035
medium_variant,756,2045,-1.097
medium_variant,756,2046,-1.163
medium_variant,756,2047,-1.233
medium_variant,756,2048,-1.308
medium_variant,756,2049,-1.388
medium_variant,756,2050,-1.473
medium_variant,756,2051,-1.562
medium_variant,756,2052,-1.652
medium_variant,756,2053,-1.74
medium_variant,756,2054,-1.824
medium_variant,756,2055,-1.899
medium_variant,756,2056,-1.964
medium_variant,756,2057,-2.017
medium_variant,756,2058,-2.057
medium_variant,756,2059,-2.084
medium_variant,756,2060,-2.095
medium_variant,756,2061,-2.092
medium_variant,756,2062,-2.074
medium_variant,756,2063,-2.047
medium_variant,756,2064,-2.012
medium_variant,756,2065,-1.972
medium_variant,756,2066,-1.931
medium_variant,756,2067,-1.892
medium_variant,756,2068,-1.856
medium_variant,756,2069,-1.826
medium_variant,756,2070,-1.803
medium_variant,756,2071,-1.789
medium_variant,756,2072,-1.782
medium_variant,756,2073,-1.78
medium_variant,756,2074,-1.781
medium_variant,756,2075,-1.783
medium_variant,756,2076,-1.785
medium_variant,756,2077,-1.785
medium_variant,756,2078,-1.78
medium_variant,756,2079,-1.77
medium_variant,756,2080,-1.752
medium_variant,756,2081,-1.725
medium_variant,756,2082,-1.69
medium_variant,756,2083,-1.648
medium_variant,756,2084,-1.6
medium_variant,756,2085,-1.548
medium_variant,756,2086,-1.493
medium_variant,756,2087,-1.437
medium_variant,756,2088,-1.382
medium_variant,756,2089,-1.33
medium_variant,756,2090,-1.282
medium_variant,756,2091,-1.24
medium_variant,756,2092,-1.204
medium_variant,756,2093,-1.173
medium_variant,756,2094,-1.149
medium_variant,756,2095,-1.132
medium_variant,756,2096,-1.12
medium_variant,756,2097,-1.115
medium_variant,756,2098,-1.116
medium_variant,756,2099,-1.123
