variant,country,year,rateofnaturalincreaseper1000population
estimates,554,1950,15.29
estimates,554,1951,15.634
estimates,554,1952,16.26
estimates,554,1953,16.76
estimates,554,1954,17.135
estimates,554,1955,17.386
estimates,554,1956,17.515
estimates,554,1957,17.526
estimates,554,1958,17.428
estimates,554,1959,17.235
estimates,554,1960,16.962
estimates,554,1961,16.631
estimates,554,1962,16.263
estimates,554,1963,15.881
estimates,554,1964,15.502
estimates,554,1965,15.145
estimates,554,1966,14.823
estimates,554,1967,14.529
estimates,554,1968,14.247
estimates,554,1969,13.966
estimates,554,1970,13.649
estimates,554,1971,13.257
estimates,554,1972,12.766
estimates,554,1973,12.175
estimates,554,1974,11.5
estimates,554,1975,10.775
estimates,554,1976,10.047
estimates,554,1977,9.371
estimates,554,1978,8.79
estimates,554,1979,8.33
estimates,554,1980,8.008
estimates,554,1981,7.823
estimates,554,1982,7.746
estimates,554,1983,7.748
estimates,554,1984,7.811
estimates,554,1985,7.926
estimates,554,1986,8.085
estimates,554,1987,8.276
estimates,554,1988,8.479
estimates,554,1989,8.672
estimates,554,1990,8.819
estimates,554,1991,8.889
estimates,554,1992,8.871
estimates,554,1993,8.763
estimates,554,1994,8.574
estimates,554,1995,8.32
estimates,554,1996,8.026
estimates,554,1997,7.73
estimates,554,1998,7.466
estimates,554,1999,7.256
estimates,554,2000,7.126
estimates,554,2001,7.097
estimates,554,2002,7.159
estimates,554,2003,7.289
estimates,554,2004,7.468
estimates,554,2005,7.657
estimates,554,2006,7.81
estimates,554,2007,7.894
estimates,554,2008,7.887
estimates,554,2009,7.783
estimates,554,2010,7.595
estimates,554,2011,7.349
estimates,554,2012,7.088
estimates,554,2013,6.844
estimates,554,2014,6.632
estimates,554,2015,6.459
medium_variant,554,2015,6.459
medium_variant,554,2016,6.322
medium_variant,554,2017,6.203
medium_variant,554,2018,6.087
medium_variant,554,2019,5.97
medium_variant,554,2020,5.848
medium_variant,554,2021,5.716
medium_variant,554,2022,5.577
medium_variant,554,2023,5.43
medium_variant,554,2024,5.273
medium_variant,554,2025,5.105
medium_variant,554,2026,4.924
medium_variant,554,2027,4.734
medium_variant,554,2028,4.534
medium_variant,554,2029,4.328
medium_variant,554,2030,4.118
medium_variant,554,2031,3.903
medium_variant,554,2032,3.688
medium_variant,554,2033,3.475
medium_variant,554,2034,3.265
medium_variant,554,2035,3.062
medium_variant,554,2036,2.867
medium_variant,554,2037,2.681
medium_variant,554,2038,2.504
medium_variant,554,2039,2.335
medium_variant,554,2040,2.176
medium_variant,554,2041,2.026
medium_variant,554,2042,1.884
medium_variant,554,2043,1.749
medium_variant,554,2044,1.62
medium_variant,554,2045,1.497
medium_variant,554,2046,1.38
medium_variant,554,2047,1.27
medium_variant,554,2048,1.167
medium_variant,554,2049,1.07
medium_variant,554,2050,0.98
medium_variant,554,2051,0.896
medium_variant,554,2052,0.817
medium_variant,554,2053,0.744
medium_variant,554,2054,0.677
medium_variant,554,2055,0.617
medium_variant,554,2056,0.565
medium_variant,554,2057,0.522
medium_variant,554,2058,0.488
medium_variant,554,2059,0.462
medium_variant,554,2060,0.444
medium_variant,554,2061,0.433
medium_variant,554,2062,0.429
medium_variant,554,2063,0.428
medium_variant,554,2064,0.429
medium_variant,554,2065,0.43
medium_variant,554,2066,0.431
medium_variant,554,2067,0.428
medium_variant,554,2068,0.422
medium_variant,554,2069,0.41
medium_variant,554,2070,0.39
medium_variant,554,2071,0.361
medium_variant,554,2072,0.322
medium_variant,554,2073,0.274
medium_variant,554,2074,0.216
medium_variant,554,2075,0.148
medium_variant,554,2076,0.07
medium_variant,554,2077,-0.018
medium_variant,554,2078,-0.113
medium_variant,554,2079,-0.212
medium_variant,554,2080,-0.313
medium_variant,554,2081,-0.411
medium_variant,554,2082,-0.505
medium_variant,554,2083,-0.593
medium_variant,554,2084,-0.671
medium_variant,554,2085,-0.738
medium_variant,554,2086,-0.793
medium_variant,554,2087,-0.836
medium_variant,554,2088,-0.869
medium_variant,554,2089,-0.894
medium_variant,554,2090,-0.911
medium_variant,554,2091,-0.922
medium_variant,554,2092,-0.929
medium_variant,554,2093,-0.932
medium_variant,554,2094,-0.934
medium_variant,554,2095,-0.935
medium_variant,554,2096,-0.935
medium_variant,554,2097,-0.935
medium_variant,554,2098,-0.934
medium_variant,554,2099,-0.932
